#multi:
,masa A,,masa B,,masa C,,masa D,,masa E,,masa F,,masa G,,masa H,,masa I,
t,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
6.332911E0,-4.652502E2,-4.041211E1,-4.183620E2,-1.619727E2,-1.266591E2,-3.626538E2,3.221458E2,-2.801450E2,9.036635E1,1.167426E2,1.419153E2,-6.901996E1,2.221945E2,-3.403937E2,5.831028E2,3.541627E1,1.434161E2,-2.521994E2
6.399573E0,-4.648565E2,-3.977992E1,-4.204130E2,-1.618001E2,-1.272224E2,-3.629444E2,3.224188E2,-2.798459E2,9.043781E1,1.171336E2,1.417644E2,-6.919071E1,2.222658E2,-3.402331E2,5.806815E2,3.373139E1,1.433348E2,-2.523899E2
6.466236E0,-4.649172E2,-4.035692E1,-4.204902E2,-1.624558E2,-1.271862E2,-3.648276E2,3.235527E2,-2.802706E2,9.051355E1,1.157551E2,1.419589E2,-6.956983E1,2.216694E2,-3.380596E2,5.806508E2,3.356413E1,1.429721E2,-2.517964E2
6.532898E0,-4.636541E2,-3.967013E1,-4.186614E2,-1.635756E2,-1.254740E2,-3.650734E2,3.232042E2,-2.802641E2,9.015902E1,1.143212E2,1.427530E2,-6.950912E1,2.215984E2,-3.375320E2,5.830980E2,3.310678E1,1.425546E2,-2.520519E2
6.599560E0,-4.639136E2,-4.176963E1,-4.184399E2,-1.653264E2,-1.246220E2,-3.649133E2,3.228975E2,-2.802409E2,9.037467E1,1.142363E2,1.429772E2,-6.957507E1,2.175000E2,-3.390000E2,5.829497E2,3.425837E1,1.423217E2,-2.521691E2
6.666222E0,-4.641795E2,-4.254119E1,-4.176883E2,-1.649059E2,-1.230946E2,-3.663516E2,3.233502E2,-2.795575E2,9.033268E1,1.138696E2,1.425806E2,-7.062934E1,2.185924E2,-3.391379E2,5.831320E2,3.440172E1,1.429729E2,-2.522338E2
6.732884E0,-4.618158E2,-4.316060E1,-4.157405E2,-1.646835E2,-1.233732E2,-3.664666E2,3.249072E2,-2.799741E2,9.062313E1,1.138445E2,1.434699E2,-6.965133E1,2.187181E2,-3.390361E2,5.821293E2,3.441426E1,1.420000E2,-2.510000E2
6.799547E0,-4.616035E2,-4.336656E1,-4.157137E2,-1.650488E2,-1.229074E2,-3.652681E2,3.269201E2,-2.821151E2,9.058279E1,1.141890E2,1.425262E2,-6.962045E1,2.160856E2,-3.407517E2,5.822591E2,3.441581E1,1.439030E2,-2.524288E2
6.866209E0,-4.607945E2,-4.233398E1,-4.156730E2,-1.666741E2,-1.211789E2,-3.663243E2,3.290173E2,-2.838720E2,9.074686E1,1.137611E2,1.430239E2,-6.942930E1,2.166311E2,-3.410806E2,5.802528E2,3.415968E1,1.439390E2,-2.520974E2
6.932871E0,-4.605341E2,-4.467514E1,-4.153905E2,-1.664605E2,-1.228946E2,-3.662430E2,3.290213E2,-2.839512E2,9.036122E1,1.144779E2,1.427851E2,-6.935723E1,2.154628E2,-3.409043E2,5.799939E2,3.347020E1,1.423340E2,-2.523910E2
6.999533E0,-4.584042E2,-4.485948E1,-4.157490E2,-1.658787E2,-1.208851E2,-3.669505E2,3.269261E2,-2.822909E2,9.241086E1,1.139428E2,1.432011E2,-6.935795E1,2.114677E2,-3.408596E2,5.802387E2,3.105806E1,1.401922E2,-2.540527E2
7.066196E0,-4.562389E2,-4.306672E1,-4.156212E2,-1.659502E2,-1.213308E2,-3.674740E2,3.268864E2,-2.819075E2,9.408263E1,1.162722E2,1.432434E2,-6.977480E1,2.143757E2,-3.391545E2,5.805114E2,3.095542E1,1.418076E2,-2.524880E2
7.132858E0,-4.538525E2,-4.309073E1,-4.155013E2,-1.660359E2,-1.211765E2,-3.672956E2,3.268016E2,-2.824386E2,9.659233E1,1.175352E2,1.427788E2,-7.029233E1,2.142504E2,-3.387912E2,5.832204E2,2.988016E1,1.417210E2,-2.520817E2
7.199520E0,-4.535504E2,-4.307723E1,-4.170034E2,-1.681820E2,-1.207347E2,-3.668475E2,3.267727E2,-2.823270E2,9.490901E1,1.159067E2,1.439895E2,-7.057425E1,2.143289E2,-3.389599E2,5.832077E2,2.843028E1,1.410504E2,-2.518210E2
7.266182E0,-4.538116E2,-4.166131E1,-4.167314E2,-1.685267E2,-1.189476E2,-3.669352E2,3.287494E2,-2.843247E2,9.466100E1,1.160281E2,1.436237E2,-7.105888E1,2.154799E2,-3.390937E2,5.850634E2,2.808211E1,1.411399E2,-2.518817E2
7.332844E0,-4.539666E2,-4.194329E1,-4.168455E2,-1.706148E2,-1.188963E2,-3.668635E2,3.295000E2,-2.870000E2,9.451413E1,1.159611E2,1.444306E2,-7.170348E1,2.174817E2,-3.390485E2,5.836056E2,2.788076E1,1.418440E2,-2.518270E2
7.399507E0,-4.536655E2,-3.973969E1,-4.181124E2,-1.714304E2,-1.210062E2,-3.671611E2,3.297201E2,-2.865762E2,9.299517E1,1.159796E2,1.419439E2,-7.157183E1,2.178485E2,-3.393578E2,5.838529E2,2.763266E1,1.420576E2,-2.521303E2
7.466169E0,-4.540840E2,-4.032078E1,-4.166185E2,-1.702210E2,-1.204257E2,-3.671069E2,3.292508E2,-2.871768E2,9.239654E1,1.160474E2,1.417636E2,-7.134464E1,2.173920E2,-3.388765E2,5.819925E2,2.743086E1,1.421537E2,-2.519413E2
7.532831E0,-4.540076E2,-3.824241E1,-4.163667E2,-1.698901E2,-1.201119E2,-3.669389E2,3.279017E2,-2.867373E2,9.266504E1,1.177059E2,1.423012E2,-7.179799E1,2.173278E2,-3.386081E2,5.816639E2,2.753853E1,1.428184E2,-2.503391E2
7.599493E0,-4.536569E2,-3.746748E1,-4.166494E2,-1.700656E2,-1.215897E2,-3.651235E2,3.267283E2,-2.871997E2,9.473066E1,1.198117E2,1.418637E2,-7.181058E1,2.193310E2,-3.371638E2,5.821875E2,2.768763E1,1.422876E2,-2.501578E2
7.666156E0,-4.537558E2,-3.607889E1,-4.157172E2,-1.703221E2,-1.219864E2,-3.640684E2,3.270961E2,-2.868219E2,9.643886E1,1.219111E2,1.422788E2,-7.116111E1,2.195588E2,-3.380774E2,5.819223E2,2.749702E1,1.436290E2,-2.503957E2
7.732818E0,-4.538244E2,-3.545381E1,-4.144550E2,-1.697894E2,-1.221948E2,-3.640352E2,3.276009E2,-2.850035E2,9.666628E1,1.216273E2,1.406736E2,-7.146005E1,2.195340E2,-3.364287E2,5.817882E2,2.749167E1,1.442206E2,-2.501522E2
7.799480E0,-4.532267E2,-3.603557E1,-4.123696E2,-1.688576E2,-1.243406E2,-3.643156E2,3.293591E2,-2.850165E2,9.643258E1,1.201458E2,1.409849E2,-7.149319E1,2.197250E2,-3.364100E2,5.820197E2,2.752000E1,1.442290E2,-2.501481E2
7.866142E0,-4.532416E2,-3.595862E1,-4.109706E2,-1.689515E2,-1.242532E2,-3.641868E2,3.300000E2,-2.810000E2,9.558127E1,1.201837E2,1.409810E2,-7.142595E1,2.195066E2,-3.377756E2,5.810837E2,2.771313E1,1.438172E2,-2.500795E2
7.932804E0,-4.521648E2,-3.478367E1,-4.103198E2,-1.692030E2,-1.238428E2,-3.640680E2,3.300000E2,-2.810000E2,9.512500E1,1.201805E2,1.317531E2,-7.982156E1,2.194479E2,-3.383220E2,5.829548E2,2.749997E1,1.445308E2,-2.498272E2
7.999467E0,-4.536931E2,-3.518871E1,-4.106345E2,-1.708951E2,-1.245906E2,-3.639770E2,3.302494E2,-2.809064E2,9.652177E1,1.190877E2,1.324559E2,-7.930226E1,2.196961E2,-3.363808E2,5.830334E2,2.747721E1,1.450387E2,-2.493840E2
8.066129E0,-4.543547E2,-3.385811E1,-4.100913E2,-1.711252E2,-1.245193E2,-3.643281E2,3.301612E2,-2.808751E2,9.663822E1,1.185556E2,1.317617E2,-7.982760E1,2.195897E2,-3.351381E2,5.829911E2,2.732884E1,1.458977E2,-2.504068E2
8.132791E0,-4.521470E2,-3.394590E1,-4.105139E2,-1.710580E2,-1.385000E2,-3.660000E2,3.280327E2,-2.790757E2,9.624615E1,1.188314E2,1.319140E2,-7.957506E1,2.192257E2,-3.349633E2,5.828284E2,2.737791E1,1.461329E2,-2.502231E2
8.199453E0,-4.524227E2,-3.502095E1,-4.084685E2,-1.703416E2,-1.345000E2,-3.630000E2,3.261996E2,-2.768220E2,9.860505E1,1.189996E2,1.316921E2,-8.013639E1,2.193314E2,-3.350220E2,5.840405E2,2.720113E1,1.458881E2,-2.503447E2
8.266116E0,-4.521045E2,-3.494513E1,-4.082563E2,-1.701692E2,-1.170000E2,-3.825000E2,3.260793E2,-2.768940E2,9.807920E1,1.189158E2,1.322366E2,-7.981293E1,2.110000E2,-3.450000E2,5.838932E2,2.750846E1,1.444192E2,-2.521115E2
8.332778E0,-4.500934E2,-3.453899E1,-4.097131E2,-1.695184E2,-1.425000E2,-3.645000E2,3.275000E2,-2.830000E2,9.854746E1,1.192757E2,1.317639E2,-7.970009E1,2.134173E2,-3.452582E2,5.832773E2,2.540751E1,1.436290E2,-2.521173E2
8.399440E0,-4.502874E2,-3.744698E1,-4.093440E2,-1.700632E2,-1.425000E2,-3.645000E2,3.272656E2,-2.834574E2,9.877552E1,1.189728E2,1.320498E2,-7.993425E1,2.120752E2,-3.469305E2,5.813832E2,2.533491E1,1.447445E2,-2.524266E2
8.466102E0,-4.481084E2,-3.940196E1,-4.093653E2,-1.707385E2,-1.445000E2,-3.630000E2,3.275498E2,-2.829581E2,9.875506E1,1.185107E2,1.326191E2,-7.883738E1,2.135494E2,-3.469040E2,5.811728E2,2.539671E1,1.438824E2,-2.535963E2
8.532764E0,-4.479876E2,-3.869966E1,-4.095667E2,-1.709368E2,-1.200000E2,-3.810000E2,3.270775E2,-2.830543E2,9.729965E1,1.194245E2,1.329224E2,-7.875424E1,2.144897E2,-3.473888E2,5.809401E2,2.553694E1,1.455315E2,-2.538843E2
8.599427E0,-4.477967E2,-4.081296E1,-4.091845E2,-1.722325E2,-1.425000E2,-3.610000E2,3.273328E2,-2.839181E2,9.907978E1,1.173306E2,1.327497E2,-7.879782E1,2.156423E2,-3.469410E2,5.797960E2,2.573600E1,1.475930E2,-2.548519E2
8.666089E0,-4.482129E2,-4.161858E1,-4.071863E2,-1.724852E2,-1.195000E2,-3.750000E2,3.274110E2,-2.839187E2,9.927223E1,1.154258E2,1.328168E2,-7.880396E1,2.157082E2,-3.489043E2,5.801081E2,2.359128E1,1.450000E2,-2.580000E2
8.732751E0,-4.483146E2,-4.311847E1,-4.076583E2,-1.699301E2,-1.195000E2,-3.750000E2,3.275376E2,-2.842205E2,1.002026E2,1.140221E2,1.337635E2,-7.737493E1,2.156652E2,-3.488176E2,5.817638E2,2.361300E1,1.450122E2,-2.578643E2
8.799413E0,-4.499450E2,-4.321789E1,-4.061939E2,-1.701752E2,-1.195000E2,-3.750000E2,3.278056E2,-2.837709E2,1.023096E2,1.158432E2,1.340127E2,-7.742578E1,2.161789E2,-3.490448E2,5.829639E2,2.341905E1,1.449882E2,-2.571663E2
8.866076E0,-4.499919E2,-4.339254E1,-4.061901E2,-1.698574E2,-1.195000E2,-3.750000E2,3.271658E2,-2.844228E2,1.024683E2,1.160510E2,1.341845E2,-7.833300E1,2.164599E2,-3.494052E2,5.830525E2,2.380158E1,1.451242E2,-2.569639E2
8.932738E0,-4.500702E2,-4.179626E1,-4.052461E2,-1.709992E2,-1.225000E2,-3.820000E2,3.273927E2,-2.845306E2,1.025667E2,1.158221E2,1.340538E2,-7.874994E1,2.159392E2,-3.490919E2,5.830948E2,2.336354E1,1.448192E2,-2.583109E2
8.999400E0,-4.488456E2,-4.416868E1,-4.047444E2,-1.714367E2,-1.165000E2,-3.770000E2,3.273934E2,-2.852327E2,1.025654E2,1.160598E2,1.344451E2,-7.721462E1,2.155182E2,-3.486211E2,5.828204E2,2.352614E1,1.460013E2,-2.553913E2
9.066062E0,-4.500575E2,-4.613918E1,-4.042220E2,-1.708446E2,-1.185000E2,-3.780000E2,3.300000E2,-2.875000E2,1.040898E2,1.180105E2,1.339814E2,-7.758803E1,2.141096E2,-3.487839E2,5.831715E2,2.284108E1,1.457488E2,-2.553407E2
9.132724E0,-4.500359E2,-4.814016E1,-4.050325E2,-1.706941E2,-1.180000E2,-3.760000E2,3.318891E2,-2.876094E2,1.045471E2,1.180720E2,1.342749E2,-7.746859E1,2.144167E2,-3.494140E2,5.831433E2,2.208776E1,1.458312E2,-2.550682E2
9.199387E0,-4.507467E2,-4.609569E1,-4.051570E2,-1.682000E2,-1.180000E2,-3.760000E2,3.318956E2,-2.859237E2,1.048118E2,1.175941E2,1.336906E2,-7.771739E1,2.139262E2,-3.505654E2,5.830983E2,2.241415E1,1.455141E2,-2.549868E2
9.266049E0,-4.506182E2,-4.426494E1,-4.053781E2,-1.680488E2,-1.200000E2,-3.750000E2,3.320089E2,-2.854754E2,1.042517E2,1.182845E2,1.338167E2,-7.776027E1,2.143264E2,-3.513293E2,5.824620E2,2.237724E1,1.464925E2,-2.550482E2
9.332711E0,-4.510921E2,-4.428153E1,-4.056874E2,-1.679449E2,-1.200000E2,-3.750000E2,3.316421E2,-2.855389E2,1.050398E2,1.199095E2,1.346468E2,-7.764338E1,2.139691E2,-3.505900E2,5.821361E2,2.235883E1,1.443399E2,-2.571426E2
9.399373E0,-4.506917E2,-4.232211E1,-4.050937E2,-1.681696E2,-1.220000E2,-3.760000E2,3.319452E2,-2.852595E2,1.058458E2,1.195475E2,1.348006E2,-7.741916E1,2.125000E2,-3.510000E2,5.819489E2,2.262378E1,1.423268E2,-2.588773E2
9.466036E0,-4.508020E2,-4.217187E1,-4.044605E2,-1.688382E2,-1.185000E2,-3.760000E2,3.320554E2,-2.842572E2,1.051495E2,1.202998E2,1.351065E2,-7.748846E1,2.100502E2,-3.505659E2,5.820652E2,2.210992E1,1.406029E2,-2.581385E2
9.532698E0,-4.502463E2,-4.113632E1,-4.046603E2,-1.691349E2,-1.185000E2,-3.760000E2,3.321247E2,-2.846388E2,1.053997E2,1.218376E2,1.346076E2,-7.751927E1,2.106154E2,-3.520686E2,5.815833E2,2.261515E1,1.394906E2,-2.585530E2
9.599360E0,-4.518479E2,-4.292853E1,-4.048019E2,-1.670122E2,-1.175000E2,-3.750000E2,3.301124E2,-2.848381E2,1.054139E2,1.219020E2,1.349875E2,-7.741649E1,2.079245E2,-3.520108E2,5.801683E2,2.046946E1,1.414824E2,-2.576071E2
9.666022E0,-4.524119E2,-4.280119E1,-4.045324E2,-1.667922E2,-1.175000E2,-3.750000E2,3.298827E2,-2.841698E2,1.051043E2,1.222193E2,1.351836E2,-7.794447E1,2.072558E2,-3.538885E2,5.818644E2,2.041513E1,1.411087E2,-2.575328E2
9.732684E0,-4.521222E2,-4.086017E1,-4.066821E2,-1.667639E2,-1.155000E2,-3.750000E2,3.308909E2,-2.846148E2,1.053743E2,1.223352E2,1.349916E2,-7.774660E1,2.059632E2,-3.561953E2,5.819405E2,1.885285E1,1.414958E2,-2.567476E2
9.799347E0,-4.528793E2,-4.301476E1,-4.064346E2,-1.671596E2,-1.155000E2,-3.750000E2,3.314595E2,-2.842938E2,1.053214E2,1.217433E2,1.347823E2,-7.733695E1,2.053975E2,-3.559356E2,5.835201E2,1.896143E1,1.417343E2,-2.574048E2
9.866009E0,-4.526210E2,-4.278042E1,-4.060357E2,-1.654498E2,-1.150000E2,-3.770000E2,3.311107E2,-2.847122E2,1.033041E2,1.204871E2,1.350731E2,-7.739563E1,2.058850E2,-3.562167E2,5.859077E2,1.929792E1,1.432358E2,-2.535978E2
9.932671E0,-4.522956E2,-4.319817E1,-4.062006E2,-1.653298E2,-1.165000E2,-3.765000E2,3.311533E2,-2.845937E2,1.034430E2,1.201332E2,1.349305E2,-7.771875E1,2.030828E2,-3.576761E2,5.861665E2,1.572603E1,1.431295E2,-2.545536E2
9.999333E0,-4.519107E2,-4.040274E1,-4.045382E2,-1.650756E2,-1.166883E2,-3.764978E2,3.308413E2,-2.852451E2,1.033422E2,1.199878E2,1.350980E2,-7.728471E1,2.016650E2,-3.558165E2,5.857371E2,1.572253E1,1.429375E2,-2.545722E2
1.006600E1,-4.524873E2,-3.980656E1,-4.043329E2,-1.669570E2,-1.177601E2,-3.764665E2,3.326809E2,-2.855310E2,1.038163E2,1.196484E2,1.351666E2,-7.746687E1,2.010049E2,-3.538325E2,5.860244E2,1.578631E1,1.431331E2,-2.548293E2
1.013266E1,-4.516363E2,-4.044107E1,-4.045273E2,-1.666923E2,-1.156501E2,-3.746222E2,3.331916E2,-2.855248E2,1.035723E2,1.191431E2,1.349407E2,-7.811835E1,2.010340E2,-3.526809E2,5.858282E2,1.576296E1,1.426244E2,-2.547376E2
1.019932E1,-4.523117E2,-4.209995E1,-4.046929E2,-1.648658E2,-1.153736E2,-3.754114E2,3.330919E2,-2.854202E2,1.052101E2,1.188006E2,1.348670E2,-7.867420E1,2.018957E2,-3.529853E2,5.839896E2,1.576674E1,1.427381E2,-2.535326E2
1.026598E1,-4.503853E2,-4.178797E1,-4.021760E2,-1.632968E2,-1.157184E2,-3.730111E2,3.333251E2,-2.853631E2,1.050541E2,1.188659E2,1.350532E2,-7.780417E1,1.965000E2,-3.530000E2,5.831419E2,1.613231E1,1.432376E2,-2.540433E2
1.033264E1,-4.511247E2,-4.367328E1,-4.008441E2,-1.629134E2,-1.157874E2,-3.752486E2,3.328617E2,-2.857830E2,1.054186E2,1.173291E2,1.348856E2,-7.758207E1,1.948952E2,-3.514483E2,5.825314E2,1.695364E1,1.436824E2,-2.543356E2
1.039931E1,-4.516193E2,-4.573074E1,-4.008465E2,-1.629554E2,-1.155470E2,-3.773608E2,3.328014E2,-2.857827E2,1.053224E2,1.150954E2,1.351768E2,-7.739053E1,1.943740E2,-3.493022E2,5.849524E2,1.828100E1,1.440958E2,-2.542008E2
1.046597E1,-4.517092E2,-4.638981E1,-4.016916E2,-1.619172E2,-1.165157E2,-3.775411E2,3.330566E2,-2.855022E2,1.056225E2,1.148360E2,1.346695E2,-7.776175E1,1.929479E2,-3.491957E2,5.848717E2,2.009454E1,1.430640E2,-2.561950E2
1.053263E1,-4.523725E2,-4.575468E1,-4.013511E2,-1.618391E2,-1.166976E2,-3.774481E2,3.334968E2,-2.853149E2,9.800000E1,1.180000E2,1.348686E2,-7.835439E1,1.924952E2,-3.489676E2,5.854533E2,2.035644E1,1.421516E2,-2.561251E2
1.059929E1,-4.522242E2,-4.458991E1,-4.014198E2,-1.618735E2,-1.163766E2,-3.787121E2,3.334109E2,-2.852267E2,9.792271E1,1.172167E2,1.345855E2,-7.863815E1,1.918625E2,-3.491501E2,5.850891E2,2.207652E1,1.403615E2,-2.581657E2
1.066596E1,-4.539654E2,-4.409836E1,-3.997854E2,-1.619079E2,-1.168153E2,-3.773444E2,3.334165E2,-2.853031E2,9.837617E1,1.162163E2,1.351055E2,-7.852420E1,1.916623E2,-3.489577E2,5.849833E2,2.273335E1,1.401314E2,-2.582306E2
1.073262E1,-4.540420E2,-4.426204E1,-3.996120E2,-1.618951E2,-1.166503E2,-3.758546E2,3.331308E2,-2.854074E2,9.800027E1,1.161646E2,1.345397E2,-7.858406E1,1.904890E2,-3.490513E2,5.841710E2,2.272853E1,1.400875E2,-2.581010E2
1.079928E1,-4.539379E2,-4.433170E1,-3.998116E2,-1.638635E2,-1.161932E2,-3.753499E2,3.329014E2,-2.856826E2,9.765704E1,1.158226E2,1.353916E2,-7.857029E1,1.903466E2,-3.486655E2,5.839172E2,2.215690E1,1.392687E2,-2.576927E2
1.086594E1,-4.533075E2,-4.442393E1,-4.012938E2,-1.641617E2,-1.166418E2,-3.736986E2,3.348199E2,-2.876419E2,1.000000E2,1.180000E2,1.350968E2,-7.866001E1,1.903859E2,-3.507600E2,5.823365E2,2.084816E1,1.377303E2,-2.563522E2
1.093260E1,-4.530685E2,-4.408699E1,-4.020490E2,-1.641132E2,-1.170111E2,-3.752597E2,3.350980E2,-2.883384E2,1.002107E2,1.162508E2,1.348982E2,-7.844498E1,1.965000E2,-3.530000E2,5.838204E2,2.000122E1,1.381445E2,-2.552586E2
1.099927E1,-4.531935E2,-4.567202E1,-4.021316E2,-1.641844E2,-1.179106E2,-3.733079E2,3.348289E2,-2.886369E2,9.969734E1,1.156757E2,1.348396E2,-7.870503E1,1.964068E2,-3.530284E2,5.822714E2,2.254121E1,1.378642E2,-2.543840E2
1.106593E1,-4.528975E2,-4.777833E1,-4.009060E2,-1.658061E2,-1.174436E2,-3.738338E2,3.347830E2,-2.888361E2,1.000610E2,1.162330E2,1.349585E2,-7.759614E1,1.957861E2,-3.518703E2,5.820472E2,2.235525E1,1.380718E2,-2.535824E2
1.113259E1,-4.532367E2,-4.993040E1,-4.007659E2,-1.649255E2,-1.171804E2,-3.734463E2,3.339885E2,-2.884824E2,9.981637E1,1.160815E2,1.352111E2,-7.729326E1,1.951968E2,-3.540720E2,5.818686E2,2.245584E1,1.363436E2,-2.530116E2
1.119925E1,-4.532812E2,-4.984814E1,-4.005568E2,-1.628654E2,-1.168038E2,-3.734633E2,3.336936E2,-2.886339E2,1.007990E2,1.161148E2,1.345281E2,-7.750363E1,1.978663E2,-3.541506E2,5.821710E2,2.215808E1,1.356153E2,-2.533697E2
1.126592E1,-4.528999E2,-4.823098E1,-4.000061E2,-1.613422E2,-1.167675E2,-3.744488E2,3.324788E2,-2.881013E2,1.008185E2,1.158911E2,1.345062E2,-7.761807E1,1.979334E2,-3.541906E2,5.821331E2,2.225469E1,1.359341E2,-2.529259E2
1.133258E1,-4.548563E2,-4.706547E1,-4.003659E2,-1.606493E2,-1.162242E2,-3.741786E2,3.320891E2,-2.864356E2,1.025310E2,1.140186E2,1.357962E2,-7.789664E1,2.003394E2,-3.526922E2,5.817113E2,2.246498E1,1.362708E2,-2.530003E2
1.139924E1,-4.544058E2,-4.664028E1,-4.003241E2,-1.590503E2,-1.154430E2,-3.744111E2,3.329660E2,-2.865835E2,1.029669E2,1.127446E2,1.358800E2,-7.777986E1,1.967957E2,-3.530312E2,5.815000E2,2.450000E1,1.356702E2,-2.524720E2
1.146590E1,-4.528375E2,-4.486385E1,-4.019937E2,-1.588060E2,-1.144175E2,-3.737535E2,3.328946E2,-2.847395E2,1.014401E2,1.114743E2,1.354803E2,-7.776005E1,1.965544E2,-3.532157E2,5.813047E2,2.405781E1,1.358599E2,-2.523626E2
1.153256E1,-4.525959E2,-4.611824E1,-3.981583E2,-1.594276E2,-1.143970E2,-3.725047E2,3.330055E2,-2.864269E2,1.008359E2,1.110670E2,1.348596E2,-7.772269E1,1.965754E2,-3.509799E2,5.823791E2,2.480001E1,1.347264E2,-2.516913E2
1.159923E1,-4.531053E2,-4.580196E1,-3.981284E2,-1.604539E2,-1.131804E2,-3.707503E2,3.339128E2,-2.864242E2,1.007492E2,1.107897E2,1.350458E2,-7.774589E1,1.952225E2,-3.489167E2,5.824141E2,2.453812E1,1.349753E2,-2.502567E2
1.166589E1,-4.533143E2,-4.621167E1,-4.001550E2,-1.598576E2,-1.107256E2,-3.687039E2,3.359615E2,-2.876056E2,1.009981E2,1.112058E2,1.349733E2,-7.754376E1,1.950062E2,-3.493520E2,5.809950E2,2.614903E1,1.351057E2,-2.488465E2
1.173255E1,-4.531768E2,-4.827884E1,-4.008136E2,-1.582454E2,-1.105571E2,-3.693874E2,3.381022E2,-2.876202E2,1.008504E2,1.129094E2,1.353669E2,-7.784717E1,1.958087E2,-3.487180E2,5.782907E2,2.668247E1,1.365047E2,-2.490172E2
1.179921E1,-4.502010E2,-4.680612E1,-4.000272E2,-1.580698E2,-1.096406E2,-3.674431E2,3.381358E2,-2.874499E2,1.013336E2,1.110558E2,1.367556E2,-7.757194E1,1.956884E2,-3.487793E2,5.782920E2,2.490100E1,1.373055E2,-2.493108E2
1.186588E1,-4.495154E2,-4.723812E1,-4.012392E2,-1.578011E2,-1.086337E2,-3.677561E2,3.384457E2,-2.871158E2,1.009342E2,1.109995E2,1.369669E2,-7.751033E1,1.954541E2,-3.510695E2,5.783540E2,2.415578E1,1.386252E2,-2.482762E2
1.193254E1,-4.499744E2,-4.773143E1,-4.019352E2,-1.575191E2,-1.093061E2,-3.679935E2,3.383062E2,-2.873191E2,1.006075E2,1.110438E2,1.366207E2,-7.785086E1,1.955746E2,-3.515384E2,5.766434E2,2.362254E1,1.408397E2,-2.461906E2
1.199920E1,-4.503741E2,-4.871080E1,-4.038385E2,-1.577003E2,-1.094098E2,-3.659289E2,3.373838E2,-2.893843E2,1.013767E2,1.110891E2,1.363354E2,-7.776928E1,1.951718E2,-3.524724E2,5.764338E2,2.055244E1,1.422701E2,-2.462025E2
1.206586E1,-4.496811E2,-4.941894E1,-4.015288E2,-1.579349E2,-1.098049E2,-3.672230E2,3.372588E2,-2.892665E2,1.013935E2,1.110611E2,1.358596E2,-7.785169E1,1.951827E2,-3.522328E2,5.755000E2,1.750000E1,1.401893E2,-2.476631E2
1.213252E1,-4.519653E2,-4.802680E1,-4.025155E2,-1.578233E2,-1.084108E2,-3.710273E2,3.391102E2,-2.914275E2,1.011689E2,1.127240E2,1.371044E2,-7.753313E1,1.956055E2,-3.519570E2,5.774950E2,1.822440E1,1.429283E2,-2.477873E2
1.219919E1,-4.518118E2,-4.761368E1,-4.005314E2,-1.592244E2,-1.084908E2,-3.710717E2,3.410250E2,-2.916834E2,1.012540E2,1.130734E2,1.371987E2,-7.584818E1,1.953821E2,-3.523880E2,5.775044E2,1.813282E1,1.430809E2,-2.475132E2
1.226585E1,-4.522090E2,-4.788749E1,-4.000049E2,-1.590211E2,-1.086587E2,-3.703078E2,3.407795E2,-2.918424E2,1.007176E2,1.125321E2,1.386083E2,-7.564814E1,1.958035E2,-3.517071E2,5.755556E2,1.842076E1,1.415167E2,-2.479736E2
1.233251E1,-4.522816E2,-4.875169E1,-4.021775E2,-1.612016E2,-1.083650E2,-3.716077E2,3.408323E2,-2.916861E2,1.012863E2,1.134428E2,1.390032E2,-7.567410E1,1.956546E2,-3.525176E2,5.742736E2,1.965623E1,1.422651E2,-2.479870E2
1.239917E1,-4.522011E2,-4.903030E1,-4.022148E2,-1.630957E2,-1.080661E2,-3.716000E2,3.410220E2,-2.914905E2,1.013268E2,1.134216E2,1.389750E2,-7.567004E1,1.958893E2,-3.527521E2,5.748776E2,1.923907E1,1.435295E2,-2.478613E2
1.246584E1,-4.517244E2,-4.848344E1,-4.027104E2,-1.648092E2,-1.105079E2,-3.718927E2,3.410842E2,-2.912577E2,1.033956E2,1.146568E2,1.390803E2,-7.559286E1,1.949727E2,-3.531634E2,5.748339E2,1.909021E1,1.442114E2,-2.467907E2
1.253250E1,-4.518394E2,-4.829302E1,-4.008111E2,-1.636965E2,-1.106278E2,-3.712149E2,3.550000E2,-2.910000E2,1.011135E2,1.133206E2,1.381888E2,-7.616120E1,1.942073E2,-3.532537E2,5.728144E2,1.555722E1,1.426600E2,-2.448344E2
1.259916E1,-4.517049E2,-4.753949E1,-3.995439E2,-1.641861E2,-1.105254E2,-3.715688E2,3.585000E2,-2.925000E2,1.019379E2,1.130848E2,1.376652E2,-7.688741E1,1.911129E2,-3.531268E2,5.721724E2,1.564149E1,1.428511E2,-2.452009E2
1.266582E1,-4.537493E2,-4.631846E1,-4.002862E2,-1.661874E2,-1.103131E2,-3.716103E2,3.550000E2,-2.875000E2,1.024511E2,1.120389E2,1.380416E2,-7.663735E1,1.916339E2,-3.531572E2,5.737238E2,1.507667E1,1.436655E2,-2.453113E2
1.273248E1,-4.538569E2,-4.678415E1,-4.008054E2,-1.659321E2,-1.100929E2,-3.716724E2,3.540000E2,-2.795000E2,1.015974E2,1.117127E2,1.375074E2,-7.677360E1,1.918648E2,-3.526859E2,5.748004E2,1.727598E1,1.458162E2,-2.452198E2
