#multi:
,masa A,,masa B,,masa C,,masa D,,masa E,,masa F,,masa G,,masa H,,masa I,
t,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
1.926538E1,-4.340885E2,-4.369572E1,-3.936890E2,-1.686297E2,-1.008746E2,-3.691621E2,3.680326E2,-3.062859E2,1.075226E2,9.692453E1,1.332950E2,-7.872336E1,2.174306E2,-3.506439E2,5.954066E2,8.969964E0,1.669749E2,-2.572650E2
1.933204E1,-4.339947E2,-4.591649E1,-3.923089E2,-1.668952E2,-1.003825E2,-3.694580E2,3.685000E2,-3.005000E2,1.078088E2,9.548747E1,1.335962E2,-7.826699E1,2.164434E2,-3.520048E2,5.956667E2,8.963292E0,1.672411E2,-2.583605E2
1.939871E1,-4.343850E2,-4.557091E1,-3.925597E2,-1.647908E2,-1.007489E2,-3.686852E2,3.688597E2,-3.006562E2,1.075067E2,9.469862E1,1.330848E2,-7.827670E1,2.161957E2,-3.520681E2,5.956964E2,7.130067E0,1.673728E2,-2.588817E2
1.946537E1,-4.338017E2,-4.622806E1,-3.926558E2,-1.640215E2,-1.005779E2,-3.678598E2,3.685000E2,-3.005000E2,1.077472E2,9.510262E1,1.334773E2,-7.866761E1,2.158679E2,-3.525645E2,5.952387E2,6.753401E0,1.669005E2,-2.584686E2
1.953203E1,-4.340648E2,-4.589188E1,-3.925891E2,-1.647806E2,-1.000899E2,-3.671337E2,3.685000E2,-3.005000E2,1.081124E2,9.484143E1,1.334480E2,-7.807907E1,2.148544E2,-3.527315E2,5.948794E2,8.870244E0,1.670792E2,-2.583186E2
1.959869E1,-4.316501E2,-4.441011E1,-3.917232E2,-1.646071E2,-9.873065E1,-3.681167E2,3.683761E2,-3.004261E2,1.076778E2,9.454160E1,1.334862E2,-7.824182E1,2.150734E2,-3.525833E2,5.925446E2,6.682795E0,1.690052E2,-2.586148E2
1.966536E1,-4.300079E2,-4.524921E1,-3.911260E2,-1.649765E2,-9.804269E1,-3.683923E2,3.683144E2,-3.004822E2,9.700000E1,9.700000E1,1.336742E2,-7.880166E1,2.152768E2,-3.521630E2,5.936374E2,4.272577E0,1.688434E2,-2.585573E2
1.973202E1,-4.299201E2,-4.527435E1,-3.919666E2,-1.644528E2,-9.756079E1,-3.691501E2,3.650000E2,-3.080000E2,9.624946E1,9.703962E1,1.336295E2,-7.858971E1,2.150167E2,-3.531724E2,5.933602E2,3.884679E0,1.707596E2,-2.572411E2
1.979868E1,-4.302570E2,-4.494856E1,-3.912119E2,-1.647453E2,-9.778946E1,-3.692853E2,3.647309E2,-3.077279E2,9.553203E1,9.667190E1,1.336261E2,-7.855105E1,2.130017E2,-3.528369E2,5.935995E2,2.022327E0,1.716674E2,-2.555087E2
1.986534E1,-4.310242E2,-4.506017E1,-3.923839E2,-1.662802E2,-9.740935E1,-3.696839E2,3.632174E2,-3.078360E2,9.571575E1,9.667933E1,1.334655E2,-7.842475E1,2.146143E2,-3.527088E2,5.935567E2,2.378083E0,1.721576E2,-2.557445E2
1.993200E1,-4.310119E2,-4.500949E1,-3.940501E2,-1.668543E2,-9.772726E1,-3.692660E2,3.619098E2,-3.070127E2,9.613145E1,9.693519E1,1.338321E2,-7.851651E1,2.151791E2,-3.522486E2,5.913730E2,1.798874E0,1.720001E2,-2.551219E2
1.999867E1,-4.312241E2,-4.510240E1,-3.945988E2,-1.674617E2,-1.055000E2,-3.725000E2,3.610000E2,-3.070000E2,9.621643E1,9.841207E1,1.333891E2,-7.827932E1,2.153560E2,-3.522717E2,5.918153E2,1.478625E-1,1.721189E2,-2.555947E2
2.006533E1,-4.348355E2,-4.490452E1,-3.956839E2,-1.675038E2,-1.050628E2,-3.738555E2,3.585000E2,-3.155000E2,9.410967E1,9.924067E1,1.334770E2,-7.880682E1,2.152392E2,-3.541520E2,5.916114E2,1.029082E-1,1.717497E2,-2.546744E2
2.013199E1,-4.348663E2,-4.510988E1,-3.957496E2,-1.675751E2,-1.056903E2,-3.738924E2,3.572025E2,-3.154076E2,9.377281E1,9.876689E1,1.336226E2,-7.841867E1,2.152349E2,-3.544115E2,5.912325E2,-2.102423E-1,1.735151E2,-2.544565E2
2.019865E1,-4.350819E2,-4.461314E1,-3.949137E2,-1.674296E2,-1.073884E2,-3.748118E2,3.580806E2,-3.135718E2,9.371492E1,9.902823E1,1.330124E2,-7.894193E1,2.151031E2,-3.546418E2,5.916035E2,2.209021E-1,1.723248E2,-2.544090E2
2.026532E1,-4.377298E2,-4.465452E1,-3.941466E2,-1.676893E2,-1.069835E2,-3.731511E2,3.586659E2,-3.154284E2,9.439412E1,9.997391E1,1.354953E2,-8.037501E1,2.160939E2,-3.564574E2,5.915085E2,2.354684E-2,1.711041E2,-2.542336E2
2.033198E1,-4.335000E2,-4.950000E1,-3.938685E2,-1.675826E2,-1.063644E2,-3.739270E2,3.586203E2,-3.158422E2,9.361454E1,9.918749E1,1.355911E2,-8.049756E1,2.157672E2,-3.565921E2,5.913277E2,-1.793125E-1,1.712870E2,-2.529660E2
2.039864E1,-4.337320E2,-4.904540E1,-3.936001E2,-1.676327E2,-1.064907E2,-3.735966E2,3.584509E2,-3.153824E2,9.402529E1,9.867833E1,1.356796E2,-8.017180E1,2.138873E2,-3.557305E2,5.912195E2,-1.345238E-1,1.705556E2,-2.521201E2
2.046530E1,-4.352991E2,-4.962658E1,-3.935747E2,-1.674024E2,-1.058672E2,-3.731065E2,3.584557E2,-3.157905E2,9.389772E1,9.914217E1,1.352764E2,-8.072224E1,2.159110E2,-3.574345E2,5.919035E2,1.201936E0,1.708495E2,-2.526366E2
2.053196E1,-4.340000E2,-4.500000E1,-3.936917E2,-1.676576E2,-1.056520E2,-3.742348E2,3.603348E2,-3.138576E2,9.681411E1,9.801287E1,1.353084E2,-8.065191E1,2.160554E2,-3.574247E2,5.912364E2,9.674953E-1,1.710873E2,-2.523079E2
2.059863E1,-4.320965E2,-4.509124E1,-3.934672E2,-1.675685E2,-1.038852E2,-3.757013E2,3.606284E2,-3.152746E2,9.743998E1,9.803977E1,1.356378E2,-8.047393E1,2.159183E2,-3.568128E2,5.918083E2,1.122114E0,1.709576E2,-2.525840E2
2.066529E1,-4.294370E2,-4.630191E1,-3.949706E2,-1.681321E2,-1.037218E2,-3.774141E2,3.606836E2,-3.159804E2,9.710210E1,9.796836E1,1.354017E2,-8.056134E1,2.159922E2,-3.562072E2,5.918177E2,3.077361E0,1.697013E2,-2.512696E2
2.073195E1,-4.306991E2,-4.791645E1,-3.945472E2,-1.684845E2,-1.033088E2,-3.778790E2,3.606679E2,-3.155954E2,9.729917E1,9.889828E1,1.352335E2,-8.072544E1,2.160430E2,-3.562136E2,5.912781E2,2.838892E0,1.700952E2,-2.513230E2
2.079861E1,-4.313920E2,-4.843138E1,-3.946663E2,-1.681978E2,-1.031177E2,-3.777564E2,3.609860E2,-3.177203E2,9.541552E1,1.009768E2,1.334744E2,-8.069229E1,2.173933E2,-3.554693E2,5.904236E2,4.132812E0,1.697758E2,-2.495219E2
2.086528E1,-4.306593E2,-4.998224E1,-3.943299E2,-1.685514E2,-1.052630E2,-3.772714E2,3.610000E2,-3.215000E2,9.511043E1,9.991473E1,1.333136E2,-8.076345E1,2.168360E2,-3.553918E2,5.900238E2,5.595203E0,1.721623E2,-2.479015E2
2.093194E1,-4.310730E2,-5.141889E1,-3.941475E2,-1.688832E2,-1.052368E2,-3.777535E2,3.606618E2,-3.212760E2,9.498887E1,1.016819E2,1.331756E2,-8.059354E1,2.171748E2,-3.565611E2,5.884687E2,4.103792E0,1.718946E2,-2.490254E2
2.099860E1,-4.318466E2,-5.238774E1,-3.941864E2,-1.688766E2,-1.151822E2,-3.856524E2,3.611265E2,-3.218007E2,9.662841E1,1.000496E2,1.375000E2,-7.000000E1,2.168365E2,-3.566164E2,5.885876E2,4.116353E0,1.724333E2,-2.498385E2
2.106526E1,-4.317171E2,-5.191168E1,-3.944077E2,-1.681998E2,-1.157102E2,-3.857044E2,3.613233E2,-3.234659E2,9.725248E1,9.990840E1,1.373820E2,-7.017937E1,2.193706E2,-3.565937E2,5.867221E2,2.880210E0,1.719914E2,-2.496991E2
2.113192E1,-4.321846E2,-5.227134E1,-3.943719E2,-1.684362E2,-1.158579E2,-3.844240E2,3.604280E2,-3.233807E2,9.724641E1,1.001624E2,1.376955E2,-6.997737E1,2.186937E2,-3.559914E2,5.861602E2,2.997160E0,1.719443E2,-2.477890E2
2.119859E1,-4.293448E2,-5.232710E1,-3.946109E2,-1.692248E2,-1.171299E2,-3.846156E2,3.610406E2,-3.238502E2,9.748650E1,1.003633E2,1.375882E2,-7.020995E1,2.190132E2,-3.552657E2,5.872811E2,3.244294E0,1.719974E2,-2.473322E2
2.126525E1,-4.291557E2,-5.177963E1,-3.947693E2,-1.680171E2,-1.174795E2,-3.843041E2,3.626794E2,-3.241407E2,9.678733E1,9.824744E1,1.379246E2,-6.986751E1,2.193955E2,-3.570928E2,5.873692E2,3.614054E0,1.721481E2,-2.475859E2
2.133191E1,-4.310508E2,-5.038442E1,-3.942673E2,-1.673440E2,-1.174670E2,-3.847159E2,3.643059E2,-3.265351E2,9.620819E1,9.795827E1,1.390451E2,-7.000608E1,2.192657E2,-3.583654E2,5.892284E2,5.619028E0,1.723090E2,-2.459761E2
2.139857E1,-4.327939E2,-7.104418E1,-3.946256E2,-1.673760E2,-1.175327E2,-3.846146E2,3.641546E2,-3.273157E2,9.569674E1,9.799300E1,1.396621E2,-6.966722E1,2.187279E2,-3.586464E2,5.895005E2,5.789699E0,1.710815E2,-2.453805E2
2.146524E1,-4.327076E2,-7.118844E1,-3.968652E2,-1.673186E2,-1.191331E2,-3.845390E2,3.646171E2,-3.272727E2,9.477613E1,9.695087E1,1.395000E2,-6.800000E1,2.167882E2,-3.585494E2,5.892185E2,5.880874E0,1.711345E2,-2.456881E2
2.153190E1,-4.319568E2,-7.354534E1,-3.961736E2,-1.675565E2,-1.195810E2,-3.836244E2,3.647720E2,-3.290891E2,9.493027E1,9.747134E1,1.413808E2,-6.804957E1,2.167383E2,-3.584131E2,5.891689E2,5.510318E0,1.713748E2,-2.459441E2
2.159856E1,-4.322526E2,-7.420932E1,-3.945923E2,-1.676599E2,-1.174203E2,-3.846654E2,3.646290E2,-3.300674E2,9.642539E1,9.521762E1,1.429321E2,-6.693883E1,2.162226E2,-3.577154E2,5.891756E2,6.625807E0,1.710107E2,-2.463363E2
2.166522E1,-4.316674E2,-7.358255E1,-3.924524E2,-1.685578E2,-1.170482E2,-3.849390E2,3.648463E2,-3.287185E2,9.771986E1,9.378460E1,1.424174E2,-6.708355E1,2.151376E2,-3.564429E2,5.870535E2,6.824882E0,1.714384E2,-2.469721E2
2.173188E1,-4.321916E2,-7.452437E1,-3.922861E2,-1.687601E2,-1.177919E2,-3.843729E2,3.688927E2,-3.267480E2,1.008958E2,9.423608E1,1.416484E2,-6.619151E1,2.163988E2,-3.581294E2,5.871476E2,6.856500E0,1.703233E2,-2.461785E2
2.179855E1,-4.295443E2,-7.462161E1,-3.925069E2,-1.694672E2,-1.173003E2,-3.859194E2,3.688494E2,-3.261911E2,1.009276E2,9.340429E1,1.415378E2,-6.651584E1,2.176310E2,-3.603682E2,5.872468E2,6.918293E0,1.698780E2,-2.465807E2
2.186521E1,-4.285983E2,-7.466171E1,-3.940713E2,-1.715804E2,-1.171977E2,-3.859334E2,3.690929E2,-3.261357E2,1.002296E2,9.236382E1,1.415074E2,-6.722338E1,2.161824E2,-3.626994E2,5.878296E2,7.314331E0,1.707945E2,-2.466147E2
2.193187E1,-4.088132E2,-5.709259E1,-3.942297E2,-1.713067E2,-1.194689E2,-3.847643E2,3.535000E2,-3.235000E2,9.977641E1,9.163653E1,1.416971E2,-6.676667E1,2.162895E2,-3.624008E2,5.875511E2,6.996474E0,1.727768E2,-2.480531E2
2.199853E1,-4.285000E2,-7.000000E1,-3.946573E2,-1.715895E2,-1.177662E2,-3.844051E2,3.514790E2,-3.217981E2,9.995119E1,9.192210E1,1.395770E2,-6.696429E1,2.161097E2,-3.627772E2,5.893835E2,5.668709E0,1.745000E2,-2.470000E2
2.206520E1,-4.286085E2,-7.304864E1,-3.944619E2,-1.713348E2,-1.159388E2,-3.843617E2,3.496606E2,-3.204496E2,9.830638E1,9.317801E1,1.397130E2,-6.584266E1,2.159366E2,-3.624388E2,5.896445E2,7.001823E0,1.725218E2,-2.464884E2
2.213186E1,-4.278682E2,-7.336160E1,-3.939348E2,-1.715744E2,-1.151777E2,-3.850795E2,3.495155E2,-3.201878E2,9.638247E1,9.276958E1,1.399743E2,-6.623798E1,2.163360E2,-3.621653E2,5.915465E2,7.223065E0,1.744298E2,-2.443795E2
2.219852E1,-4.271497E2,-7.253009E1,-3.953214E2,-1.734803E2,-1.152447E2,-3.856453E2,3.495918E2,-3.201686E2,9.532630E1,9.282423E1,1.383913E2,-6.670816E1,2.158495E2,-3.623954E2,6.015000E2,-1.000000E0,1.745359E2,-2.438888E2
2.226518E1,-4.285974E2,-7.321384E1,-3.955302E2,-1.750890E2,-1.152922E2,-3.856106E2,3.493855E2,-3.188150E2,9.422697E1,9.211224E1,1.385671E2,-6.657477E1,2.142955E2,-3.646099E2,6.038010E2,-7.041720E-1,1.745378E2,-2.442380E2
2.233184E1,-4.287463E2,-7.312956E1,-3.951075E2,-1.759447E2,-1.158469E2,-3.853812E2,3.495138E2,-3.185676E2,9.574864E1,9.022011E1,1.384165E2,-6.701738E1,2.138482E2,-3.640619E2,6.015628E2,2.245445E-1,1.734941E2,-2.427288E2
2.239851E1,-4.281993E2,-7.072333E1,-3.957348E2,-1.773453E2,-1.137817E2,-3.852295E2,3.493340E2,-3.193574E2,9.600912E1,8.807457E1,1.396826E2,-6.574150E1,2.136750E2,-3.634886E2,6.013552E2,-3.307350E-1,1.737148E2,-2.430595E2
2.246517E1,-4.306984E2,-7.323469E1,-3.954800E2,-1.780676E2,-1.096917E2,-3.834946E2,3.476866E2,-3.190025E2,9.635411E1,8.648908E1,1.395677E2,-6.511164E1,2.139499E2,-3.634530E2,6.014301E2,-2.670251E-2,1.716843E2,-2.414813E2
2.253183E1,-4.306541E2,-7.308218E1,-3.969606E2,-1.783263E2,-1.093800E2,-3.841179E2,3.479035E2,-3.194806E2,9.730757E1,8.375731E1,1.389434E2,-6.594224E1,2.144347E2,-3.637379E2,6.032178E2,-3.498046E0,1.696891E2,-2.407081E2
2.259849E1,-4.307724E2,-7.332199E1,-3.966332E2,-1.796808E2,-1.096020E2,-3.844481E2,3.474039E2,-3.201113E2,9.765499E1,8.156609E1,1.379666E2,-6.634111E1,2.126273E2,-3.623054E2,6.035249E2,-2.951142E0,1.693533E2,-2.408330E2
2.266516E1,-4.302850E2,-7.580379E1,-3.968784E2,-1.793129E2,-1.095668E2,-3.842113E2,3.471107E2,-3.208847E2,9.800967E1,8.176013E1,1.354374E2,-6.586867E1,2.129832E2,-3.628272E2,6.035461E2,-2.954140E0,1.718100E2,-2.406166E2
2.273182E1,-4.307625E2,-7.638190E1,-3.961510E2,-1.815102E2,-1.105417E2,-3.842383E2,3.472341E2,-3.227306E2,9.823419E1,8.193907E1,1.356918E2,-6.591048E1,2.137140E2,-3.633058E2,6.019049E2,-5.873491E-1,1.725000E2,-2.450000E2
2.279848E1,-4.302869E2,-7.547602E1,-3.968826E2,-1.812381E2,-1.106945E2,-3.845320E2,3.471413E2,-3.228814E2,9.886371E1,8.278026E1,1.355582E2,-6.631474E1,2.138369E2,-3.635417E2,6.014841E2,8.580044E-1,1.720791E2,-2.449256E2
2.286514E1,-4.302655E2,-7.466943E1,-3.964469E2,-1.810848E2,-1.080574E2,-3.848961E2,3.485409E2,-3.224276E2,9.920213E1,8.467580E1,1.353379E2,-6.716509E1,2.139231E2,-3.631115E2,5.994050E2,9.194953E-1,1.733570E2,-2.454354E2
2.293180E1,-4.302503E2,-7.480649E1,-3.955778E2,-1.816142E2,-1.085154E2,-3.846997E2,3.482957E2,-3.218700E2,9.904880E1,8.482522E1,1.356238E2,-6.706086E1,2.141282E2,-3.634800E2,6.018572E2,3.283787E0,1.726423E2,-2.449730E2
2.299847E1,-4.306836E2,-7.453701E1,-3.953948E2,-1.817230E2,-1.087637E2,-3.825578E2,3.483625E2,-3.216524E2,9.904147E1,8.474234E1,1.359247E2,-6.690661E1,2.140681E2,-3.644433E2,5.995511E2,5.012602E0,1.725579E2,-2.449171E2
2.306513E1,-4.282390E2,-7.497244E1,-3.958104E2,-1.823097E2,-1.086581E2,-3.822653E2,3.483549E2,-3.216178E2,9.899830E1,8.490500E1,1.375000E2,-7.100000E1,2.142373E2,-3.657982E2,5.993086E2,3.030827E0,1.743261E2,-2.465492E2
2.313179E1,-4.280886E2,-7.476172E1,-3.961420E2,-1.825123E2,-1.056774E2,-3.823494E2,3.484860E2,-3.235659E2,9.795380E1,8.403996E1,1.373619E2,-7.090868E1,2.160060E2,-3.655506E2,5.992668E2,1.681159E0,1.723861E2,-2.485745E2
2.319845E1,-4.281584E2,-7.370319E1,-3.973588E2,-1.824732E2,-1.070105E2,-3.846681E2,3.494418E2,-3.232516E2,9.978790E1,8.306715E1,1.396734E2,-7.085283E1,2.164817E2,-3.656175E2,5.997025E2,1.496750E0,1.690000E2,-2.460000E2
2.326512E1,-4.281890E2,-7.401295E1,-3.973737E2,-1.827839E2,-1.074922E2,-3.848153E2,3.498601E2,-3.250480E2,9.986702E1,8.304460E1,1.399183E2,-7.091108E1,2.157817E2,-3.651411E2,5.996390E2,1.162078E0,1.688015E2,-2.457744E2
2.333178E1,-4.283183E2,-7.351308E1,-3.972839E2,-1.846197E2,-1.073297E2,-3.845625E2,3.493586E2,-3.253911E2,1.001559E2,8.405404E1,1.385537E2,-7.077833E1,2.161632E2,-3.658594E2,5.976970E2,1.127627E0,1.687652E2,-2.458222E2
2.339844E1,-4.285953E2,-7.421494E1,-3.973120E2,-1.852474E2,-1.069229E2,-3.848772E2,3.492769E2,-3.256846E2,9.997985E1,8.409027E1,1.374414E2,-7.206331E1,2.160997E2,-3.654788E2,5.973275E2,1.669618E0,1.691600E2,-2.449261E2
2.346510E1,-4.281472E2,-7.364895E1,-3.976791E2,-1.855256E2,-1.068879E2,-3.841986E2,3.493722E2,-3.256647E2,9.910597E1,8.421760E1,1.371792E2,-7.189422E1,2.160405E2,-3.645299E2,5.962825E2,1.844172E0,1.645000E2,-2.475000E2
2.353176E1,-4.274360E2,-7.389470E1,-3.990688E2,-1.853263E2,-1.075541E2,-3.865364E2,3.497402E2,-3.252043E2,9.896820E1,8.371731E1,1.371852E2,-7.239717E1,2.163988E2,-3.649741E2,5.966348E2,1.310353E-1,1.636912E2,-2.498730E2
2.359843E1,-4.273646E2,-7.430312E1,-3.976133E2,-1.854950E2,-1.095432E2,-3.847943E2,3.492433E2,-3.257187E2,1.000290E2,8.316093E1,1.376081E2,-7.171844E1,2.161495E2,-3.645725E2,5.982880E2,-2.219334E-2,1.632914E2,-2.494045E2
2.366509E1,-4.271641E2,-7.378795E1,-3.965970E2,-1.856831E2,-1.091633E2,-3.849023E2,3.508077E2,-3.254738E2,9.994258E1,8.295286E1,1.394580E2,-7.195383E1,2.161813E2,-3.645314E2,5.981520E2,1.706887E0,1.633541E2,-2.494480E2
2.373175E1,-4.272495E2,-7.404196E1,-3.966188E2,-1.842135E2,-1.090868E2,-3.828328E2,3.505718E2,-3.260254E2,9.904614E1,8.463354E1,1.397214E2,-7.182020E1,2.162064E2,-3.647553E2,5.983038E2,1.819842E0,1.650489E2,-2.500582E2
2.379841E1,-4.225000E2,-7.750000E1,-3.965192E2,-1.839929E2,-1.095713E2,-3.823376E2,3.507295E2,-3.264249E2,1.011851E2,8.537080E1,1.395000E2,-6.800000E1,2.158285E2,-3.644020E2,5.987319E2,4.072756E0,1.652542E2,-2.501477E2
2.386508E1,-4.225581E2,-7.671540E1,-3.984859E2,-1.853289E2,-1.080824E2,-3.828807E2,3.503623E2,-3.265239E2,1.026681E2,8.381006E1,1.406306E2,-6.796652E1,2.166257E2,-3.652185E2,5.989422E2,4.251641E0,1.655911E2,-2.505158E2
2.393174E1,-4.225000E2,-7.750000E1,-3.983477E2,-1.865199E2,-1.083309E2,-3.828486E2,3.505738E2,-3.265191E2,1.030334E2,8.377065E1,1.405484E2,-6.770713E1,2.166317E2,-3.672576E2,5.996737E2,5.918890E0,1.653311E2,-2.503466E2
2.399840E1,-4.223143E2,-7.738281E1,-4.005304E2,-1.872734E2,-1.084089E2,-3.826443E2,3.517050E2,-3.252914E2,1.029513E2,8.428145E1,1.406179E2,-6.847715E1,2.171342E2,-3.685220E2,5.995210E2,5.909079E0,1.654657E2,-2.505354E2
2.406506E1,-4.223768E2,-7.951090E1,-3.995419E2,-1.874852E2,-1.091006E2,-3.827787E2,3.514426E2,-3.235305E2,1.031863E2,8.425891E1,1.402279E2,-6.829331E1,2.189558E2,-3.685154E2,5.970389E2,5.578524E0,1.658844E2,-2.514752E2
2.413172E1,-4.205986E2,-8.138003E1,-3.978308E2,-1.874679E2,-1.093272E2,-3.834368E2,3.533216E2,-3.252039E2,1.017816E2,8.462792E1,1.392578E2,-6.777897E1,2.187782E2,-3.683406E2,5.970910E2,5.550273E0,1.659441E2,-2.516392E2
2.419839E1,-4.226305E2,-8.346276E1,-3.980138E2,-1.875880E2,-1.095218E2,-3.836464E2,3.534428E2,-3.259481E2,1.012785E2,8.488013E1,1.397187E2,-6.789472E1,2.191044E2,-3.704053E2,5.972004E2,4.562695E0,1.653391E2,-2.498988E2
2.426505E1,-4.222755E2,-8.343471E1,-4.006173E2,-1.873628E2,-1.113168E2,-3.854599E2,3.536015E2,-3.255928E2,1.005027E2,8.453194E1,1.392778E2,-6.807041E1,2.189370E2,-3.703714E2,5.952228E2,2.844731E0,1.640000E2,-2.565000E2
2.433171E1,-4.215000E2,-8.200000E1,-3.991464E2,-1.856315E2,-1.115822E2,-3.861466E2,3.537870E2,-3.254241E2,1.021216E2,8.285123E1,1.424022E2,-6.894531E1,2.190930E2,-3.705678E2,5.955521E2,2.771342E0,1.640810E2,-2.561257E2
2.439837E1,-4.218517E2,-8.241416E1,-3.994755E2,-1.852709E2,-1.116393E2,-3.861029E2,3.538602E2,-3.254206E2,1.020461E2,8.254672E1,1.422423E2,-6.936256E1,2.185817E2,-3.705891E2,5.973637E2,5.004806E0,1.660735E2,-2.552961E2
2.446504E1,-4.200513E2,-8.084739E1,-3.994608E2,-1.858923E2,-1.116022E2,-3.865132E2,3.485000E2,-3.110000E2,1.021005E2,8.288564E1,1.415192E2,-6.843630E1,2.191738E2,-3.688394E2,5.979645E2,5.835297E0,1.661320E2,-2.555838E2
2.453170E1,-4.205170E2,-8.247811E1,-3.993354E2,-1.853658E2,-1.134147E2,-3.838279E2,3.488077E2,-3.113954E2,1.021170E2,8.312249E1,1.413229E2,-6.758144E1,2.189402E2,-3.677834E2,5.971868E2,5.298544E0,1.659555E2,-2.552435E2
2.459836E1,-4.215000E2,-8.200000E1,-4.015773E2,-1.860301E2,-1.135279E2,-3.838362E2,3.489645E2,-3.112171E2,1.022296E2,8.373558E1,1.418481E2,-6.701826E1,2.189823E2,-3.675587E2,5.974010E2,4.873679E0,1.657902E2,-2.556027E2
2.466502E1,-4.197552E2,-8.201371E1,-4.027958E2,-1.842817E2,-1.132411E2,-3.835218E2,3.488560E2,-3.114144E2,1.020000E2,8.150000E1,1.415668E2,-6.710918E1,2.185573E2,-3.680039E2,5.987797E2,6.724320E0,1.677278E2,-2.557318E2
2.473168E1,-4.215780E2,-8.196550E1,-4.022971E2,-1.829196E2,-1.136831E2,-3.823039E2,3.500000E2,-3.210000E2,1.018693E2,8.183530E1,1.415758E2,-6.694209E1,2.190059E2,-3.684959E2,6.000594E2,6.955992E0,1.687904E2,-2.556690E2
2.479835E1,-4.225000E2,-8.700000E1,-4.022144E2,-1.835324E2,-1.134423E2,-3.825166E2,3.500773E2,-3.211227E2,1.019644E2,8.147917E1,1.414520E2,-6.710061E1,2.185828E2,-3.705458E2,6.008198E2,7.048599E0,1.701460E2,-2.551786E2
2.486501E1,-4.207003E2,-8.914393E1,-4.023301E2,-1.841038E2,-1.133860E2,-3.827757E2,3.497828E2,-3.211138E2,1.020834E2,8.201909E1,1.414986E2,-6.656666E1,2.190683E2,-3.704815E2,6.012627E2,8.166513E0,1.702329E2,-2.555866E2
2.493167E1,-4.186585E2,-8.696744E1,-4.023854E2,-1.849141E2,-1.136255E2,-3.826192E2,3.500831E2,-3.226071E2,1.016329E2,8.030444E1,1.416394E2,-6.690356E1,2.190862E2,-3.703219E2,6.009468E2,9.936567E0,1.679429E2,-2.555243E2
2.499833E1,-4.184528E2,-8.681967E1,-4.043472E2,-1.856385E2,-1.133663E2,-3.829589E2,3.519866E2,-3.247423E2,1.023255E2,7.998564E1,1.385000E2,-6.700000E1,2.191934E2,-3.708892E2,6.026927E2,8.365857E0,1.671799E2,-2.581300E2
2.506500E1,-4.187161E2,-8.637410E1,-4.026670E2,-1.845358E2,-1.134443E2,-3.828905E2,3.525949E2,-3.250736E2,1.019886E2,7.849189E1,1.381860E2,-6.876295E1,2.169373E2,-3.722094E2,6.105000E2,-1.500000E0,1.668635E2,-2.583440E2
2.513166E1,-4.222846E2,-8.413044E1,-4.027566E2,-1.841026E2,-1.136197E2,-3.825023E2,3.549568E2,-3.257075E2,1.018406E2,7.824499E1,1.400176E2,-6.889326E1,2.170568E2,-3.708429E2,6.100030E2,-1.806439E0,1.670649E2,-2.580216E2
2.519832E1,-4.222910E2,-8.424346E1,-4.022365E2,-1.848472E2,-1.132102E2,-3.826662E2,3.549704E2,-3.257803E2,1.022696E2,7.837764E1,1.385356E2,-6.878925E1,2.166613E2,-3.711328E2,6.101994E2,-1.771041E0,1.673216E2,-2.587452E2
2.526498E1,-4.207531E2,-8.299538E1,-4.027684E2,-1.843801E2,-1.168429E2,-3.840881E2,3.549061E2,-3.264433E2,1.019914E2,7.863619E1,1.385116E2,-7.034648E1,2.169579E2,-3.731852E2,6.105076E2,-1.417738E0,1.674201E2,-2.586869E2
2.533164E1,-4.212652E2,-8.289478E1,-4.024880E2,-1.830218E2,-1.168399E2,-3.852115E2,3.551960E2,-3.253910E2,1.033929E2,7.675182E1,1.382805E2,-6.943559E1,2.168811E2,-3.737383E2,6.105019E2,-1.551212E0,1.666092E2,-2.586372E2
2.539831E1,-4.212613E2,-8.284892E1,-4.015055E2,-1.833153E2,-1.156771E2,-3.863182E2,3.551170E2,-3.250571E2,1.041576E2,7.674875E1,1.388217E2,-6.907043E1,2.170266E2,-3.731400E2,6.085914E2,4.453956E-1,1.669068E2,-2.589523E2
2.546497E1,-4.197698E2,-8.489921E1,-4.013765E2,-1.818897E2,-1.154161E2,-3.866412E2,3.552041E2,-3.245556E2,1.037295E2,7.631769E1,1.387512E2,-6.954147E1,2.174574E2,-3.729760E2,6.085924E2,5.517296E-1,1.672336E2,-2.583120E2
2.553163E1,-4.196513E2,-8.483317E1,-4.001801E2,-1.805548E2,-1.135258E2,-3.844540E2,3.551940E2,-3.248173E2,1.037007E2,7.648874E1,1.387491E2,-6.994517E1,2.173915E2,-3.725225E2,6.065009E2,4.041701E-1,1.666245E2,-2.589261E2
2.559829E1,-4.187031E2,-8.609975E1,-4.009255E2,-1.794530E2,-1.150053E2,-3.866108E2,3.547423E2,-3.252078E2,1.039114E2,7.623599E1,1.385456E2,-7.014624E1,2.173919E2,-3.728323E2,6.061947E2,2.113208E-1,1.681271E2,-2.581313E2
2.566496E1,-4.194554E2,-8.687056E1,-4.003958E2,-1.791309E2,-1.159177E2,-3.861394E2,3.540951E2,-3.259893E2,1.037009E2,7.609276E1,1.374868E2,-7.110164E1,2.170558E2,-3.721655E2,6.086081E2,6.016857E-1,1.682269E2,-2.584969E2
