#multi:
,masa A,,masa B,,masa C,,masa D,
t,pixelx,pixely,pixelx,pixely,pixelx,pixely,pixelx,pixely
4.599599999999999511e+01,4.068999999999999773e+02,5.212999999999999545e+02,8.118999999999999773e+02,1.885999999999999943e+02,6.737999999999999545e+02,9.202999999999999545e+02,5.967000000000000171e+01,7.040000000000000568e+01
4.606300000000000239e+01,4.071999999999999886e+02,5.212999999999999545e+02,8.116000000000000227e+02,1.885999999999999943e+02,6.740000000000000000e+02,9.202000000000000455e+02,5.975000000000000000e+01,7.051000000000000512e+01
4.612999999999999545e+01,4.073000000000000114e+02,5.212999999999999545e+02,8.118999999999999773e+02,1.890999999999999943e+02,6.738999999999999773e+02,9.207000000000000455e+02,5.982000000000000028e+01,7.029999999999999716e+01
4.619599999999999795e+01,4.075000000000000000e+02,5.217000000000000455e+02,8.112999999999999545e+02,1.895999999999999943e+02,6.740000000000000000e+02,9.211000000000000227e+02,6.064000000000000057e+01,7.073000000000000398e+01
4.626300000000000523e+01,4.073000000000000114e+02,5.217000000000000455e+02,8.111000000000000227e+02,1.895000000000000000e+02,6.740000000000000000e+02,9.211000000000000227e+02,6.063000000000000256e+01,7.067000000000000171e+01
4.632999999999999829e+01,4.073999999999999773e+02,5.207000000000000455e+02,8.111000000000000227e+02,1.896999999999999886e+02,6.736000000000000227e+02,9.208999999999999773e+02,6.068999999999999773e+01,7.062999999999999545e+01
4.639600000000000080e+01,4.076999999999999886e+02,5.202999999999999545e+02,8.120000000000000000e+02,1.895000000000000000e+02,6.733999999999999773e+02,9.208999999999999773e+02,6.089999999999999858e+01,7.056000000000000227e+01
4.646299999999999386e+01,4.078000000000000114e+02,5.198999999999999773e+02,8.127000000000000455e+02,1.890999999999999943e+02,6.731000000000000227e+02,9.210000000000000000e+02,6.078999999999999915e+01,7.089000000000000057e+01
4.653000000000000114e+01,4.083000000000000114e+02,5.203999999999999773e+02,8.135000000000000000e+02,1.900000000000000000e+02,6.730000000000000000e+02,9.207999999999999545e+02,6.046000000000000085e+01,7.035999999999999943e+01
4.659600000000000364e+01,4.083999999999999773e+02,5.205000000000000000e+02,8.138999999999999773e+02,1.894000000000000057e+02,6.727000000000000455e+02,9.212000000000000455e+02,6.036999999999999744e+01,7.020999999999999375e+01
4.666299999999999670e+01,4.088999999999999773e+02,5.201000000000000227e+02,8.141000000000000227e+02,1.895000000000000000e+02,6.726000000000000227e+02,9.207000000000000455e+02,6.059000000000000341e+01,7.031000000000000227e+01
4.673000000000000398e+01,4.088999999999999773e+02,5.203999999999999773e+02,8.142000000000000455e+02,1.896999999999999886e+02,6.728999999999999773e+02,9.206000000000000227e+02,5.989000000000000057e+01,6.998000000000000398e+01
4.679599999999999227e+01,4.088000000000000114e+02,5.200000000000000000e+02,8.138999999999999773e+02,1.894000000000000057e+02,6.737000000000000455e+02,9.202000000000000455e+02,5.995000000000000284e+01,6.984999999999999432e+01
4.686299999999999955e+01,4.090000000000000000e+02,5.202000000000000455e+02,8.142000000000000455e+02,1.899000000000000057e+02,6.737000000000000455e+02,9.197000000000000455e+02,5.959000000000000341e+01,6.934000000000000341e+01
4.692999999999999261e+01,4.088000000000000114e+02,5.206000000000000227e+02,8.140000000000000000e+02,1.896999999999999886e+02,6.740000000000000000e+02,9.200000000000000000e+02,5.978000000000000114e+01,6.948000000000000398e+01
4.699599999999999511e+01,4.088999999999999773e+02,5.205000000000000000e+02,8.138999999999999773e+02,1.900999999999999943e+02,6.737000000000000455e+02,9.198999999999999773e+02,5.954999999999999716e+01,6.864000000000000057e+01
4.706300000000000239e+01,4.088999999999999773e+02,5.208999999999999773e+02,8.141000000000000227e+02,1.910999999999999943e+02,6.736000000000000227e+02,9.197999999999999545e+02,5.960000000000000142e+01,6.840000000000000568e+01
4.712999999999999545e+01,4.095000000000000000e+02,5.213999999999999773e+02,8.141000000000000227e+02,1.915999999999999943e+02,6.738999999999999773e+02,9.200000000000000000e+02,5.896000000000000085e+01,6.859999999999999432e+01
4.719599999999999795e+01,4.101999999999999886e+02,5.211000000000000227e+02,8.140000000000000000e+02,1.914000000000000057e+02,6.737000000000000455e+02,9.200000000000000000e+02,5.867000000000000171e+01,6.821999999999999886e+01
4.726300000000000523e+01,4.096999999999999886e+02,5.213999999999999773e+02,8.140000000000000000e+02,1.913000000000000114e+02,6.737999999999999545e+02,9.198999999999999773e+02,5.840999999999999659e+01,6.846999999999999886e+01
4.732999999999999829e+01,4.101000000000000227e+02,5.211000000000000227e+02,8.136000000000000227e+02,1.915000000000000000e+02,6.737999999999999545e+02,9.198999999999999773e+02,5.879999999999999716e+01,6.845000000000000284e+01
4.739600000000000080e+01,4.095000000000000000e+02,5.212000000000000455e+02,8.143999999999999773e+02,1.918000000000000114e+02,6.740000000000000000e+02,9.202999999999999545e+02,5.886999999999999744e+01,6.859999999999999432e+01
4.746299999999999386e+01,4.098000000000000114e+02,5.212999999999999545e+02,8.137000000000000455e+02,1.924000000000000057e+02,6.737000000000000455e+02,9.197000000000000455e+02,5.890999999999999659e+01,6.848000000000000398e+01
4.753000000000000114e+01,4.103000000000000114e+02,5.211000000000000227e+02,8.143999999999999773e+02,1.925000000000000000e+02,6.738999999999999773e+02,9.197000000000000455e+02,5.897999999999999687e+01,6.859999999999999432e+01
4.759600000000000364e+01,4.116999999999999886e+02,5.207999999999999545e+02,8.140000000000000000e+02,1.920999999999999943e+02,6.737000000000000455e+02,9.197000000000000455e+02,5.932000000000000028e+01,6.826999999999999602e+01
4.766299999999999670e+01,4.118999999999999773e+02,5.208999999999999773e+02,8.142999999999999545e+02,1.921999999999999886e+02,6.741000000000000227e+02,9.201000000000000227e+02,5.935999999999999943e+01,6.823000000000000398e+01
4.773000000000000398e+01,4.120000000000000000e+02,5.212000000000000455e+02,8.140000000000000000e+02,1.926999999999999886e+02,6.741000000000000227e+02,9.200000000000000000e+02,5.978999999999999915e+01,6.867000000000000171e+01
4.779599999999999227e+01,4.116999999999999886e+02,5.206000000000000227e+02,8.142000000000000455e+02,1.928000000000000114e+02,6.737999999999999545e+02,9.197999999999999545e+02,5.945000000000000284e+01,6.818999999999999773e+01
4.786299999999999955e+01,4.118999999999999773e+02,5.202999999999999545e+02,8.140000000000000000e+02,1.925000000000000000e+02,6.740000000000000000e+02,9.198999999999999773e+02,6.040999999999999659e+01,6.840999999999999659e+01
4.792999999999999261e+01,4.121999999999999886e+02,5.205000000000000000e+02,8.141000000000000227e+02,1.919000000000000057e+02,6.742999999999999545e+02,9.202999999999999545e+02,6.072999999999999687e+01,6.815999999999999659e+01
4.799599999999999511e+01,4.125000000000000000e+02,5.205000000000000000e+02,8.138999999999999773e+02,1.911999999999999886e+02,6.745000000000000000e+02,9.198999999999999773e+02,6.049000000000000199e+01,6.834999999999999432e+01
4.806300000000000239e+01,4.123000000000000114e+02,5.203999999999999773e+02,8.138999999999999773e+02,1.915000000000000000e+02,6.747999999999999545e+02,9.200000000000000000e+02,6.052000000000000313e+01,6.860999999999999943e+01
4.812999999999999545e+01,4.123999999999999773e+02,5.202999999999999545e+02,8.138999999999999773e+02,1.913000000000000114e+02,6.746000000000000227e+02,9.197999999999999545e+02,6.031000000000000227e+01,6.800000000000000000e+01
4.819599999999999795e+01,4.126000000000000227e+02,5.202000000000000455e+02,8.141000000000000227e+02,1.914000000000000057e+02,6.743999999999999773e+02,9.197999999999999545e+02,6.050999999999999801e+01,6.820000000000000284e+01
4.826300000000000523e+01,4.128999999999999773e+02,5.201000000000000227e+02,8.142000000000000455e+02,1.916999999999999886e+02,6.742000000000000455e+02,9.198999999999999773e+02,6.035000000000000142e+01,6.834999999999999432e+01
4.832999999999999829e+01,4.121000000000000227e+02,5.202999999999999545e+02,8.141000000000000227e+02,1.911999999999999886e+02,6.741000000000000227e+02,9.197999999999999545e+02,6.100999999999999801e+01,6.845999999999999375e+01
4.839600000000000080e+01,4.123000000000000114e+02,5.201000000000000227e+02,8.137000000000000455e+02,1.914000000000000057e+02,6.737000000000000455e+02,9.198999999999999773e+02,6.120000000000000284e+01,6.806999999999999318e+01
4.846299999999999386e+01,4.121999999999999886e+02,5.206000000000000227e+02,8.132000000000000455e+02,1.915999999999999943e+02,6.737999999999999545e+02,9.197000000000000455e+02,6.111999999999999744e+01,6.829999999999999716e+01
4.853000000000000114e+01,4.123999999999999773e+02,5.211000000000000227e+02,8.133999999999999773e+02,1.915999999999999943e+02,6.747999999999999545e+02,9.192999999999999545e+02,6.165999999999999659e+01,6.809999999999999432e+01
4.859600000000000364e+01,4.123999999999999773e+02,5.205000000000000000e+02,8.130000000000000000e+02,1.920999999999999943e+02,6.758999999999999773e+02,9.192000000000000455e+02,6.165999999999999659e+01,6.818999999999999773e+01
4.866299999999999670e+01,4.123000000000000114e+02,5.207000000000000455e+02,8.128999999999999773e+02,1.926999999999999886e+02,6.758999999999999773e+02,9.192000000000000455e+02,6.165999999999999659e+01,6.818999999999999773e+01
4.873000000000000398e+01,4.123000000000000114e+02,5.196000000000000227e+02,8.131000000000000227e+02,1.924000000000000057e+02,6.762000000000000455e+02,9.193999999999999773e+02,6.154999999999999716e+01,6.826999999999999602e+01
4.879599999999999227e+01,4.128000000000000114e+02,5.193999999999999773e+02,8.136000000000000227e+02,1.923000000000000114e+02,6.757999999999999545e+02,9.187999999999999545e+02,6.143999999999999773e+01,6.790999999999999659e+01
4.886299999999999955e+01,4.123999999999999773e+02,5.187999999999999545e+02,8.141000000000000227e+02,1.924000000000000057e+02,6.757000000000000455e+02,9.200000000000000000e+02,6.138000000000000256e+01,6.793999999999999773e+01
4.892999999999999261e+01,4.123999999999999773e+02,5.192999999999999545e+02,8.140000000000000000e+02,1.930000000000000000e+02,6.762000000000000455e+02,9.192000000000000455e+02,6.139000000000000057e+01,6.757999999999999829e+01
4.899599999999999511e+01,4.125000000000000000e+02,5.195000000000000000e+02,8.140000000000000000e+02,1.923000000000000114e+02,6.757000000000000455e+02,9.201000000000000227e+02,6.157999999999999829e+01,6.728000000000000114e+01
4.906300000000000239e+01,4.123999999999999773e+02,5.193999999999999773e+02,8.142000000000000455e+02,1.925000000000000000e+02,6.758999999999999773e+02,9.197000000000000455e+02,6.136999999999999744e+01,6.754999999999999716e+01
4.912999999999999545e+01,4.126000000000000227e+02,5.192999999999999545e+02,8.145000000000000000e+02,1.924000000000000057e+02,6.761000000000000227e+02,9.198999999999999773e+02,6.142999999999999972e+01,6.731000000000000227e+01
4.919599999999999795e+01,4.128000000000000114e+02,5.187999999999999545e+02,8.145000000000000000e+02,1.930999999999999943e+02,6.760000000000000000e+02,9.202000000000000455e+02,6.117000000000000171e+01,6.814000000000000057e+01
4.926300000000000523e+01,4.128000000000000114e+02,5.196000000000000227e+02,8.152999999999999545e+02,1.931999999999999886e+02,6.761000000000000227e+02,9.200000000000000000e+02,6.159000000000000341e+01,6.715999999999999659e+01
4.932999999999999829e+01,4.131000000000000227e+02,5.191000000000000227e+02,8.152000000000000455e+02,1.936999999999999886e+02,6.757000000000000455e+02,9.197000000000000455e+02,6.129999999999999716e+01,6.726999999999999602e+01
4.939600000000000080e+01,4.131999999999999886e+02,5.200000000000000000e+02,8.150000000000000000e+02,1.930000000000000000e+02,6.755000000000000000e+02,9.197999999999999545e+02,6.085000000000000142e+01,6.626999999999999602e+01
4.946299999999999386e+01,4.133999999999999773e+02,5.198999999999999773e+02,8.152999999999999545e+02,1.934000000000000057e+02,6.753999999999999773e+02,9.200000000000000000e+02,6.028000000000000114e+01,6.668999999999999773e+01
4.953000000000000114e+01,4.140000000000000000e+02,5.202000000000000455e+02,8.145000000000000000e+02,1.929000000000000057e+02,6.750000000000000000e+02,9.198999999999999773e+02,6.045000000000000284e+01,6.631000000000000227e+01
4.959600000000000364e+01,4.141999999999999886e+02,5.203999999999999773e+02,8.137999999999999545e+02,1.921999999999999886e+02,6.743999999999999773e+02,9.200000000000000000e+02,5.971999999999999886e+01,6.603000000000000114e+01
4.966299999999999670e+01,4.148999999999999773e+02,5.200000000000000000e+02,8.142000000000000455e+02,1.921999999999999886e+02,6.740000000000000000e+02,9.197000000000000455e+02,5.921999999999999886e+01,6.631000000000000227e+01
4.973000000000000398e+01,4.148000000000000114e+02,5.203999999999999773e+02,8.140000000000000000e+02,1.925000000000000000e+02,6.742999999999999545e+02,9.203999999999999773e+02,5.934000000000000341e+01,6.610999999999999943e+01
4.979599999999999227e+01,4.146000000000000227e+02,5.206000000000000227e+02,8.138999999999999773e+02,1.925000000000000000e+02,6.741000000000000227e+02,9.197999999999999545e+02,5.982000000000000028e+01,6.656999999999999318e+01
4.986299999999999955e+01,4.143999999999999773e+02,5.203999999999999773e+02,8.141000000000000227e+02,1.920000000000000000e+02,6.742000000000000455e+02,9.201000000000000227e+02,5.977000000000000313e+01,6.662999999999999545e+01
4.992999999999999261e+01,4.146999999999999886e+02,5.201000000000000227e+02,8.140000000000000000e+02,1.918000000000000114e+02,6.742000000000000455e+02,9.208999999999999773e+02,5.917999999999999972e+01,6.651999999999999602e+01
4.999599999999999511e+01,4.145000000000000000e+02,5.205000000000000000e+02,8.140000000000000000e+02,1.918000000000000114e+02,6.742999999999999545e+02,9.208999999999999773e+02,5.921999999999999886e+01,6.612000000000000455e+01
5.006300000000000239e+01,4.146000000000000227e+02,5.205000000000000000e+02,8.142000000000000455e+02,1.915000000000000000e+02,6.742999999999999545e+02,9.211000000000000227e+02,5.964999999999999858e+01,6.648000000000000398e+01
5.012999999999999545e+01,4.146999999999999886e+02,5.198999999999999773e+02,8.138999999999999773e+02,1.916999999999999886e+02,6.742000000000000455e+02,9.211000000000000227e+02,5.940999999999999659e+01,6.662999999999999545e+01
5.019599999999999795e+01,4.145000000000000000e+02,5.197999999999999545e+02,8.138999999999999773e+02,1.920000000000000000e+02,6.748999999999999773e+02,9.210000000000000000e+02,5.954999999999999716e+01,6.659999999999999432e+01
5.026300000000000523e+01,4.145000000000000000e+02,5.195000000000000000e+02,8.141000000000000227e+02,1.924000000000000057e+02,6.756000000000000227e+02,9.207000000000000455e+02,5.904999999999999716e+01,6.676999999999999602e+01
5.032999999999999829e+01,4.146000000000000227e+02,5.196000000000000227e+02,8.143999999999999773e+02,1.924000000000000057e+02,6.761000000000000227e+02,9.210000000000000000e+02,5.915999999999999659e+01,6.648000000000000398e+01
5.039600000000000080e+01,4.148999999999999773e+02,5.193999999999999773e+02,8.141000000000000227e+02,1.925999999999999943e+02,6.761000000000000227e+02,9.207999999999999545e+02,5.939999999999999858e+01,6.662999999999999545e+01
5.046299999999999386e+01,4.146999999999999886e+02,5.192999999999999545e+02,8.141000000000000227e+02,1.926999999999999886e+02,6.760000000000000000e+02,9.206000000000000227e+02,6.003999999999999915e+01,6.676999999999999602e+01
5.053000000000000114e+01,4.145000000000000000e+02,5.197000000000000455e+02,8.137000000000000455e+02,1.925000000000000000e+02,6.758999999999999773e+02,9.207999999999999545e+02,6.059000000000000341e+01,6.690000000000000568e+01
5.059600000000000364e+01,4.145000000000000000e+02,5.192999999999999545e+02,8.142000000000000455e+02,1.930999999999999943e+02,6.757000000000000455e+02,9.207000000000000455e+02,6.045000000000000284e+01,6.673999999999999488e+01
5.066299999999999670e+01,4.146000000000000227e+02,5.187000000000000455e+02,8.138999999999999773e+02,1.940999999999999943e+02,6.757999999999999545e+02,9.210000000000000000e+02,6.031000000000000227e+01,6.673999999999999488e+01
5.073000000000000398e+01,4.155000000000000000e+02,5.181000000000000227e+02,8.138999999999999773e+02,1.949000000000000057e+02,6.762000000000000455e+02,9.211000000000000227e+02,6.028000000000000114e+01,6.632999999999999829e+01
5.079599999999999227e+01,4.156000000000000227e+02,5.182000000000000455e+02,8.137999999999999545e+02,1.941999999999999886e+02,6.757000000000000455e+02,9.207999999999999545e+02,6.032999999999999829e+01,6.660999999999999943e+01
5.086299999999999955e+01,4.158000000000000114e+02,5.182000000000000455e+02,8.137999999999999545e+02,1.945999999999999943e+02,6.760000000000000000e+02,9.212999999999999545e+02,6.010000000000000142e+01,6.648000000000000398e+01
5.092900000000000205e+01,4.158000000000000114e+02,5.182999999999999545e+02,8.138999999999999773e+02,1.944000000000000057e+02,6.758999999999999773e+02,9.210000000000000000e+02,5.957999999999999829e+01,6.678000000000000114e+01
5.099599999999999511e+01,4.153000000000000114e+02,5.183999999999999773e+02,8.140000000000000000e+02,1.941999999999999886e+02,6.763999999999999773e+02,9.208999999999999773e+02,5.924000000000000199e+01,6.623000000000000398e+01
5.106300000000000239e+01,4.151999999999999886e+02,5.187000000000000455e+02,8.138999999999999773e+02,1.945000000000000000e+02,6.758999999999999773e+02,9.207999999999999545e+02,5.879999999999999716e+01,6.642000000000000171e+01
5.112900000000000489e+01,4.155000000000000000e+02,5.183999999999999773e+02,8.142000000000000455e+02,1.940000000000000000e+02,6.758999999999999773e+02,9.211000000000000227e+02,5.829999999999999716e+01,6.620000000000000284e+01
5.119599999999999795e+01,4.151999999999999886e+02,5.186000000000000227e+02,8.142000000000000455e+02,1.943000000000000114e+02,6.757000000000000455e+02,9.208999999999999773e+02,5.784000000000000341e+01,6.625000000000000000e+01
5.126300000000000523e+01,4.156999999999999886e+02,5.185000000000000000e+02,8.142000000000000455e+02,1.945000000000000000e+02,6.757999999999999545e+02,9.207999999999999545e+02,5.742999999999999972e+01,6.606000000000000227e+01
5.132899999999999352e+01,4.153000000000000114e+02,5.186000000000000227e+02,8.140000000000000000e+02,1.945000000000000000e+02,6.758999999999999773e+02,9.207000000000000455e+02,5.756000000000000227e+01,6.648000000000000398e+01
5.139600000000000080e+01,4.153000000000000114e+02,5.186000000000000227e+02,8.142999999999999545e+02,1.945000000000000000e+02,6.760000000000000000e+02,9.208999999999999773e+02,5.771999999999999886e+01,6.635999999999999943e+01
5.146299999999999386e+01,4.153000000000000114e+02,5.185000000000000000e+02,8.141000000000000227e+02,1.944000000000000057e+02,6.758999999999999773e+02,9.207999999999999545e+02,5.753999999999999915e+01,6.626000000000000512e+01
5.152899999999999636e+01,4.155000000000000000e+02,5.183999999999999773e+02,8.140000000000000000e+02,1.935999999999999943e+02,6.755000000000000000e+02,9.207999999999999545e+02,5.738000000000000256e+01,6.612999999999999545e+01
5.159600000000000364e+01,4.156000000000000227e+02,5.181000000000000227e+02,8.136000000000000227e+02,1.934000000000000057e+02,6.752000000000000455e+02,9.207999999999999545e+02,5.753999999999999915e+01,6.614000000000000057e+01
5.166299999999999670e+01,4.153999999999999773e+02,5.186000000000000227e+02,8.138999999999999773e+02,1.934000000000000057e+02,6.748999999999999773e+02,9.207999999999999545e+02,5.806000000000000227e+01,6.557999999999999829e+01
5.172899999999999920e+01,4.153000000000000114e+02,5.183999999999999773e+02,8.137999999999999545e+02,1.933000000000000114e+02,6.752000000000000455e+02,9.208999999999999773e+02,5.839000000000000057e+01,6.484000000000000341e+01
5.179599999999999227e+01,4.155000000000000000e+02,5.182999999999999545e+02,8.142000000000000455e+02,1.934000000000000057e+02,6.751000000000000227e+02,9.207000000000000455e+02,5.810999999999999943e+01,6.450000000000000000e+01
5.186299999999999955e+01,4.155000000000000000e+02,5.181000000000000227e+02,8.147000000000000455e+02,1.926999999999999886e+02,6.746000000000000227e+02,9.207000000000000455e+02,5.825000000000000000e+01,6.476000000000000512e+01
5.192900000000000205e+01,4.156000000000000227e+02,5.178999999999999773e+02,8.152999999999999545e+02,1.925999999999999943e+02,6.752000000000000455e+02,9.207999999999999545e+02,5.810000000000000142e+01,6.434999999999999432e+01
5.199599999999999511e+01,4.153999999999999773e+02,5.181000000000000227e+02,8.153999999999999773e+02,1.926999999999999886e+02,6.751000000000000227e+02,9.208999999999999773e+02,5.802000000000000313e+01,6.420999999999999375e+01
5.206300000000000239e+01,4.156000000000000227e+02,5.178999999999999773e+02,8.152999999999999545e+02,1.921999999999999886e+02,6.748999999999999773e+02,9.208999999999999773e+02,5.782999999999999829e+01,6.423000000000000398e+01
5.212900000000000489e+01,4.155000000000000000e+02,5.172000000000000455e+02,8.148999999999999773e+02,1.925000000000000000e+02,6.752000000000000455e+02,9.205000000000000000e+02,5.742000000000000171e+01,6.434999999999999432e+01
5.219599999999999795e+01,4.156999999999999886e+02,5.165000000000000000e+02,8.150000000000000000e+02,1.923000000000000114e+02,6.758999999999999773e+02,9.203999999999999773e+02,5.750999999999999801e+01,6.442000000000000171e+01
5.226300000000000523e+01,4.155000000000000000e+02,5.162000000000000455e+02,8.152999999999999545e+02,1.924000000000000057e+02,6.761000000000000227e+02,9.198999999999999773e+02,5.752000000000000313e+01,6.421999999999999886e+01
5.232899999999999352e+01,4.153999999999999773e+02,5.162000000000000455e+02,8.147999999999999545e+02,1.923000000000000114e+02,6.761000000000000227e+02,9.197999999999999545e+02,5.754999999999999716e+01,6.437000000000000455e+01
5.239600000000000080e+01,4.156000000000000227e+02,5.157999999999999545e+02,8.148999999999999773e+02,1.921999999999999886e+02,6.757999999999999545e+02,9.197999999999999545e+02,5.735999999999999943e+01,6.456000000000000227e+01
5.246299999999999386e+01,4.156999999999999886e+02,5.155000000000000000e+02,8.151000000000000227e+02,1.914000000000000057e+02,6.757999999999999545e+02,9.198999999999999773e+02,5.753000000000000114e+01,6.462999999999999545e+01
5.252899999999999636e+01,4.156999999999999886e+02,5.147999999999999545e+02,8.150000000000000000e+02,1.915999999999999943e+02,6.757999999999999545e+02,9.206000000000000227e+02,5.735000000000000142e+01,6.428000000000000114e+01
5.259600000000000364e+01,4.158000000000000114e+02,5.145000000000000000e+02,8.150000000000000000e+02,1.916999999999999886e+02,6.760000000000000000e+02,9.208999999999999773e+02,5.715999999999999659e+01,6.418000000000000682e+01
5.266299999999999670e+01,4.158999999999999773e+02,5.140000000000000000e+02,8.146000000000000227e+02,1.915000000000000000e+02,6.758999999999999773e+02,9.206000000000000227e+02,5.732999999999999829e+01,6.392999999999999972e+01
5.272899999999999920e+01,4.156000000000000227e+02,5.143999999999999773e+02,8.151000000000000227e+02,1.915000000000000000e+02,6.761000000000000227e+02,9.207000000000000455e+02,5.738000000000000256e+01,6.336999999999999744e+01
5.279599999999999227e+01,4.161999999999999886e+02,5.135000000000000000e+02,8.147999999999999545e+02,1.915000000000000000e+02,6.762000000000000455e+02,9.208999999999999773e+02,5.750000000000000000e+01,6.385999999999999943e+01
5.286299999999999955e+01,4.156999999999999886e+02,5.133999999999999773e+02,8.148999999999999773e+02,1.918000000000000114e+02,6.760000000000000000e+02,9.202000000000000455e+02,5.721000000000000085e+01,6.317000000000000171e+01
5.292900000000000205e+01,4.156000000000000227e+02,5.132000000000000455e+02,8.147000000000000455e+02,1.909000000000000057e+02,6.761000000000000227e+02,9.197999999999999545e+02,5.740999999999999659e+01,6.353000000000000114e+01
5.299599999999999511e+01,4.155000000000000000e+02,5.138999999999999773e+02,8.151000000000000227e+02,1.905999999999999943e+02,6.762000000000000455e+02,9.193999999999999773e+02,5.672999999999999687e+01,6.314999999999999858e+01
5.306300000000000239e+01,4.155000000000000000e+02,5.142999999999999545e+02,8.152000000000000455e+02,1.906999999999999886e+02,6.760000000000000000e+02,9.190000000000000000e+02,5.631000000000000227e+01,6.339999999999999858e+01
5.312900000000000489e+01,4.158999999999999773e+02,5.145000000000000000e+02,8.148999999999999773e+02,1.905000000000000000e+02,6.761000000000000227e+02,9.188999999999999773e+02,5.684000000000000341e+01,6.332000000000000028e+01
5.319599999999999795e+01,4.161000000000000227e+02,5.142000000000000455e+02,8.153999999999999773e+02,1.905000000000000000e+02,6.760000000000000000e+02,9.188999999999999773e+02,5.663000000000000256e+01,6.328999999999999915e+01
5.326300000000000523e+01,4.163000000000000114e+02,5.142999999999999545e+02,8.153999999999999773e+02,1.906999999999999886e+02,6.763999999999999773e+02,9.188999999999999773e+02,5.722999999999999687e+01,6.334000000000000341e+01
5.332899999999999352e+01,4.168000000000000114e+02,5.138999999999999773e+02,8.152999999999999545e+02,1.909000000000000057e+02,6.763999999999999773e+02,9.188999999999999773e+02,5.759000000000000341e+01,6.343999999999999773e+01
5.339600000000000080e+01,4.166999999999999886e+02,5.136000000000000227e+02,8.151000000000000227e+02,1.910999999999999943e+02,6.763999999999999773e+02,9.190000000000000000e+02,5.756000000000000227e+01,6.354999999999999716e+01
5.346299999999999386e+01,4.166999999999999886e+02,5.133999999999999773e+02,8.150000000000000000e+02,1.910999999999999943e+02,6.772999999999999545e+02,9.185000000000000000e+02,5.735999999999999943e+01,6.357000000000000028e+01
5.352899999999999636e+01,4.166999999999999886e+02,5.131000000000000227e+02,8.147999999999999545e+02,1.919000000000000057e+02,6.772000000000000455e+02,9.180000000000000000e+02,5.728000000000000114e+01,6.322999999999999687e+01
5.359600000000000364e+01,4.173000000000000114e+02,5.130000000000000000e+02,8.148999999999999773e+02,1.916999999999999886e+02,6.772999999999999545e+02,9.181000000000000227e+02,5.753000000000000114e+01,6.350999999999999801e+01
5.366299999999999670e+01,4.176000000000000227e+02,5.130000000000000000e+02,8.150000000000000000e+02,1.914000000000000057e+02,6.772000000000000455e+02,9.181000000000000227e+02,5.778999999999999915e+01,6.347999999999999687e+01
5.372899999999999920e+01,4.178999999999999773e+02,5.127999999999999545e+02,8.153999999999999773e+02,1.913000000000000114e+02,6.772999999999999545e+02,9.181000000000000227e+02,5.770000000000000284e+01,6.357999999999999829e+01
5.379599999999999227e+01,4.178999999999999773e+02,5.125000000000000000e+02,8.152000000000000455e+02,1.906999999999999886e+02,6.777000000000000455e+02,9.186000000000000227e+02,5.732999999999999829e+01,6.329999999999999716e+01
5.386299999999999955e+01,4.181000000000000227e+02,5.121000000000000227e+02,8.151000000000000227e+02,1.905000000000000000e+02,6.781000000000000227e+02,9.190000000000000000e+02,5.764999999999999858e+01,6.340999999999999659e+01
5.392900000000000205e+01,4.180000000000000000e+02,5.122000000000000455e+02,8.146000000000000227e+02,1.904000000000000057e+02,6.778999999999999773e+02,9.190000000000000000e+02,5.731000000000000227e+01,6.339000000000000057e+01
5.399599999999999511e+01,4.183999999999999773e+02,5.120000000000000000e+02,8.150000000000000000e+02,1.905999999999999943e+02,6.778999999999999773e+02,9.186000000000000227e+02,5.736999999999999744e+01,6.357999999999999829e+01
5.406300000000000239e+01,4.186000000000000227e+02,5.121000000000000227e+02,8.152999999999999545e+02,1.904000000000000057e+02,6.777999999999999545e+02,9.186000000000000227e+02,5.767000000000000171e+01,6.353999999999999915e+01
5.412900000000000489e+01,4.185000000000000000e+02,5.122000000000000455e+02,8.152000000000000455e+02,1.906999999999999886e+02,6.778999999999999773e+02,9.188999999999999773e+02,5.738000000000000256e+01,6.321999999999999886e+01
5.419599999999999795e+01,4.186999999999999886e+02,5.122000000000000455e+02,8.152000000000000455e+02,1.905999999999999943e+02,6.777999999999999545e+02,9.187000000000000455e+02,5.742000000000000171e+01,6.352000000000000313e+01
5.426300000000000523e+01,4.176000000000000227e+02,5.118000000000000114e+02,8.150000000000000000e+02,1.905999999999999943e+02,6.780000000000000000e+02,9.187000000000000455e+02,5.753999999999999915e+01,6.361999999999999744e+01
5.432899999999999352e+01,4.175000000000000000e+02,5.111999999999999886e+02,8.151000000000000227e+02,1.906999999999999886e+02,6.780000000000000000e+02,9.187000000000000455e+02,5.749000000000000199e+01,6.364000000000000057e+01
5.439600000000000080e+01,4.176999999999999886e+02,5.113000000000000114e+02,8.152999999999999545e+02,1.906999999999999886e+02,6.781000000000000227e+02,9.186000000000000227e+02,5.764999999999999858e+01,6.318999999999999773e+01
5.446299999999999386e+01,4.178999999999999773e+02,5.113000000000000114e+02,8.148999999999999773e+02,1.905999999999999943e+02,6.787000000000000455e+02,9.182000000000000455e+02,5.735999999999999943e+01,6.314000000000000057e+01
5.452899999999999636e+01,4.178000000000000114e+02,5.113000000000000114e+02,8.152000000000000455e+02,1.905999999999999943e+02,6.790000000000000000e+02,9.177000000000000455e+02,5.761999999999999744e+01,6.340999999999999659e+01
