#multi:
,masa A,,masa B,,masa C,,masa D,,masa E,
t,pixelx,pixely,pixelx,pixely,pixelx,pixely,pixelx,pixely,pixelx,pixely
20.732,695.6,966.0,235.5,670.9,114.6,437.2,834.5,626.9,845.7,73.51
20.799,695.7,964.9,236.5,671.7,114.4,437.8,834.1,626.8,846.7,73.71
20.865,695.8,964.5,237.0,671.2,114.9,437.1,834.8,626.9,846.8,74.64
20.932,694.7,965.9,236.9,671.4,115.4,438.2,834.7,627.2,847.8,74.38
20.999,695.3,966.2,236.6,671.5,115.4,438.1,835.2,628.3,847.9,73.56
21.065,694.9,966.6,236.7,670.6,116.4,438.7,835.0,627.7,848.1,74.19
21.132,694.7,966.3,235.6,669.8,117.7,438.5,834.7,626.8,847.7,74.33
21.199,694.5,966.1,235.4,669.3,117.8,438.7,835.3,627.3,848.2,73.82
21.265,695.0,965.5,235.3,670.8,117.9,438.4,835.9,627.9,846.8,73.68
21.332,694.8,965.5,234.5,671.8,116.7,438.4,837.2,627.5,846.4,75.03
21.399,694.8,965.4,234.2,672.2,116.5,437.4,837.0,628.5,846.7,75.83
21.465,695.3,965.1,233.8,671.7,116.3,436.6,837.2,627.6,846.1,76.02
21.532,694.7,964.6,233.6,670.9,117.2,437.2,836.7,628.2,846.2,76.13
21.599,693.6,964.8,232.9,670.1,117.3,437.6,836.8,628.6,846.0,76.22
21.665,694.7,965.5,232.4,670.3,117.8,436.6,836.5,627.8,846.2,75.95
21.732,695.0,965.2,233.5,670.8,117.7,434.8,836.6,628.2,847.4,75.99
21.799,696.3,965.7,234.7,669.2,117.5,434.8,837.0,628.1,847.1,75.62
21.865,695.9,965.6,235.0,668.5,118.3,435.4,837.2,626.0,847.9,75.44
21.932,696.1,966.4,234.9,668.5,118.2,434.6,837.5,625.5,848.5,75.11
21.999,696.3,965.9,235.1,668.9,118.8,433.6,837.7,625.2,850.1,73.23
22.065,696.4,966.9,234.9,667.6,118.2,433.4,836.9,624.4,850.9,73.07
22.132,695.7,967.0,234.0,668.3,118.6,432.2,836.2,624.6,851.4,73.26
22.199,696.6,967.3,233.9,668.5,118.3,431.8,835.6,624.7,850.8,74.10
22.265,697.0,966.8,233.5,668.8,118.3,432.1,835.7,625.8,850.2,74.34
22.332,697.3,965.7,232.5,667.7,119.3,431.6,835.3,626.2,849.9,74.02
22.399,697.1,966.1,232.5,668.5,120.0,431.4,833.5,621.5,849.9,73.39
22.465,697.6,967.4,231.6,669.3,120.2,432.8,834.4,621.6,849.8,73.30
22.532,697.9,967.0,231.1,670.6,120.8,432.8,833.7,621.6,849.2,72.37
22.598,698.1,967.2,231.7,671.1,119.9,433.1,833.5,621.7,849.1,71.24
22.665,698.0,967.0,232.0,671.6,120.3,431.9,833.7,621.2,849.7,72.27
22.732,697.5,966.7,232.5,671.6,120.3,431.1,833.6,620.9,850.5,72.33
22.798,697.7,967.6,232.0,671.4,120.2,431.3,834.1,621.2,851.0,71.97
22.865,697.2,967.1,231.7,671.4,120.4,431.9,833.8,621.7,850.9,73.01
22.932,697.7,965.9,231.5,670.8,120.5,432.7,833.1,621.6,851.2,73.04
22.998,697.7,966.5,230.6,671.1,120.5,431.7,833.6,622.2,851.5,72.94
23.065,698.4,966.4,230.2,671.5,121.8,430.9,833.8,622.1,852.8,73.56
23.132,697.9,966.3,230.4,670.7,121.3,429.1,833.2,622.3,853.4,73.44
23.198,697.3,966.2,231.4,670.7,120.9,429.5,833.4,621.5,853.6,73.19
23.265,697.0,966.2,231.6,670.3,120.8,430.8,833.2,621.3,854.0,72.96
23.332,696.9,966.5,231.0,670.5,120.3,430.9,834.4,622.0,853.7,72.76
23.398,696.9,967.9,230.6,671.3,120.2,430.2,834.3,622.2,852.0,72.22
23.465,697.0,968.1,231.4,671.7,120.0,431.0,834.7,621.8,851.2,72.41
23.532,696.7,968.0,231.8,670.6,120.3,431.2,834.5,621.9,850.7,73.18
23.598,695.9,968.2,231.2,671.0,118.2,432.8,834.3,622.8,851.8,73.48
23.665,695.6,968.9,231.4,670.7,118.9,432.9,834.3,622.8,851.8,73.06
23.732,696.2,969.0,231.7,669.6,118.7,432.8,835.1,622.0,852.0,73.74
23.798,696.2,969.1,231.1,669.7,118.1,432.5,834.8,622.3,851.7,74.39
23.865,695.7,969.8,231.4,669.6,118.7,432.3,834.0,622.7,851.7,74.87
23.932,695.7,969.8,232.1,670.5,118.3,432.4,834.3,622.8,851.4,74.71
23.998,696.1,969.7,232.2,670.7,118.8,432.4,834.3,622.8,851.3,74.83
24.065,695.8,970.1,232.5,670.5,118.5,432.8,835.5,623.3,851.1,74.42
24.132,696.0,972.3,232.3,670.2,117.8,432.0,837.0,622.4,850.7,75.42
24.198,696.6,971.6,231.7,670.3,117.8,432.6,835.6,623.0,850.4,75.65
24.265,696.5,972.2,231.9,670.1,117.5,432.3,835.7,623.4,850.2,76.80
24.332,697.3,972.3,231.4,670.6,118.2,432.8,835.7,624.1,850.2,76.38
24.398,697.7,971.8,231.0,670.6,119.3,431.7,835.7,624.2,848.8,76.91
24.465,698.1,971.9,230.3,670.8,118.8,431.5,835.1,624.3,847.8,76.41
24.532,697.7,972.4,230.6,669.8,119.0,430.5,835.7,624.2,848.4,75.45
24.598,699.6,972.1,229.1,668.4,118.9,429.8,834.7,623.7,848.1,75.41
24.665,699.9,972.3,228.3,668.3,118.4,429.3,835.0,623.1,848.1,75.37
24.732,699.7,972.0,227.7,669.0,119.2,429.9,834.6,622.7,847.9,75.03
24.798,700.2,972.4,227.3,669.7,119.1,429.3,834.7,623.1,847.1,74.97
24.865,699.9,971.5,226.5,669.9,118.8,428.2,835.4,622.7,846.9,74.90
24.932,700.1,971.4,227.0,668.6,118.4,428.3,835.8,623.1,846.4,74.13
24.998,700.3,972.6,226.5,669.0,118.5,428.5,836.4,623.7,846.8,73.78
25.065,700.7,973.3,225.3,669.4,118.8,427.8,838.2,624.0,847.4,74.48
25.132,700.9,972.5,225.4,671.0,117.8,428.0,839.2,623.8,847.7,73.43
25.198,700.9,972.5,225.8,672.2,116.9,428.7,839.2,624.2,848.9,72.94
25.265,700.6,971.7,227.0,672.6,117.5,428.5,840.0,624.9,848.4,75.09
25.332,701.7,971.6,227.5,673.1,117.2,428.4,838.8,624.5,847.8,75.30
25.398,701.5,970.9,228.0,673.7,116.0,428.4,838.1,625.2,847.3,75.45
25.465,701.2,970.6,228.0,672.3,114.5,428.9,839.1,627.3,847.0,74.76
25.532,701.0,970.1,227.8,672.3,114.3,429.0,838.6,628.1,847.2,74.62
25.598,700.7,970.1,226.8,671.6,115.1,429.1,838.5,628.2,847.8,75.79
25.665,700.5,969.2,225.7,671.4,114.4,429.9,839.1,627.5,849.3,76.71
25.732,701.1,969.0,226.1,672.4,115.5,427.7,839.3,626.3,849.4,77.46
25.798,700.8,968.7,226.2,671.8,115.3,427.6,839.1,625.5,848.2,76.62
25.865,700.7,968.7,227.2,671.6,116.1,426.7,838.9,625.5,848.2,76.26
25.932,701.3,968.4,228.1,672.6,115.7,426.0,839.0,625.2,847.8,76.30
25.998,700.3,968.1,228.9,672.5,114.6,426.6,839.6,624.8,848.7,75.12
26.065,699.4,969.1,228.9,672.3,114.8,426.3,839.8,624.7,849.2,74.18
26.132,699.0,969.2,227.0,672.7,115.0,425.9,840.3,624.7,848.3,73.90
26.198,700.3,969.5,226.6,672.2,114.7,425.4,840.5,623.9,847.7,74.43
26.265,700.0,969.9,227.2,672.0,114.8,425.4,840.7,623.8,847.6,75.25
26.332,699.8,970.1,226.2,671.9,116.0,425.5,840.3,624.7,848.6,75.35
26.398,699.9,970.4,225.3,672.2,117.3,425.8,840.4,624.5,849.7,74.86
26.465,700.8,970.3,224.8,671.2,118.6,425.0,841.1,625.1,850.4,75.01
26.532,701.3,970.3,224.1,672.2,118.8,424.5,841.5,625.2,849.8,75.84
26.598,701.4,969.8,225.0,672.5,117.6,424.8,842.0,625.5,850.4,75.42
26.665,701.2,969.9,223.9,672.4,117.9,426.0,841.8,625.2,849.9,74.84
26.732,701.3,969.2,223.5,673.2,118.4,425.2,843.2,625.4,850.3,76.20
26.798,700.9,970.3,222.7,673.1,117.2,426.1,843.3,623.9,849.8,75.79
26.865,701.1,970.5,221.4,673.1,118.5,426.5,843.4,625.0,849.6,75.34
26.932,701.0,970.5,220.8,673.2,120.0,427.0,843.5,625.3,849.7,74.84
26.998,701.2,971.7,220.9,672.8,119.6,428.0,843.8,626.6,849.7,74.83
27.065,700.8,972.2,220.8,672.7,119.7,428.8,843.0,626.1,850.2,74.87
27.132,700.1,972.4,221.0,670.7,118.9,428.7,843.4,626.6,849.9,75.60
27.198,699.8,972.5,221.2,670.8,119.6,428.8,843.7,626.9,850.4,75.32
27.265,699.4,972.7,223.3,671.0,119.6,428.2,843.4,628.4,850.6,75.28
27.332,699.7,973.6,224.3,670.2,122.1,429.1,842.5,626.5,851.6,74.06
27.398,699.9,974.1,224.7,669.6,122.4,428.8,843.1,627.5,851.2,73.83
27.465,700.4,973.8,224.9,669.2,122.4,428.4,842.9,627.1,849.8,73.96
27.531,700.3,973.1,225.1,669.5,122.8,427.4,843.3,626.6,849.3,74.85
27.598,700.6,972.8,226.6,669.6,124.0,427.5,843.3,627.2,848.1,75.52
27.665,700.7,972.6,225.8,669.1,124.2,428.0,843.5,627.5,847.6,75.15
27.731,701.1,972.6,225.5,670.5,123.0,428.3,841.9,627.7,848.9,74.98
27.798,700.8,972.9,225.7,668.8,123.5,428.5,842.9,629.1,848.5,74.66
27.865,701.6,973.7,226.7,669.0,123.7,429.5,842.4,630.0,848.3,74.46
27.931,702.6,973.8,225.2,667.5,125.6,428.4,842.1,629.6,848.4,74.87
27.998,702.4,974.0,225.7,667.6,125.8,429.3,842.5,630.4,848.6,74.58
28.065,703.8,974.3,226.8,667.4,126.2,429.8,842.0,630.2,849.3,75.31
28.131,704.1,973.1,226.7,666.8,126.6,429.3,842.2,630.8,848.2,75.30
28.198,705.3,973.6,225.3,666.5,127.3,429.4,841.1,630.2,847.6,75.83
28.265,704.0,973.7,225.4,666.0,127.3,429.7,841.6,631.1,847.2,75.80
28.331,703.2,974.1,225.6,666.7,127.9,429.3,842.1,632.7,848.0,75.25
28.398,703.5,974.3,226.1,665.9,128.1,429.4,841.4,632.5,848.7,75.09
28.465,703.4,973.9,226.4,667.6,129.0,429.9,841.2,633.3,849.0,75.71
28.531,703.8,974.1,225.8,666.2,129.8,429.3,841.1,633.8,848.8,76.03
28.598,703.8,974.0,226.0,667.5,130.1,429.0,841.1,633.7,849.5,75.76
28.665,704.7,973.6,224.5,667.3,130.6,428.1,841.0,634.0,849.4,76.83
28.731,705.1,973.7,224.7,668.6,131.4,429.5,842.0,633.9,849.1,75.77
28.798,705.3,974.2,225.8,668.9,132.8,428.7,841.7,634.2,849.8,75.52
28.865,705.7,974.5,226.1,670.4,132.0,429.8,841.6,634.7,850.6,75.69
28.931,706.2,974.9,224.9,671.2,131.6,429.4,842.1,634.2,851.9,76.04
28.998,705.9,974.1,224.2,671.0,130.3,429.7,841.9,634.4,851.8,76.33
29.065,706.6,974.9,224.0,671.6,131.0,429.6,841.5,634.1,851.7,76.21
29.131,707.1,975.4,225.5,671.7,131.7,429.8,842.0,634.3,851.8,75.60
29.198,707.1,975.6,225.9,672.1,132.0,430.1,842.8,634.4,852.6,75.85
29.265,706.2,975.1,225.5,672.2,131.5,429.6,843.2,634.3,852.7,76.27
29.331,707.1,975.6,225.8,673.2,131.7,429.6,845.3,636.6,852.2,75.33
29.398,708.2,976.9,225.3,672.8,132.5,430.4,845.0,635.5,851.5,75.77
29.465,708.1,978.0,224.5,672.5,132.1,431.4,845.0,634.8,850.4,75.63
29.531,708.2,978.4,223.2,670.2,132.6,431.4,846.4,634.9,849.3,75.83
29.598,707.6,978.0,222.5,670.5,132.8,431.2,847.4,634.4,848.2,76.62
29.665,708.4,976.9,223.9,671.0,132.3,431.9,847.8,634.2,848.3,78.07
29.731,708.2,976.8,223.4,670.1,133.7,431.2,846.5,634.1,848.1,78.54
29.798,708.3,976.4,223.1,670.3,132.8,430.9,845.6,635.5,848.1,80.30
29.865,708.0,976.0,221.5,671.5,132.5,430.3,845.2,636.2,847.9,79.05
29.931,707.6,976.8,222.0,671.0,132.3,431.2,845.7,636.6,848.3,80.04
29.998,707.8,976.3,222.0,671.5,134.9,431.7,845.9,636.5,848.3,80.24
30.065,708.1,976.3,222.1,671.5,134.7,431.1,845.1,637.1,848.4,80.79
30.131,708.3,976.3,222.7,671.5,134.6,431.3,845.8,637.1,848.2,80.93
30.198,707.8,976.3,224.0,672.3,135.2,431.6,844.7,636.8,848.1,81.45
30.265,708.8,976.7,223.1,671.9,135.0,431.5,844.5,636.3,848.4,81.03
30.331,708.4,976.4,222.8,671.9,133.9,432.5,844.5,635.8,848.9,80.36
30.398,710.0,976.7,223.2,672.1,133.1,432.0,841.5,629.0,848.8,80.68
30.465,710.1,977.1,223.7,673.1,132.8,432.0,840.8,628.9,849.4,80.64
30.531,710.7,976.3,222.6,672.7,133.5,432.2,840.6,628.2,849.4,80.25
30.598,711.6,976.8,222.4,672.4,133.4,430.9,840.0,628.8,849.5,80.01
30.665,711.7,977.5,222.4,672.0,133.2,429.7,840.4,630.4,849.0,79.59
30.731,712.1,978.5,221.7,671.8,133.7,431.1,840.4,630.4,851.0,79.88
30.798,712.7,978.3,221.9,671.7,133.9,432.3,841.3,629.8,851.8,79.50
30.865,713.4,977.7,223.1,671.5,133.3,432.4,842.8,630.0,851.6,79.21
30.931,713.0,977.8,223.0,671.3,134.0,431.6,842.2,630.4,851.8,77.70
30.998,713.3,977.5,222.9,669.5,134.4,431.5,842.6,630.5,851.7,77.85
31.065,712.6,978.4,222.7,669.4,135.5,431.4,842.3,630.1,851.8,77.57
31.131,712.6,977.8,222.9,669.3,134.9,430.6,841.6,630.7,852.6,77.40
31.198,712.6,978.2,222.2,667.4,135.3,430.5,841.3,630.9,854.8,76.27
31.265,713.6,978.9,222.7,668.3,135.8,430.2,841.4,631.3,855.6,76.19
31.331,715.4,978.7,222.9,667.6,134.9,430.5,841.4,630.6,855.6,76.24
31.398,715.4,978.4,221.9,667.7,134.4,430.9,839.7,630.9,855.7,76.27
31.465,715.4,977.3,222.7,668.3,135.5,430.9,838.9,631.7,856.2,76.18
31.531,715.2,975.6,224.7,669.4,134.3,431.1,837.7,632.4,857.1,77.72
31.598,715.7,976.2,225.3,668.0,134.6,432.0,837.9,633.3,856.5,78.53
31.665,716.3,975.9,225.1,668.3,134.1,433.3,838.0,632.9,855.9,77.73
31.731,717.3,975.9,224.7,668.5,134.5,432.5,838.3,632.4,856.3,77.86
31.798,716.9,975.7,225.1,669.9,134.1,432.4,838.8,632.4,856.2,77.62
31.865,717.1,975.7,224.9,670.7,134.1,432.3,839.4,633.0,856.4,78.13
31.931,716.8,976.4,224.5,671.2,133.8,432.2,838.7,632.3,856.2,77.75
31.998,716.9,975.7,225.6,671.0,134.1,432.8,838.6,632.0,855.6,77.95
32.065,717.7,976.1,226.3,670.9,132.7,433.8,839.0,633.1,857.3,77.19
32.131,717.5,976.7,226.8,670.7,132.5,434.2,840.3,632.4,856.4,77.44
32.198,717.2,976.2,226.2,670.1,131.1,436.0,840.0,632.6,855.5,77.85
32.265,717.2,976.3,226.6,669.7,131.6,435.6,839.6,631.5,855.2,78.05
32.331,717.2,975.5,226.7,671.0,131.9,436.3,841.3,631.4,856.2,77.53
32.398,716.3,975.9,226.4,671.0,131.6,436.6,840.7,630.9,855.0,77.72
32.465,716.3,976.2,225.7,672.6,131.3,436.5,840.5,630.8,854.5,79.83
32.531,715.3,976.8,225.7,672.1,131.4,435.4,840.3,632.1,852.9,80.32
32.598,714.6,976.7,227.1,671.3,131.2,435.9,840.8,632.5,853.8,78.85
32.664,714.6,976.1,226.9,671.1,132.1,435.5,840.7,632.4,854.5,79.42
32.731,714.8,976.3,226.9,670.7,133.6,434.1,841.1,631.7,854.0,78.91
32.798,714.0,976.3,227.0,670.5,132.5,433.9,842.2,630.9,853.9,79.23
32.864,714.1,976.6,228.8,670.4,133.2,433.7,842.8,630.7,853.6,79.82
32.931,714.4,977.2,227.4,670.9,132.8,433.8,841.2,631.5,854.6,79.35
32.998,714.4,978.1,226.6,671.7,132.0,433.8,841.0,633.4,855.6,79.15
33.064,714.4,978.0,226.7,671.2,131.3,433.7,840.6,632.4,855.8,78.95
33.131,715.2,978.6,226.5,670.5,132.1,433.6,839.8,631.4,855.6,79.04
33.198,715.0,979.3,226.3,669.5,132.5,433.2,839.5,631.4,855.2,79.67
33.264,715.2,978.7,226.2,669.8,133.9,432.7,839.6,630.8,854.9,79.58
33.331,715.2,979.1,225.8,669.7,133.1,432.6,838.8,631.9,855.6,79.18
33.398,715.3,979.5,225.5,669.6,132.4,432.7,838.1,633.2,855.6,77.97
33.464,715.3,979.4,226.6,669.3,133.2,432.8,840.8,633.1,856.5,77.76
33.531,715.7,978.5,226.0,670.1,132.3,433.3,841.3,632.9,856.2,78.85
33.598,716.6,979.5,225.3,669.1,132.8,433.0,841.4,631.9,856.3,79.19
33.664,717.0,978.7,226.3,668.9,132.3,433.5,841.9,633.1,856.1,79.28
33.731,717.2,978.7,226.2,669.1,133.1,433.7,841.7,633.4,854.8,79.16
33.798,717.7,978.4,226.8,668.5,132.9,434.0,841.4,632.0,854.9,79.13
33.864,717.2,977.4,228.9,668.4,132.5,434.9,841.2,631.6,855.4,79.44
33.931,716.8,977.0,228.3,668.8,131.9,433.8,842.0,633.0,854.7,79.48
33.998,716.9,976.0,227.7,669.6,132.4,433.9,842.8,633.7,853.9,79.94
34.064,716.6,976.1,228.0,670.3,132.0,434.3,842.3,634.3,853.3,80.97
34.131,717.9,975.7,228.6,670.1,132.3,434.9,844.1,633.5,853.1,81.36
34.198,718.1,976.4,228.7,670.5,132.5,433.9,844.2,632.1,852.9,82.63
34.264,717.1,976.9,228.7,670.0,132.7,434.2,844.5,633.4,853.9,82.82
34.331,717.2,977.5,228.5,670.3,132.9,433.9,845.1,634.3,854.0,84.24
34.398,716.6,977.5,228.0,670.4,133.0,432.4,845.7,633.6,853.8,82.97
34.464,717.1,977.3,227.5,670.7,132.5,432.2,845.8,634.3,854.7,82.49
34.531,716.7,976.0,228.0,670.5,132.4,432.7,846.6,633.5,854.4,81.91
34.598,717.2,975.1,229.1,671.1,132.0,432.7,846.4,633.3,854.6,81.68
34.664,717.5,975.7,227.9,670.6,132.4,432.1,846.2,632.6,854.4,81.09
34.731,717.2,975.8,228.3,671.3,132.3,432.5,847.0,633.1,855.0,81.62
34.798,717.3,977.0,228.8,672.1,132.6,431.0,846.3,633.3,856.3,82.16
34.864,717.3,976.9,228.7,672.2,132.6,430.5,845.9,632.3,856.2,81.96
34.931,717.2,976.7,229.0,672.1,132.2,429.9,845.4,631.2,856.9,82.88
34.998,717.5,976.9,228.4,672.4,131.9,430.0,845.5,631.3,856.7,82.19
35.064,716.3,976.7,227.7,672.2,132.5,431.0,845.9,631.1,856.9,81.98
35.131,715.7,977.0,228.7,672.5,132.8,430.3,846.2,631.8,857.3,82.18
35.198,716.3,976.7,229.4,672.2,132.5,431.8,846.2,632.0,856.7,81.95
35.264,716.5,978.2,228.1,671.2,131.3,432.0,846.5,632.4,857.3,82.77
35.331,716.3,978.1,228.3,671.2,132.2,432.3,846.5,631.9,857.3,82.58
35.398,716.1,978.7,228.6,671.7,132.6,432.2,846.9,631.9,857.5,82.15
35.464,716.6,977.7,228.9,671.4,132.9,431.5,846.4,632.7,857.8,80.38
35.531,716.6,978.5,228.9,671.5,132.6,431.5,846.5,632.5,858.1,81.40
35.598,716.5,978.2,229.1,670.8,132.5,431.5,846.1,633.3,858.4,79.73
35.664,716.3,978.0,229.9,670.0,132.8,431.7,846.3,632.8,858.1,79.78
35.731,716.9,977.8,230.7,669.7,132.6,431.8,845.7,631.7,858.8,81.02
35.798,717.8,977.8,229.7,669.8,132.2,431.5,846.6,632.0,859.4,81.46
35.864,719.1,977.7,230.2,670.3,131.9,431.3,847.1,632.9,859.2,81.36
35.931,718.7,978.1,229.4,670.2,131.4,431.8,847.1,632.7,858.9,80.97
35.998,718.8,977.2,230.0,670.0,132.1,431.6,846.2,632.6,860.3,81.35
36.064,719.5,975.9,229.7,670.6,132.9,432.0,845.8,634.1,859.9,81.28
36.131,720.2,976.7,229.9,670.5,131.5,432.2,846.3,634.1,859.6,81.45
36.198,719.7,975.4,230.1,670.0,131.2,432.6,846.2,633.9,859.5,82.10
36.264,719.8,975.0,229.4,669.7,132.4,432.2,847.1,632.9,859.5,82.93
36.331,720.2,974.7,227.5,668.9,133.1,432.4,846.9,633.6,860.7,83.30
36.398,721.5,974.4,227.8,670.1,133.2,432.3,847.2,633.7,860.1,83.21
36.464,720.8,974.0,227.6,669.2,134.2,433.7,847.4,633.2,859.5,82.79
36.531,720.8,974.2,228.0,670.1,134.0,432.5,847.0,632.8,859.8,82.99
36.598,720.8,973.6,226.4,670.2,133.7,432.8,848.2,631.7,860.6,83.23
36.664,721.4,973.8,225.5,669.2,132.8,432.4,847.9,631.1,860.7,83.07
36.731,721.5,973.4,226.6,669.6,134.0,433.4,847.0,630.6,860.8,83.14
36.798,722.2,973.1,227.5,668.4,134.2,433.2,846.6,630.1,861.1,84.02
36.864,722.6,973.2,227.0,668.4,133.7,434.2,845.9,628.8,861.8,85.39
36.931,723.1,972.6,227.0,668.7,133.8,434.7,845.2,629.7,863.1,85.60
36.998,723.7,973.0,226.5,668.8,133.5,435.1,845.4,629.7,862.4,87.09
37.064,724.1,972.2,227.1,669.4,133.5,436.3,846.6,629.5,862.4,87.30
37.131,724.3,972.2,228.1,669.5,132.2,436.8,846.8,629.7,862.9,87.93
37.198,724.6,971.8,228.7,668.9,132.0,437.2,846.5,631.0,863.9,88.60
37.264,725.1,971.9,229.6,672.2,132.2,437.7,846.0,631.4,863.7,88.59
37.331,726.1,971.8,229.9,671.5,132.7,436.3,845.5,629.9,865.9,88.89
37.398,726.1,972.1,229.9,671.5,132.3,437.9,844.9,629.9,864.7,88.10
37.464,725.7,971.9,230.1,671.9,132.2,437.4,844.7,629.4,864.7,88.25
37.531,725.2,972.5,229.5,672.5,132.7,438.2,844.7,629.2,865.8,86.99
37.597,725.4,971.7,229.4,672.4,131.9,437.8,845.4,629.3,866.2,87.20
37.664,724.6,971.4,228.5,671.8,131.5,437.0,844.6,629.0,864.9,87.72
37.731,725.1,972.0,228.2,671.6,132.5,437.0,844.4,629.9,863.8,87.89
37.797,724.9,971.8,227.6,671.7,133.1,437.4,844.5,629.8,864.0,87.44
37.864,725.2,971.3,226.2,671.5,132.3,437.1,845.4,629.3,865.2,86.32
37.931,725.9,972.0,226.3,671.5,131.9,436.8,846.2,628.5,864.4,87.62
37.997,726.2,970.7,226.5,672.0,131.0,436.3,846.2,630.0,863.8,87.07
38.064,725.6,971.1,227.0,672.7,130.7,436.7,846.3,628.3,865.4,87.26
38.131,726.0,972.0,227.5,673.7,130.3,435.1,845.6,626.9,865.0,87.14
38.197,726.7,971.3,228.7,674.3,130.6,433.8,846.0,627.4,864.6,87.32
38.264,727.0,970.7,229.1,673.2,131.2,434.7,844.2,628.0,864.6,86.81
38.331,726.8,971.0,228.1,674.5,131.4,435.0,844.3,628.0,865.0,86.04
38.397,727.1,972.2,228.6,675.4,131.6,435.2,844.6,627.3,865.5,86.74
38.464,725.9,971.8,229.1,675.0,131.7,435.7,844.9,627.0,865.2,87.99
38.531,725.9,972.2,229.3,675.6,131.4,435.7,845.9,627.8,865.3,87.81
38.597,726.2,972.7,229.7,675.5,131.8,435.9,845.4,626.3,865.0,88.00
38.664,726.0,973.0,230.8,674.7,132.5,437.5,845.0,626.9,865.2,87.60
38.731,726.4,973.1,231.8,674.5,132.8,437.6,849.0,622.0,865.6,87.81
38.797,726.7,973.6,232.0,674.4,132.3,437.0,848.6,621.8,865.2,86.82
38.864,727.3,976.4,232.0,674.1,133.3,437.2,848.3,622.2,864.5,87.23
38.931,727.6,977.2,231.5,674.7,134.0,437.6,847.8,622.1,865.1,87.93
38.997,728.1,977.4,231.7,675.3,133.4,437.9,847.7,621.9,864.4,88.71
39.064,728.0,978.0,231.9,674.8,133.5,437.0,848.3,621.8,864.1,90.03
39.131,728.0,978.0,233.1,674.6,133.9,437.3,849.1,622.1,863.5,90.04
39.197,729.4,978.7,233.0,674.8,133.8,437.5,849.1,622.0,863.6,89.82
39.264,729.4,979.2,232.7,675.8,134.2,436.9,848.5,621.8,863.3,90.84
39.331,729.3,978.9,234.0,675.9,134.2,436.6,847.8,620.4,863.2,91.87
39.397,728.8,978.6,234.5,675.5,134.6,436.7,848.6,618.8,864.9,93.71
39.464,730.2,978.3,234.2,675.9,134.3,436.2,849.5,618.3,864.1,95.16
39.531,730.1,979.2,234.5,676.0,134.1,436.8,847.7,618.5,864.2,95.30
39.597,729.6,979.1,235.1,676.2,134.2,436.6,847.7,618.6,863.3,95.79
39.664,730.4,979.1,234.2,677.3,134.5,436.5,848.0,620.2,863.0,95.68
39.731,730.4,978.7,234.0,677.6,134.0,436.7,848.3,620.1,861.2,96.28
39.797,729.9,979.1,234.1,676.4,133.7,435.4,848.2,621.0,862.1,96.07
39.864,730.1,978.6,233.9,675.8,132.7,436.7,847.0,620.4,862.2,96.00
39.931,730.1,979.3,233.7,677.2,134.1,435.9,846.4,620.9,860.3,95.51
39.997,730.0,978.9,232.6,679.0,134.1,435.3,847.3,621.9,859.2,96.61
40.064,730.0,979.1,232.9,679.5,134.4,436.2,847.3,620.8,857.9,97.21
40.131,729.7,979.2,233.1,679.6,135.1,436.3,849.0,620.6,857.6,97.95
40.197,729.7,978.1,232.5,679.1,135.6,436.5,848.9,620.3,857.7,97.80
40.264,730.2,977.8,231.4,679.9,134.7,436.8,848.0,620.0,857.3,97.44
40.331,729.9,978.2,231.0,679.4,133.3,437.0,847.5,619.3,857.4,96.85
40.397,730.3,978.2,231.7,680.5,133.5,438.5,848.0,618.3,857.8,96.56
40.464,731.5,977.5,231.5,680.7,132.5,438.2,849.4,617.8,858.1,97.81
40.531,731.4,978.0,231.8,680.8,132.8,437.5,849.2,618.2,858.0,98.01
40.597,731.3,978.1,231.9,681.3,132.6,436.1,849.9,616.8,858.2,99.51
40.664,732.2,977.0,231.3,681.4,131.3,437.1,850.3,617.1,858.0,99.69
40.731,732.3,977.7,230.0,681.5,131.6,437.9,849.0,617.3,857.0,99.10
40.797,732.4,978.6,230.1,681.7,131.4,436.6,849.1,618.2,855.5,98.91
40.864,732.5,979.8,231.0,682.3,131.1,436.4,848.8,618.4,856.5,99.88
40.931,732.9,979.3,230.9,682.1,131.2,436.2,849.7,619.6,856.0,100.2
40.997,732.7,979.1,230.4,683.1,131.4,437.7,850.3,619.9,856.1,98.55
41.064,732.8,979.1,230.1,683.0,129.8,437.4,850.2,619.2,856.1,98.52
41.131,732.5,978.4,229.7,681.8,129.2,437.2,850.5,618.4,856.3,98.09
41.197,733.0,978.7,230.9,680.5,129.6,437.8,851.5,617.5,856.1,97.65
41.264,732.6,979.0,230.6,680.3,130.7,437.2,851.7,617.4,857.5,97.52
41.331,733.6,978.3,231.8,681.1,131.3,436.4,851.7,617.7,857.3,97.74
41.397,734.0,978.2,231.4,681.4,130.8,436.4,852.2,618.1,857.7,97.90
41.464,733.2,978.8,230.8,682.5,130.6,434.6,852.4,618.1,857.1,98.70
41.531,733.6,979.0,230.6,681.8,130.5,434.0,852.9,618.5,856.8,98.46
41.597,735.0,979.3,231.0,682.3,131.1,434.3,852.3,619.2,856.9,98.60
