#multi:
,masa A,,masa B,,masa C,,masa D,,masa E,
t,pixelx,pixely,pixelx,pixely,pixelx,pixely,pixelx,pixely,pixelx,pixely
20.465,707.5,447.8,452.7,553.9,763.9,132.8,894.8,921.8,997.2,994.8
20.532,706.1,450.1,451.0,554.8,763.9,134.1,893.8,921.2,994.8,994.0
20.599,704.9,449.0,451.1,555.0,762.6,134.6,893.2,920.1,995.1,994.6
20.665,706.8,449.1,450.7,554.6,761.6,134.1,893.3,920.5,993.1,994.4
20.732,708.6,449.0,449.3,555.3,762.9,134.1,894.6,920.0,995.8,993.4
20.799,709.6,447.7,449.5,555.8,762.5,134.5,894.7,921.0,995.9,992.6
20.865,708.4,446.5,450.5,558.0,762.4,133.5,895.4,922.2,997.7,993.3
20.932,709.6,447.4,449.8,557.7,763.3,133.7,895.5,921.7,997.9,992.4
20.999,709.5,447.2,450.6,557.5,763.9,134.8,894.5,921.9,996.3,990.0
21.065,709.5,446.7,454.1,557.9,764.3,135.8,894.4,921.2,996.4,990.7
21.132,709.4,446.0,453.9,557.1,764.6,134.7,894.0,920.7,996.6,989.9
21.199,708.2,445.0,454.5,555.9,765.8,134.2,892.6,921.0,995.1,989.7
21.265,710.3,444.9,454.4,555.8,763.8,133.8,892.3,921.6,996.4,990.2
21.332,708.8,445.0,454.8,555.0,763.3,132.5,891.4,921.4,997.1,990.1
21.399,708.9,445.0,454.8,554.5,762.0,131.5,892.3,921.6,996.3,990.6
21.465,709.9,444.4,455.8,554.2,760.7,131.1,892.1,922.1,994.9,989.9
21.532,709.6,446.4,455.6,555.1,760.9,132.4,892.2,921.5,997.0,991.1
21.599,709.4,445.6,455.7,555.0,761.3,134.6,891.5,920.9,997.4,989.4
21.665,708.0,447.0,455.6,555.3,762.3,133.9,891.3,921.5,998.6,989.4
21.732,710.0,449.6,456.8,556.8,762.7,133.2,890.3,921.9,1.001E3,988.9
21.799,707.3,451.1,456.9,556.8,762.1,136.2,890.7,922.7,1.001E3,988.9
21.865,707.3,451.7,456.9,556.6,761.5,136.9,890.7,923.3,1.002E3,987.9
21.932,708.4,451.8,456.1,557.4,762.3,137.5,890.7,922.9,1.001E3,988.1
21.999,706.2,452.0,454.8,555.9,762.9,137.8,890.5,924.0,1.000E3,987.1
22.065,706.2,452.6,455.1,555.9,762.8,137.3,889.7,923.8,1.003E3,986.8
22.132,706.2,453.0,457.5,555.8,762.0,136.3,889.4,924.4,1.002E3,984.1
22.199,707.4,450.4,456.3,556.3,762.3,135.7,889.2,923.6,1.003E3,982.6
22.265,709.4,447.9,455.1,556.3,762.2,135.7,889.5,924.5,1.000E3,983.8
22.332,711.6,447.4,454.6,556.8,763.3,135.6,889.8,924.0,999.3,984.4
22.399,714.7,444.5,456.0,555.8,763.9,136.0,889.3,926.4,998.8,983.2
22.465,713.6,444.9,455.6,556.3,765.2,134.8,887.7,926.1,999.3,983.0
22.532,711.6,445.7,457.1,556.8,763.1,133.3,889.1,926.0,999.0,982.6
22.598,712.0,447.0,458.5,557.1,762.9,134.2,889.7,926.1,999.3,980.7
22.665,711.9,446.1,456.6,555.9,761.4,134.8,888.2,926.1,999.1,981.6
22.732,710.9,445.8,456.5,556.2,762.3,133.8,889.7,925.3,1.001E3,980.5
22.798,711.3,444.9,456.7,556.1,763.5,132.6,888.9,925.9,1.001E3,981.8
22.865,712.1,443.5,457.6,556.0,764.6,132.8,888.6,926.9,1.001E3,979.4
22.932,713.7,445.2,456.6,554.8,763.9,131.5,888.4,927.7,1.003E3,980.4
22.998,715.3,445.9,455.5,554.3,763.3,130.4,890.4,926.2,1.002E3,980.7
23.065,714.3,445.0,454.5,555.4,764.0,129.2,890.8,925.5,1.000E3,980.6
23.132,716.1,443.5,455.1,554.7,763.2,129.6,890.4,924.9,1.002E3,980.7
23.198,715.0,445.2,455.0,554.6,761.8,129.9,890.9,925.3,1.002E3,981.7
23.265,716.6,445.2,455.5,555.4,764.5,130.0,890.7,923.9,1.001E3,978.0
23.332,716.8,445.2,454.9,555.6,766.0,130.6,889.9,925.2,998.5,977.4
23.398,715.0,444.2,454.5,556.7,766.3,129.0,889.5,924.9,998.9,977.3
23.465,714.8,443.5,453.7,557.2,765.8,128.7,888.8,926.1,997.4,977.4
23.532,713.1,443.6,452.4,557.3,764.7,128.1,887.8,924.6,996.5,977.1
23.598,712.0,444.3,452.1,557.4,766.9,128.4,888.3,925.4,997.7,976.7
23.665,713.1,444.0,450.7,557.9,767.0,127.1,888.9,924.6,995.5,975.2
23.732,713.5,443.6,451.1,556.8,768.8,127.7,887.8,925.0,996.2,975.3
23.798,711.9,443.8,451.4,556.6,768.8,127.2,887.5,925.1,997.2,976.1
23.865,711.8,443.1,450.8,555.7,769.5,127.5,887.3,926.0,997.3,975.7
23.932,714.6,442.2,450.6,555.4,771.5,127.7,888.6,924.4,997.6,975.5
23.998,714.3,442.2,450.6,555.9,773.4,125.9,888.2,924.6,997.7,973.7
24.065,714.8,443.2,452.3,555.4,772.8,124.6,889.0,925.1,999.8,973.1
24.132,714.1,442.3,452.1,555.5,771.4,125.0,889.6,925.7,1.000E3,973.9
24.198,713.6,440.2,451.5,555.1,770.5,124.3,890.9,926.6,1.001E3,973.0
24.265,714.4,439.4,450.6,555.4,769.8,123.6,891.5,929.3,1.001E3,973.4
24.332,713.7,438.9,450.7,555.1,771.2,122.8,891.4,930.2,1.001E3,972.9
24.398,715.8,438.3,451.6,556.3,772.4,120.4,891.7,930.0,1.001E3,972.8
24.465,716.2,439.5,451.8,555.9,769.9,120.8,891.5,929.2,1.001E3,973.4
24.532,717.7,441.5,451.9,555.5,770.0,120.1,891.5,928.9,999.1,976.0
24.598,718.1,441.3,451.1,557.1,770.0,119.7,892.4,930.1,998.4,978.1
24.665,719.6,441.0,451.7,558.1,767.0,120.5,891.9,929.9,999.3,980.2
24.732,720.5,441.0,453.5,557.8,767.6,122.4,892.2,929.9,999.1,980.4
24.798,721.7,440.4,452.9,558.1,767.5,120.0,892.6,928.0,999.2,979.6
24.865,720.6,440.9,453.3,558.5,767.9,123.0,893.0,928.1,1.001E3,982.1
24.932,720.1,440.0,455.0,559.7,765.3,122.9,892.4,929.1,1.003E3,984.4
24.998,721.4,439.5,455.7,559.0,765.0,122.4,893.1,929.3,1.004E3,985.1
25.065,721.4,438.8,453.3,557.8,764.5,123.0,893.7,929.6,1.003E3,981.7
25.132,720.6,439.1,452.1,558.4,766.0,123.1,893.9,928.2,1.006E3,982.6
25.198,722.0,440.5,452.3,558.3,764.9,122.9,894.2,927.6,1.004E3,983.2
25.265,720.3,441.7,453.0,558.9,766.2,123.7,893.5,927.9,1.003E3,982.5
25.332,719.4,442.6,453.1,558.7,767.3,123.0,895.6,927.6,1.003E3,981.2
25.398,718.8,442.1,453.1,559.6,765.8,124.7,895.8,928.8,1.003E3,981.0
25.465,719.3,442.4,453.4,560.0,767.5,124.9,896.0,928.0,1.004E3,981.4
25.532,720.8,444.8,452.6,559.9,768.3,125.8,897.5,927.1,1.005E3,978.8
25.598,723.6,445.0,453.1,560.6,766.6,126.2,896.7,927.1,1.005E3,979.5
25.665,722.7,445.6,452.2,560.7,767.0,125.5,896.2,926.0,1.006E3,979.4
25.732,724.1,446.4,451.6,561.6,766.3,124.4,895.8,926.1,1.004E3,981.4
25.798,723.3,448.6,453.5,562.5,765.6,125.1,896.5,926.9,1.007E3,981.4
25.865,721.0,448.8,453.8,565.1,765.7,124.5,895.3,925.4,1.007E3,981.4
25.932,719.4,448.0,453.2,563.9,766.5,124.0,896.1,923.2,1.006E3,980.5
25.998,718.1,448.0,453.1,562.7,766.5,126.3,897.8,922.8,1.006E3,979.9
26.065,718.3,449.0,452.9,561.6,767.0,126.4,897.7,922.6,1.006E3,980.9
26.132,719.0,449.2,454.2,563.3,767.2,125.9,895.6,922.7,1.006E3,981.2
26.198,721.1,448.8,455.0,564.3,766.3,125.7,896.3,922.7,1.006E3,980.8
26.265,720.8,447.8,455.7,566.3,764.3,126.5,895.7,923.3,1.006E3,981.2
26.332,722.0,447.7,455.9,566.1,764.8,126.7,893.5,923.2,1.003E3,982.0
26.398,722.0,447.9,454.9,565.0,765.9,127.8,894.2,923.2,1.002E3,982.0
26.465,721.5,448.0,454.8,565.0,764.5,126.8,895.3,922.3,1.004E3,983.8
26.532,722.0,447.4,457.1,564.8,763.4,126.9,894.9,921.6,1.003E3,983.7
26.598,720.3,446.1,458.2,565.3,764.1,127.2,894.2,922.6,1.003E3,984.4
26.665,718.5,446.0,458.1,565.9,765.3,128.1,897.4,922.6,1.003E3,981.6
26.732,716.9,446.1,460.1,566.6,766.8,128.5,897.1,922.9,1.002E3,982.5
26.798,718.1,445.6,460.8,566.0,764.1,127.8,898.8,921.7,1.002E3,985.6
26.865,718.8,445.6,460.8,566.0,763.4,127.2,898.0,922.1,1.001E3,986.2
26.932,718.7,445.1,459.5,566.0,765.4,127.8,898.2,922.2,1.001E3,986.5
26.998,720.4,446.9,459.9,566.4,766.2,127.8,898.4,921.7,1.001E3,988.7
27.065,720.8,446.6,459.9,564.7,765.4,126.7,898.4,923.6,999.7,986.6
27.132,721.4,447.2,458.2,566.1,764.1,126.1,897.5,923.8,998.8,985.5
27.198,718.9,446.9,459.0,567.1,762.9,126.3,897.1,924.7,999.0,983.9
27.265,719.4,446.1,458.9,566.9,762.7,124.7,898.4,924.9,997.6,987.3
27.332,718.9,445.9,460.1,567.7,762.4,123.5,897.6,923.6,999.0,988.3
27.398,720.0,445.6,460.4,567.3,761.9,123.7,897.3,924.0,1.001E3,987.3
27.465,719.2,444.3,460.0,566.1,762.2,123.8,896.3,922.5,1.000E3,988.1
27.531,717.3,444.5,459.1,564.8,764.8,122.8,898.6,924.1,1.000E3,988.2
27.598,718.8,445.1,458.7,564.7,765.3,123.3,898.4,921.9,997.4,988.9
27.665,718.0,446.2,459.1,565.4,765.5,123.9,898.6,922.4,997.0,989.8
27.731,717.6,445.7,458.9,563.9,764.6,125.8,896.6,922.9,997.9,988.3
27.798,716.1,445.5,460.1,563.3,764.1,123.9,896.7,922.8,997.3,986.0
27.865,716.2,446.6,460.0,561.1,764.3,122.4,897.0,924.4,998.0,983.0
27.931,716.0,445.0,460.8,562.1,766.0,120.6,897.3,924.4,997.7,984.0
27.998,718.7,442.2,460.8,559.6,765.5,121.4,897.6,924.3,998.2,984.0
28.065,720.0,443.3,460.7,559.0,765.4,121.7,896.4,923.6,998.8,982.2
28.131,718.3,442.2,463.0,559.5,766.9,122.5,897.5,923.1,997.0,980.2
28.198,718.1,441.8,463.5,559.7,766.4,122.6,897.5,923.0,997.1,979.9
28.265,717.6,444.4,462.3,559.0,767.1,123.6,897.5,923.4,997.3,981.7
28.331,718.0,444.7,464.0,559.4,767.6,122.0,897.3,923.8,996.2,981.9
28.398,718.2,444.6,464.5,560.1,769.2,120.8,896.2,922.8,996.2,981.5
28.465,718.1,445.6,465.3,561.0,768.8,120.1,897.5,922.9,995.9,980.8
28.531,718.9,445.3,465.6,561.9,769.9,120.8,897.4,922.7,998.0,981.7
28.598,716.5,444.8,465.0,561.2,770.2,119.3,897.7,923.3,998.2,982.8
28.665,714.7,445.0,465.5,560.2,771.5,118.6,897.2,922.4,997.5,982.3
28.731,716.8,442.6,465.5,559.6,770.1,116.7,898.0,922.1,998.1,981.2
28.798,717.4,443.4,465.4,559.9,770.0,118.0,898.1,922.4,997.4,980.0
28.865,718.4,442.5,465.0,560.7,769.7,118.5,899.3,922.1,996.2,980.1
28.931,717.7,442.3,462.8,560.4,768.2,121.2,898.5,921.5,996.9,979.3
28.998,717.5,441.1,463.4,560.7,768.1,121.4,898.3,920.6,996.3,978.8
29.065,717.9,440.4,460.8,559.4,769.3,122.7,898.3,921.4,994.4,981.0
29.131,718.5,441.8,460.6,559.4,772.3,120.7,900.6,922.7,996.7,981.6
29.198,718.0,439.3,461.3,558.3,771.7,120.0,900.8,922.9,999.0,982.0
29.265,719.9,439.3,462.2,557.9,772.5,120.7,900.9,921.8,999.1,982.4
29.331,719.0,438.8,461.2,558.5,769.8,121.2,901.0,921.9,997.2,981.6
29.398,717.5,438.5,461.6,560.1,770.5,119.1,900.2,922.5,996.1,981.4
29.465,718.0,438.1,462.4,559.0,768.2,120.4,899.2,921.1,996.3,981.0
29.531,717.7,438.2,460.7,559.3,769.2,121.0,898.4,922.0,996.9,980.9
29.598,717.7,440.1,460.7,559.5,770.3,121.8,899.4,922.9,996.2,981.3
29.665,718.8,439.1,459.7,559.7,768.4,122.0,899.2,922.0,996.7,981.8
29.731,718.9,438.3,460.7,560.7,769.1,120.8,898.9,922.7,996.8,981.9
29.798,719.0,437.7,460.3,560.9,770.0,121.1,898.1,923.3,997.0,981.7
29.865,719.3,439.9,461.0,561.0,769.2,120.7,900.1,921.9,997.3,983.1
29.931,721.0,440.3,461.7,559.4,767.9,121.0,898.4,923.6,996.5,983.8
29.998,720.1,438.9,460.8,558.6,767.2,122.0,898.3,924.8,997.0,985.5
30.065,719.9,438.7,461.9,558.9,768.4,123.9,899.8,923.5,999.5,985.2
30.131,719.7,438.5,463.0,560.0,770.4,125.0,897.7,924.3,999.6,985.2
30.198,721.2,439.1,464.2,559.7,768.5,124.5,896.7,925.2,1.001E3,985.3
30.265,722.5,440.8,462.4,559.3,768.3,122.7,897.0,924.3,1.001E3,984.3
30.331,723.2,440.7,462.0,560.2,768.5,123.2,896.9,924.1,1000.0,984.1
30.398,723.3,442.3,461.8,559.4,768.2,122.9,897.1,922.8,998.9,984.3
30.465,720.6,443.9,461.2,558.3,767.4,123.7,898.9,922.5,998.1,985.2
30.531,721.3,445.1,461.6,556.7,767.8,123.2,899.9,922.4,998.0,984.9
30.598,720.2,446.2,461.3,556.5,766.6,124.3,899.1,923.1,998.0,984.5
30.665,720.5,446.3,462.2,556.7,765.1,125.6,899.7,924.6,996.7,985.5
30.731,719.6,446.7,461.8,556.9,766.4,125.6,900.8,927.1,996.7,985.6
30.798,719.5,446.1,461.7,558.0,766.2,125.0,900.9,927.2,996.8,984.5
30.865,718.8,445.3,461.9,557.4,766.3,125.2,900.5,927.4,996.8,984.6
30.931,717.8,445.2,461.8,556.3,765.7,125.7,900.5,927.3,995.7,984.1
30.998,718.8,447.7,463.5,555.4,764.6,124.6,900.4,925.9,995.2,983.9
31.065,719.5,449.1,463.8,557.7,764.6,124.1,900.6,926.8,993.7,982.6
31.131,719.3,449.0,463.3,558.3,764.6,123.4,900.9,926.7,994.3,982.1
31.198,719.6,447.9,463.4,558.4,765.1,124.7,900.2,928.3,992.2,981.4
31.265,720.1,447.4,462.8,558.6,768.1,123.7,899.6,928.4,991.6,982.3
31.331,719.5,445.4,462.9,559.3,770.4,122.5,898.0,930.2,991.9,982.5
31.398,720.7,446.5,462.9,559.7,768.9,121.7,897.8,929.9,991.9,982.2
31.465,721.4,446.5,463.0,559.6,767.9,120.7,898.4,930.1,991.7,981.3
31.531,719.2,446.8,463.7,557.9,766.6,121.6,901.2,930.1,990.8,981.5
31.598,720.8,448.4,463.7,558.6,766.6,122.6,900.4,932.7,991.5,982.7
31.665,720.3,448.8,463.9,559.9,765.0,123.7,902.1,931.0,990.6,983.1
31.731,721.7,448.8,463.9,559.8,764.7,122.6,902.6,931.0,991.2,981.7
31.798,723.4,447.7,463.5,560.2,763.6,120.5,902.5,931.3,992.3,981.8
31.865,722.5,447.5,462.7,557.6,763.2,120.9,901.3,931.7,993.2,982.6
31.931,721.2,449.4,461.7,557.7,762.7,119.0,902.5,931.9,991.8,983.2
31.998,720.5,449.2,462.4,558.6,762.2,119.1,901.2,930.6,992.2,984.3
32.065,719.1,449.2,461.6,560.5,762.9,118.6,902.3,931.7,993.8,983.4
32.131,719.4,448.5,464.2,559.4,762.2,117.1,901.5,933.1,992.7,981.4
32.198,719.1,447.7,463.2,558.4,762.9,118.4,901.4,933.6,993.4,980.9
32.265,718.4,448.8,462.7,558.0,763.4,119.2,903.1,933.4,993.3,980.9
32.331,718.5,449.2,462.0,558.6,763.4,118.8,901.6,933.5,993.2,980.7
32.398,719.8,449.4,460.8,558.0,763.1,117.7,901.0,934.2,992.0,981.9
32.465,720.1,449.0,460.9,559.2,763.1,117.3,898.1,934.7,992.0,980.8
32.531,718.3,449.0,459.8,560.5,763.7,118.3,897.2,935.4,990.7,982.7
32.598,717.1,448.3,459.7,558.9,763.7,119.7,896.3,936.2,990.9,984.1
32.664,717.0,449.1,461.1,559.9,764.4,119.5,894.6,936.2,990.5,983.8
32.731,718.0,447.1,461.7,558.5,764.6,118.8,893.6,932.3,989.6,984.1
32.798,717.7,447.0,463.8,560.0,764.9,118.9,892.2,933.2,988.2,984.2
32.864,718.3,447.5,463.6,558.6,764.5,119.7,894.8,933.1,988.8,983.5
32.931,717.4,447.4,464.5,557.4,765.7,120.0,893.8,933.0,989.4,982.3
32.998,715.9,445.7,463.9,558.3,762.2,121.2,895.1,933.9,988.8,983.5
33.064,715.3,445.3,465.9,557.5,762.6,121.4,895.8,934.0,988.3,983.7
33.131,713.6,446.2,465.7,557.0,761.6,122.3,896.9,933.2,988.8,982.5
33.198,714.9,445.9,467.3,556.0,762.6,123.4,897.4,932.8,987.6,983.8
33.264,713.9,446.7,465.9,556.8,764.1,122.8,895.3,933.1,986.6,981.2
33.331,713.7,447.5,465.7,556.5,765.9,123.2,893.5,931.5,987.4,981.0
33.398,713.2,447.4,466.2,556.4,765.5,124.6,896.2,933.6,989.3,980.5
33.464,713.1,447.2,465.5,557.2,765.9,124.9,895.2,933.1,989.6,981.3
33.531,712.2,446.4,465.9,556.0,765.5,123.8,896.6,930.5,989.3,980.5
33.598,709.1,447.9,465.0,554.8,765.6,124.0,894.9,932.4,987.8,980.9
33.664,710.4,447.2,462.4,556.7,765.6,124.2,894.7,933.5,987.3,981.9
33.731,710.5,447.4,461.7,555.1,765.7,124.7,894.9,934.3,988.5,980.3
33.798,711.0,448.8,461.8,555.9,765.2,122.4,893.3,933.5,988.2,981.4
33.864,711.3,449.5,461.0,554.6,764.6,121.6,892.7,933.1,989.3,982.0
33.931,708.3,448.3,460.7,556.3,765.0,122.5,893.4,932.8,989.7,981.3
33.998,708.8,447.7,462.2,557.3,763.8,124.0,892.6,934.0,990.3,981.8
34.064,710.2,449.4,461.9,556.0,763.7,124.5,892.5,934.3,988.4,980.7
34.131,709.6,449.8,461.7,556.9,762.4,124.9,893.5,936.3,987.3,980.0
34.198,710.1,450.2,460.4,557.4,761.9,123.9,893.7,936.4,986.5,979.9
34.264,710.1,449.3,460.4,556.8,762.9,123.0,894.2,935.1,986.1,979.9
34.331,708.9,448.3,460.3,557.5,762.0,123.9,894.3,934.6,985.0,980.6
34.398,709.3,447.3,461.1,557.1,762.0,122.3,894.8,934.3,984.1,981.2
34.464,709.2,446.2,463.3,558.0,763.7,122.2,895.0,936.9,982.9,979.1
34.531,710.9,447.7,463.0,557.2,762.1,122.6,897.5,935.6,983.7,977.3
34.598,711.4,448.9,464.2,556.8,761.4,121.2,896.5,937.5,984.4,978.7
34.664,710.7,449.2,462.5,557.8,760.8,121.3,895.3,940.0,982.6,980.5
34.731,710.8,450.3,462.6,558.3,762.3,122.5,897.5,937.9,982.8,980.7
34.798,709.5,449.0,462.9,558.1,761.8,121.9,895.9,937.9,983.5,979.9
34.864,710.2,447.4,463.3,557.8,761.7,121.4,896.4,938.4,984.3,979.3
34.931,710.7,450.3,464.1,554.9,762.7,120.9,897.9,937.6,983.8,981.3
34.998,712.1,450.3,464.9,555.7,762.1,118.9,898.1,940.2,983.3,978.8
35.064,711.2,450.0,465.2,555.0,763.0,118.5,898.4,939.6,983.3,979.5
35.131,711.3,451.8,464.4,556.2,763.7,120.5,896.5,941.2,983.4,979.9
35.198,711.3,453.5,463.9,553.1,762.9,119.3,897.1,941.3,983.2,978.9
35.264,710.5,454.3,465.3,551.6,762.3,118.6,897.8,943.0,983.7,981.8
35.331,710.1,454.7,466.1,552.5,761.3,118.4,897.5,943.8,983.9,982.9
35.398,710.3,454.5,467.4,552.2,761.7,118.3,899.1,945.2,982.1,983.8
35.464,709.5,453.6,467.4,555.7,761.7,118.7,899.9,945.2,981.6,982.2
35.531,709.5,454.0,466.6,554.5,760.0,120.3,901.1,943.3,982.3,982.8
35.598,710.7,455.6,464.3,554.7,761.2,119.2,899.8,943.2,982.0,983.4
35.664,710.8,457.1,463.8,554.2,762.8,121.4,897.5,942.6,982.4,984.2
35.731,712.2,456.8,465.1,554.6,763.2,120.5,899.2,941.8,982.4,983.6
35.798,714.2,455.4,464.3,554.1,763.2,120.6,897.5,940.6,982.5,982.4
35.864,714.8,454.2,463.9,552.5,762.9,119.2,897.9,941.7,983.6,981.3
35.931,715.8,452.7,462.6,551.1,762.3,118.4,899.8,943.7,984.5,981.7
35.998,715.1,454.0,462.9,548.8,762.1,118.0,899.5,943.9,985.2,981.8
36.064,715.6,452.5,463.9,548.3,762.8,119.0,899.9,942.8,987.6,980.3
36.131,716.8,452.1,463.5,548.1,763.7,117.5,899.9,943.0,988.8,980.5
36.198,716.5,450.3,464.0,546.7,765.6,115.4,899.0,943.3,987.0,982.6
36.264,718.8,448.6,463.6,546.4,763.6,117.7,898.4,942.8,987.1,983.7
36.331,719.1,449.3,465.2,546.9,764.5,118.5,899.4,944.0,987.4,983.7
36.398,720.7,447.2,465.6,544.8,762.3,117.0,900.9,943.4,986.7,983.8
36.464,721.0,448.0,467.8,544.0,761.0,119.6,900.7,943.0,986.5,983.9
36.531,721.2,449.1,466.8,543.0,761.0,119.7,901.2,942.2,987.0,981.6
36.598,720.9,450.6,466.6,542.0,760.8,119.2,900.1,941.1,987.1,981.8
36.664,719.6,452.3,467.7,543.0,759.9,119.2,899.4,943.0,986.3,982.2
36.731,718.9,453.1,466.5,543.0,760.1,119.9,900.2,943.5,988.2,981.3
36.798,717.8,452.9,466.3,542.2,758.4,121.2,900.2,943.1,986.4,980.8
36.864,719.0,453.2,465.8,541.7,757.8,122.5,898.7,942.4,984.8,981.2
36.931,718.1,452.3,467.3,541.7,758.7,120.6,900.2,943.5,984.8,980.4
36.998,717.8,450.1,466.0,543.2,759.9,119.4,900.4,943.1,984.6,979.8
37.064,718.4,450.2,463.9,542.8,759.4,119.4,898.4,944.0,985.4,980.1
37.131,718.7,450.0,463.5,542.3,759.1,119.0,897.7,943.7,984.8,981.7
37.198,717.1,449.3,464.5,543.7,760.1,117.9,897.9,943.9,985.5,982.1
37.264,714.5,448.6,465.2,544.5,760.8,117.6,898.8,945.1,986.0,981.9
37.331,715.0,449.6,464.7,543.6,761.0,116.7,899.1,944.4,987.0,982.6
37.398,712.3,450.8,464.2,543.5,759.9,117.8,898.6,943.3,987.0,985.7
37.464,712.4,450.7,463.8,542.9,759.7,119.4,899.4,943.1,986.0,985.4
37.531,710.6,452.1,466.1,543.6,756.7,118.5,898.8,942.9,985.3,985.4
37.597,709.8,451.6,468.3,543.4,756.8,120.5,898.9,943.8,985.4,984.3
37.664,711.0,452.3,468.0,543.2,757.3,120.5,899.3,943.6,984.6,985.5
37.731,711.7,454.1,466.8,543.7,757.2,120.6,898.4,945.8,986.5,985.8
37.797,711.0,454.1,467.0,543.1,758.8,119.3,897.9,945.8,986.1,984.7
37.864,711.1,453.4,467.3,541.6,757.8,118.5,899.1,944.4,985.9,985.2
37.931,710.7,452.4,466.2,543.2,757.5,118.5,898.1,945.7,987.8,985.8
37.997,709.4,453.7,465.3,542.6,757.9,118.9,898.6,945.8,988.7,987.0
38.064,710.2,454.5,467.1,541.1,758.8,119.3,900.0,945.2,990.6,986.4
38.131,710.8,453.0,467.9,540.2,759.2,121.0,899.8,945.5,989.7,986.3
38.197,710.7,453.0,469.2,539.4,758.6,119.7,899.1,944.7,990.6,985.9
38.264,711.2,452.9,469.3,539.2,758.4,118.9,899.9,945.7,991.3,986.5
38.331,710.7,453.8,469.1,537.6,759.5,118.8,899.6,946.3,989.8,986.7
38.397,710.9,453.7,469.1,538.2,758.3,118.6,900.2,945.8,990.2,987.0
38.464,711.4,452.8,470.9,538.6,757.3,120.6,900.7,946.2,990.0,986.4
38.531,710.5,452.2,471.1,538.9,758.1,122.6,900.2,944.2,990.5,985.9
38.597,709.6,450.7,469.3,538.1,757.6,123.0,900.1,945.6,990.1,985.6
38.664,710.2,450.3,469.2,537.0,756.9,123.9,900.4,945.1,990.2,986.4
38.731,710.4,451.4,469.0,536.3,757.8,123.7,900.3,944.6,991.0,984.6
38.797,709.3,451.2,471.5,535.9,758.7,123.5,898.7,945.1,991.9,984.4
38.864,710.8,450.7,472.2,533.3,758.5,122.9,898.4,945.6,994.8,984.0
38.931,711.6,451.0,472.4,533.3,758.1,122.1,899.3,945.6,997.0,984.4
38.997,711.5,452.2,471.1,532.9,758.5,121.6,897.0,946.3,995.8,983.9
39.064,712.9,452.1,473.4,536.1,759.2,121.8,896.4,946.0,995.5,983.7
39.131,711.1,451.5,472.8,536.2,759.1,121.1,897.5,949.3,994.4,983.3
39.197,710.6,452.7,471.5,539.0,759.8,121.7,897.5,947.5,993.6,982.6
39.264,710.2,453.4,471.0,537.3,759.2,121.6,898.1,949.3,995.7,984.1
39.331,709.9,453.0,472.7,536.7,758.6,122.0,897.0,947.4,994.3,983.5
39.397,709.5,453.0,472.9,535.8,757.9,121.0,898.3,947.5,993.6,984.2
39.464,712.1,451.0,473.0,536.0,756.2,119.8,897.9,946.3,993.7,983.9
39.531,710.8,451.3,475.6,536.1,755.7,119.6,897.4,945.6,993.3,984.2
39.597,709.9,449.6,475.2,537.2,755.5,121.5,897.7,946.1,992.3,984.0
39.664,712.3,449.7,474.1,538.8,755.1,123.4,897.0,946.3,992.4,983.0
39.731,713.1,449.2,471.2,537.5,754.2,125.4,896.7,945.7,992.3,981.2
39.797,712.8,448.9,470.5,537.7,754.1,124.7,897.5,945.8,993.2,980.2
39.864,712.9,449.3,470.4,538.8,753.3,126.0,897.8,945.6,991.1,980.2
39.931,713.8,450.1,472.5,537.2,751.7,126.5,897.2,944.9,991.1,979.7
39.997,715.2,451.4,471.9,538.0,750.4,126.2,899.0,944.3,991.3,980.3
40.064,715.7,450.8,470.6,538.6,750.0,126.3,898.9,944.3,990.1,980.3
40.131,715.5,450.2,470.2,539.0,749.0,127.0,898.5,944.3,990.9,979.8
40.197,715.1,450.3,471.2,542.3,749.5,127.5,899.4,942.1,990.8,978.8
40.264,714.0,450.0,470.7,542.6,750.4,128.6,899.0,942.2,991.1,979.6
40.331,714.4,448.9,472.4,541.3,748.9,128.4,898.8,941.9,991.6,980.8
40.397,715.4,446.8,473.7,541.9,749.1,128.3,898.3,940.4,992.3,981.2
40.464,714.4,446.0,473.9,539.8,751.7,128.8,897.8,939.7,989.8,982.1
40.531,714.4,446.7,473.4,539.0,751.4,128.0,898.1,939.8,989.6,983.2
40.597,716.9,446.3,473.3,538.5,751.1,129.6,900.3,941.5,990.4,981.9
40.664,717.7,447.0,471.2,538.6,750.4,129.8,900.2,942.1,990.3,981.5
40.731,718.0,446.4,471.1,538.2,751.5,131.2,900.2,942.8,988.9,981.9
40.797,718.3,445.8,469.7,539.6,751.7,133.1,900.9,943.0,990.3,980.7
40.864,718.2,445.6,470.3,540.1,752.1,133.5,899.3,943.4,989.8,981.3
40.931,716.3,446.6,470.1,540.5,751.4,133.6,899.0,940.9,990.1,980.6
40.997,717.6,447.3,468.9,538.5,750.2,133.7,896.7,941.7,991.3,980.9
41.064,720.5,447.2,469.8,539.5,750.6,133.3,895.7,940.5,993.1,980.1
41.131,720.0,447.0,472.0,538.7,751.5,132.2,895.1,940.8,992.6,982.7
41.197,718.9,447.2,475.0,539.1,750.2,131.5,896.0,940.6,993.6,983.0
41.264,719.5,447.1,475.5,538.2,749.6,130.4,896.2,940.1,995.6,983.1
