#multi:
,masa A,,masa B,,masa C,,masa D,,masa E,,masa F,
t,pixelx,pixely,pixelx,pixely,pixelx,pixely,pixelx,pixely,pixelx,pixely,pixelx,pixely
5.579628E1,8.470000E2,5.805000E2,7.992245E2,7.256634E2,7.642403E2,9.124878E2,1.056170E2,6.943302E2,6.500000E2,2.485000E2,4.066061E2,1.295240E2
5.586294E1,8.461606E2,5.813552E2,7.989827E2,7.273914E2,7.645911E2,9.133828E2,1.076992E2,6.948639E2,6.509510E2,2.484900E2,4.050000E2,1.292500E2
5.592960E1,8.470336E2,5.829112E2,7.988900E2,7.281355E2,7.641135E2,9.133630E2,1.063392E2,6.943769E2,6.510455E2,2.478458E2,4.047500E2,1.290000E2
5.599627E1,8.475644E2,5.821333E2,8.001052E2,7.259882E2,7.652805E2,9.143096E2,1.064578E2,6.939869E2,6.504829E2,2.474045E2,4.050000E2,1.305000E2
5.606293E1,8.484155E2,5.841949E2,8.037536E2,7.276720E2,7.662954E2,9.143630E2,1.067141E2,6.951046E2,6.488531E2,2.496581E2,4.052500E2,1.290000E2
5.612959E1,8.478752E2,5.843364E2,8.040553E2,7.289099E2,7.665406E2,9.146971E2,1.070789E2,6.956230E2,6.500000E2,2.490000E2,4.062403E2,1.283716E2
5.619625E1,8.462743E2,5.842350E2,8.037254E2,7.286046E2,7.675112E2,9.146877E2,1.076309E2,6.942842E2,6.522349E2,2.480578E2,4.085000E2,1.302500E2
5.626292E1,8.469280E2,5.845848E2,8.017891E2,7.276720E2,7.668144E2,9.136210E2,1.068012E2,6.930669E2,6.523883E2,2.492719E2,4.084856E2,1.305284E2
5.632958E1,8.471918E2,5.830770E2,8.065600E2,7.262688E2,7.666275E2,9.136447E2,1.050000E2,6.920000E2,6.535050E2,2.489953E2,4.150000E2,1.287500E2
5.639624E1,8.469232E2,5.832560E2,8.059987E2,7.279526E2,7.673725E2,9.150669E2,1.041840E2,6.932078E2,6.538301E2,2.507885E2,4.137500E2,1.287500E2
5.646290E1,8.470340E2,5.824039E2,8.040342E2,7.293558E2,7.678094E2,9.155950E2,1.031489E2,6.949602E2,6.537302E2,2.496392E2,4.137391E2,1.290289E2
5.652956E1,8.471523E2,5.822688E2,8.035026E2,7.304014E2,7.700036E2,9.167891E2,1.028680E2,6.955273E2,6.535000E2,2.485000E2,4.135000E2,1.295000E2
5.659623E1,8.474182E2,5.836158E2,8.037536E2,7.301978E2,7.707783E2,9.180279E2,1.035000E2,6.947500E2,6.530821E2,2.478118E2,4.115000E2,1.290000E2
5.666289E1,8.458553E2,5.846770E2,8.037298E2,7.299711E2,7.704358E2,9.179733E2,1.027796E2,6.955560E2,6.536801E2,2.476387E2,4.129910E2,1.281592E2
5.672955E1,8.454458E2,5.851317E2,8.033023E2,7.293126E2,7.705839E2,9.172925E2,1.022500E2,6.960000E2,6.532023E2,2.468530E2,4.110000E2,1.315000E2
5.679621E1,8.460371E2,5.850826E2,8.037536E2,7.296365E2,7.713612E2,9.157571E2,1.035000E2,6.972500E2,6.527202E2,2.477989E2,4.136172E2,1.313871E2
5.686288E1,8.448693E2,5.856240E2,8.031923E2,7.299171E2,7.732045E2,9.150839E2,1.032500E2,6.972500E2,6.524138E2,2.476727E2,4.147467E2,1.327903E2
5.692954E1,8.442486E2,5.862457E2,8.017239E2,7.304025E2,7.746713E2,9.158254E2,1.050000E2,6.962500E2,6.526924E2,2.477438E2,4.147088E2,1.324876E2
5.699620E1,8.439679E2,5.873209E2,8.019610E2,7.307965E2,7.738433E2,9.151425E2,1.031685E2,6.965693E2,6.541813E2,2.483372E2,4.151923E2,1.327903E2
5.706286E1,8.435732E2,5.878154E2,8.021199E2,7.329066E2,7.736285E2,9.155939E2,9.975000E1,6.982500E2,6.526652E2,2.487050E2,4.183116E2,1.314534E2
5.712952E1,8.431577E2,5.880361E2,8.015084E2,7.330042E2,7.737560E2,9.142875E2,1.047500E2,6.967500E2,6.518768E2,2.491773E2,4.223220E2,1.310078E2
5.719619E1,8.410000E2,5.895000E2,8.026183E2,7.337229E2,7.744190E2,9.131268E2,1.052500E2,6.997500E2,6.516215E2,2.493595E2,4.160836E2,1.292254E2
5.726285E1,8.397135E2,5.898954E2,8.037733E2,7.346115E2,7.732644E2,9.133715E2,1.050000E2,7.012500E2,6.510000E2,2.480000E2,4.178660E2,1.345727E2
5.732951E1,8.390807E2,5.896804E2,8.045046E2,7.359116E2,7.735437E2,9.140320E2,1.049174E2,7.032064E2,6.518862E2,2.487782E2,4.179550E2,1.346497E2
5.739617E1,8.391466E2,5.890424E2,8.045988E2,7.369692E2,7.730904E2,9.136405E2,1.047500E2,7.032500E2,6.515742E2,2.496968E2,4.174204E2,1.345727E2
5.746284E1,8.386374E2,5.886587E2,8.057180E2,7.380557E2,7.731446E2,9.128266E2,1.042500E2,7.020000E2,6.509480E2,2.505780E2,4.174612E2,1.344355E2
5.752950E1,8.376683E2,5.896927E2,8.054433E2,7.389154E2,7.731597E2,9.128682E2,1.025000E2,7.020000E2,6.506889E2,2.502840E2,4.187432E2,1.345781E2
5.759616E1,8.379128E2,5.889977E2,8.034729E2,7.400202E2,7.747650E2,9.141870E2,1.025183E2,7.023366E2,6.497857E2,2.507146E2,4.187572E2,1.341271E2
5.766282E1,8.385000E2,5.855000E2,8.030921E2,7.407898E2,7.762931E2,9.146351E2,1.022497E2,7.019953E2,6.495000E2,2.475000E2,4.183116E2,1.323446E2
5.772948E1,8.384472E2,5.863041E2,8.057180E2,7.425459E2,7.768128E2,9.148362E2,1.025000E2,6.985000E2,6.485000E2,2.500000E2,4.183116E2,1.323446E2
5.779615E1,8.387314E2,5.867719E2,8.057554E2,7.422846E2,7.769322E2,9.158163E2,1.027500E2,6.975000E2,6.505000E2,2.510000E2,4.183397E2,1.321634E2
5.786281E1,8.378227E2,5.863942E2,8.053194E2,7.426562E2,7.759380E2,9.148527E2,1.046100E2,6.981617E2,6.506744E2,2.520746E2,4.192028E2,1.336815E2
5.792947E1,8.380399E2,5.882300E2,8.057180E2,7.417040E2,7.758976E2,9.141109E2,1.062500E2,6.987500E2,6.505000E2,2.525000E2,4.194876E2,1.338503E2
5.799613E1,8.379824E2,5.893701E2,8.052796E2,7.420455E2,7.743504E2,9.148527E2,1.059777E2,6.985165E2,6.496363E2,2.532782E2,4.187572E2,1.323446E2
5.806280E1,8.394745E2,5.897030E2,8.056589E2,7.417443E2,7.739264E2,9.153027E2,1.042500E2,6.967500E2,6.491081E2,2.516330E2,4.187572E2,1.341271E2
5.812946E1,8.410000E2,5.945000E2,8.054374E2,7.403008E2,7.751103E2,9.164146E2,1.036394E2,6.977422E2,6.491095E2,2.517001E2,4.196332E2,1.345325E2
5.819612E1,8.392896E2,5.942876E2,8.048053E2,7.402885E2,7.735566E2,9.168372E2,1.035815E2,7.004160E2,6.485000E2,2.490000E2,4.183116E2,1.354639E2
5.826278E1,8.408267E2,5.925253E2,8.043148E2,7.377750E2,7.731965E2,9.169452E2,1.044069E2,7.013235E2,6.520000E2,2.470000E2,4.227676E2,1.350183E2
5.832944E1,8.385000E2,5.910000E2,8.082438E2,7.408621E2,7.735113E2,9.166082E2,1.054874E2,7.017233E2,6.505000E2,2.465000E2,4.241016E2,1.353679E2
5.839611E1,8.382204E2,5.910257E2,8.095667E2,7.435908E2,7.743814E2,9.166730E2,1.035815E2,7.004160E2,6.494835E2,2.452962E2,4.241154E2,1.353436E2
5.846277E1,8.400000E2,5.955000E2,8.095397E2,7.444664E2,7.746890E2,9.187873E2,1.038834E2,7.004582E2,6.495780E2,2.447366E2,4.237143E2,1.350209E2
5.852943E1,8.395000E2,5.955000E2,8.045955E2,7.442298E2,7.742776E2,9.192869E2,1.013760E2,7.019914E2,6.487018E2,2.441562E2,4.229720E2,1.332338E2
5.859609E1,8.395000E2,5.960000E2,8.057023E2,7.452922E2,7.752373E2,9.186081E2,1.008709E2,7.040145E2,6.481105E2,2.436593E2,4.241044E2,1.363551E2
5.866276E1,8.394931E2,5.957332E2,8.065600E2,7.453523E2,7.759380E2,9.188217E2,9.980062E1,7.060874E2,6.485000E2,2.440000E2,4.245074E2,1.354889E2
5.872942E1,8.375000E2,5.970000E2,8.048912E2,7.434968E2,7.753224E2,9.183984E2,9.980314E1,7.058328E2,6.483810E2,2.432330E2,4.231723E2,1.372129E2
5.879608E1,8.390000E2,5.960000E2,8.061288E2,7.432765E2,7.749602E2,9.199784E2,1.016911E2,7.041969E2,6.475395E2,2.430802E2,4.187572E2,1.332359E2
5.886274E1,8.380796E2,5.954328E2,8.043651E2,7.432822E2,7.754594E2,9.196472E2,1.015475E2,7.044106E2,6.468404E2,2.419936E2,4.187572E2,1.341271E2
5.892940E1,8.379121E2,5.959208E2,8.043289E2,7.444176E2,7.761824E2,9.189602E2,1.032665E2,7.038818E2,6.482042E2,2.408521E2,4.183116E2,1.305622E2
5.899607E1,8.376598E2,5.954741E2,8.048761E2,7.445104E2,7.756165E2,9.191720E2,1.033743E2,7.042775E2,6.465244E2,2.387715E2,4.203072E2,1.287289E2
5.906273E1,8.361974E2,5.954407E2,8.026310E2,7.391783E2,7.769028E2,9.191924E2,1.023212E2,7.026215E2,6.454850E2,2.385241E2,4.213442E2,1.273590E2
5.912939E1,8.346760E2,5.955895E2,8.034729E2,7.411427E2,7.780381E2,9.196153E2,1.020635E2,7.026114E2,6.459163E2,2.371881E2,4.213044E2,1.258443E2
5.919605E1,8.344170E2,5.950082E2,8.037900E2,7.400082E2,7.773495E2,9.198393E2,1.029514E2,7.045120E2,6.461786E2,2.360282E2,4.205396E2,1.256606E2
5.926272E1,8.335000E2,5.930000E2,8.040342E2,7.400202E2,7.764819E2,9.199333E2,1.073625E2,7.051422E2,6.450000E2,2.345000E2,4.218764E2,1.278886E2
5.932938E1,8.329436E2,5.919201E2,8.009472E2,7.414234E2,7.753792E2,9.198893E2,1.063091E2,7.044063E2,6.453471E2,2.343662E2,4.235332E2,1.279432E2
5.939604E1,8.333239E2,5.925070E2,8.021604E2,7.409747E2,7.743987E2,9.197258E2,1.076775E2,7.064025E2,6.458296E2,2.344019E2,4.245500E2,1.287798E2
5.946270E1,8.331349E2,5.932975E2,8.012517E2,7.415212E2,7.739379E2,9.176299E2,1.076592E2,7.060318E2,6.458565E2,2.347475E2,4.249956E2,1.287798E2
5.952936E1,8.318269E2,5.932817E2,8.017891E2,7.383363E2,7.743441E2,9.180356E2,1.048418E2,7.019914E2,6.455191E2,2.362048E2,4.251654E2,1.291914E2
5.959603E1,8.330000E2,5.920000E2,8.005347E2,7.396056E2,7.749556E2,9.195359E2,1.048450E2,7.022316E2,6.458989E2,2.358606E2,4.258869E2,1.301166E2
5.966269E1,8.315000E2,5.935000E2,8.008926E2,7.394578E2,7.747473E2,9.200124E2,1.032665E2,7.041969E2,6.444714E2,2.365061E2,4.272237E2,1.327903E2
5.972935E1,8.318558E2,5.934902E2,8.031923E2,7.394589E2,7.734144E2,9.213797E2,1.031949E2,7.042065E2,6.453657E2,2.353385E2,4.258007E2,1.308202E2
5.979601E1,8.314979E2,5.941414E2,8.020697E2,7.400202E2,7.730575E2,9.192935E2,1.033728E2,7.050244E2,6.480000E2,2.375000E2,4.250656E2,1.302912E2
5.986268E1,8.315000E2,5.955000E2,8.013229E2,7.388082E2,7.713858E2,9.186102E2,1.030638E2,7.031557E2,6.482016E2,2.365852E2,4.264474E2,1.299620E2
5.992934E1,8.315000E2,5.950000E2,8.015558E2,7.396469E2,7.717013E2,9.190155E2,1.027836E2,7.046619E2,6.482212E2,2.361591E2,4.267781E2,1.292254E2
5.999600E1,8.285000E2,5.980000E2,8.023504E2,7.391783E2,7.715721E2,9.192186E2,1.031800E2,7.055800E2,6.487450E2,2.373003E2,4.245500E2,1.314534E2
6.006266E1,8.283553E2,5.975799E2,8.015084E2,7.391783E2,7.727452E2,9.181926E2,9.885538E1,7.045120E2,6.485000E2,2.370000E2,4.227676E2,1.314534E2
6.012932E1,8.275000E2,5.975000E2,8.012278E2,7.363718E2,7.743504E2,9.192186E2,1.007458E2,7.035668E2,6.470000E2,2.380000E2,4.218764E2,1.305622E2
6.019599E1,8.268664E2,5.974000E2,7.992633E2,7.335654E2,7.746099E2,9.182647E2,1.009610E2,7.035260E2,6.470787E2,2.371045E2,4.232132E2,1.292254E2
6.026265E1,8.265000E2,5.990000E2,8.020697E2,7.335654E2,7.727289E2,9.183671E2,1.009486E2,7.045452E2,6.451192E2,2.378465E2,4.227676E2,1.310078E2
6.032931E1,8.262106E2,5.981371E2,8.001052E2,7.335654E2,7.714505E2,9.190980E2,1.010609E2,7.079778E2,6.492433E2,2.368731E2,4.245500E2,1.359095E2
6.039597E1,8.264118E2,5.995408E2,8.004232E2,7.331399E2,7.707783E2,9.208062E2,1.011636E2,7.078245E2,6.489797E2,2.334720E2,4.244025E2,1.359169E2
6.046264E1,8.262903E2,5.996557E2,8.017891E2,7.338461E2,7.695972E2,9.207719E2,1.010963E2,7.074158E2,6.489797E2,2.369378E2,4.276693E2,1.327903E2
6.052930E1,8.275497E2,6.001473E2,8.019280E2,7.338025E2,7.678615E2,9.198581E2,1.016673E2,7.069899E2,6.487238E2,2.374843E2,4.278540E2,1.316661E2
6.059596E1,8.288205E2,5.990267E2,8.022995E2,7.339948E2,7.669373E2,9.185104E2,9.917046E1,7.067175E2,6.463646E2,2.351381E2,4.278777E2,1.308285E2
6.066262E1,8.293378E2,5.987525E2,8.033296E2,7.342429E2,7.668997E2,9.183393E2,1.001157E2,7.079778E2,6.465712E2,2.363420E2,4.284643E2,1.321289E2
6.072928E1,8.300000E2,5.970000E2,8.050774E2,7.344375E2,7.664124E2,9.196155E2,9.948554E1,7.082929E2,6.455755E2,2.371565E2,4.254413E2,1.332359E2
6.079595E1,8.285000E2,5.945000E2,8.046718E2,7.326279E2,7.651775E2,9.202223E2,1.016911E2,7.092382E2,6.461798E2,2.391341E2,4.252210E2,1.329513E2
6.086261E1,8.286509E2,5.945849E2,8.034729E2,7.307590E2,7.653961E2,9.185314E2,1.004308E2,7.092382E2,6.464644E2,2.377263E2,4.241044E2,1.332359E2
6.092927E1,8.255000E2,5.955000E2,8.037616E2,7.288553E2,7.647834E2,9.187257E2,1.004483E2,7.088020E2,6.471692E2,2.394667E2,4.263325E2,1.345727E2
6.099593E1,8.257998E2,5.949563E2,8.044606E2,7.285950E2,7.632372E2,9.164403E2,1.013532E2,7.088784E2,6.478562E2,2.402493E2,4.265254E2,1.334223E2
6.106260E1,8.254427E2,5.939542E2,8.037702E2,7.284258E2,7.631004E2,9.167372E2,1.007458E2,7.079778E2,6.491433E2,2.398025E2,4.266142E2,1.330381E2
6.112926E1,8.285000E2,5.925000E2,8.022822E2,7.296204E2,7.632863E2,9.167605E2,9.954282E1,7.084253E2,6.491234E2,2.405872E2,4.261476E2,1.332539E2
6.119592E1,8.300000E2,5.915000E2,8.029116E2,7.318816E2,7.638655E2,9.181245E2,1.001157E2,7.092382E2,6.517302E2,2.421361E2,4.274586E2,1.340049E2
6.126258E1,8.300087E2,5.912301E2,8.045955E2,7.321622E2,7.629793E2,9.194795E2,9.972864E1,7.093666E2,6.508023E2,2.427017E2,4.267781E2,1.292254E2
6.132924E1,8.297938E2,5.904374E2,8.040342E2,7.344074E2,7.624434E2,9.216000E2,1.001026E2,7.090772E2,6.489719E2,2.416704E2,4.267781E2,1.305622E2
6.139591E1,8.287742E2,5.911528E2,8.036113E2,7.346732E2,7.621908E2,9.218879E2,1.014058E2,7.098343E2,6.491014E2,2.403227E2,4.289357E2,1.285482E2
6.146257E1,8.275380E2,5.914481E2,8.035718E2,7.345914E2,7.610452E2,9.228255E2,1.011426E2,7.099153E2,6.479078E2,2.430246E2,4.290061E2,1.269974E2
6.152923E1,8.273358E2,5.901632E2,8.031923E2,7.327235E2,7.607657E2,9.236761E2,1.020062E2,7.089231E2,6.492922E2,2.439925E2,4.294517E2,1.261062E2
6.159589E1,8.283335E2,5.903176E2,8.034729E2,7.332848E2,7.611372E2,9.241500E2,1.021081E2,7.091213E2,6.496870E2,2.445723E2,4.303112E2,1.274585E2
6.166256E1,8.298075E2,5.902679E2,8.039214E2,7.328774E2,7.600397E2,9.253866E2,1.018971E2,7.098426E2,6.516946E2,2.463659E2,4.281149E2,1.274430E2
6.172922E1,8.295000E2,5.920000E2,8.028318E2,7.322112E2,7.599646E2,9.255392E2,1.004449E2,7.087755E2,6.516865E2,2.469877E2,4.284214E2,1.268439E2
6.179588E1,8.285000E2,5.920000E2,8.035806E2,7.323490E2,7.617983E2,9.266267E2,1.002711E2,7.085395E2,6.529415E2,2.471851E2,4.277653E2,1.268164E2
6.186254E1,8.270000E2,5.910000E2,8.026310E2,7.327235E2,7.620465E2,9.271566E2,9.949810E1,7.078159E2,6.537051E2,2.484107E2,4.287980E2,1.255192E2
6.192920E1,8.274133E2,5.922796E2,8.031887E2,7.340466E2,7.621946E2,9.275549E2,9.827920E1,7.066545E2,6.537334E2,2.480657E2,4.273860E2,1.255917E2
6.199587E1,8.265000E2,5.940000E2,8.020697E2,7.377750E2,7.599672E2,9.264763E2,9.687077E1,7.059249E2,6.548616E2,2.490253E2,4.280313E2,1.262597E2
6.206253E1,8.275000E2,5.940000E2,8.029213E2,7.381820E2,7.596651E2,9.227907E2,9.603276E1,7.038396E2,6.541449E2,2.479252E2,4.292975E2,1.275540E2
6.212919E1,8.290000E2,5.935000E2,8.022002E2,7.379155E2,7.581818E2,9.217623E2,9.676634E1,7.058115E2,6.557131E2,2.478608E2,4.301976E2,1.270104E2
6.219585E1,8.288627E2,5.939901E2,8.015084E2,7.400202E2,7.561507E2,9.217861E2,9.665311E1,7.057082E2,6.580750E2,2.484180E2,4.316325E2,1.272933E2
6.226252E1,8.285686E2,5.952335E2,8.036757E2,7.385263E2,7.544902E2,9.212158E2,9.444431E1,7.057723E2,6.606047E2,2.474797E2,4.310128E2,1.269688E2
6.232918E1,8.287657E2,5.959782E2,8.045529E2,7.388721E2,7.556484E2,9.224009E2,9.347542E1,7.042409E2,6.608750E2,2.471948E2,4.316797E2,1.274430E2
6.239584E1,8.291907E2,5.956651E2,8.034729E2,7.363718E2,7.559287E2,9.228615E2,9.208581E1,7.050190E2,6.612730E2,2.463659E2,4.303429E2,1.287798E2
6.246250E1,8.295000E2,5.965000E2,8.025044E2,7.374824E2,7.561462E2,9.230665E2,9.130718E1,7.063963E2,6.610444E2,2.465607E2,4.316255E2,1.284485E2
6.252916E1,8.305000E2,5.950000E2,8.019435E2,7.371346E2,7.545485E2,9.221406E2,8.971815E1,7.057723E2,6.626159E2,2.466008E2,4.310101E2,1.285018E2
6.259583E1,8.304336E2,5.949596E2,8.015084E2,7.383363E2,7.553797E2,9.219957E2,8.804414E1,7.079289E2,6.617019E2,2.463868E2,4.310074E2,1.275185E2
6.266249E1,8.302313E2,5.942527E2,8.017758E2,7.390305E2,7.536420E2,9.225392E2,8.782769E1,7.089231E2,6.618222E2,2.460164E2,4.302590E2,1.265424E2
6.272915E1,8.285114E2,5.930700E2,8.021880E2,7.402543E2,7.536701E2,9.222979E2,8.688246E1,7.079778E2,6.618485E2,2.460273E2,4.303429E2,1.252150E2
6.279581E1,8.278661E2,5.939012E2,8.025666E2,7.414957E2,7.550276E2,9.214705E2,8.814277E1,7.070326E2,6.626388E2,2.446465E2,4.292256E2,1.246180E2
6.286248E1,8.279578E2,5.952929E2,8.038752E2,7.414970E2,7.557939E2,9.213815E2,8.923660E1,7.071559E2,6.632724E2,2.443637E2,4.307885E2,1.252150E2
6.292914E1,8.290000E2,5.965000E2,8.062793E2,7.439491E2,7.572153E2,9.217803E2,8.908800E1,7.101834E2,6.609324E2,2.445162E2,4.285605E2,1.238782E2
6.299580E1,8.303620E2,5.977681E2,8.076825E2,7.431072E2,7.564688E2,9.232473E2,8.907801E1,7.095567E2,6.630550E2,2.472569E2,4.277836E2,1.242829E2
6.306246E1,8.295000E2,6.020000E2,8.090857E2,7.431072E2,7.570619E2,9.238437E2,8.854149E1,7.083741E2,6.621640E2,2.490389E2,4.267155E2,1.247030E2
6.312912E1,8.285902E2,6.004017E2,8.059987E2,7.419847E2,7.577936E2,9.218877E2,8.998895E1,7.084788E2,6.626095E2,2.465886E2,4.258305E2,1.235387E2
