#multi:
,masa A,,masa B,,masa C,,masa D,
t,pixelx,pixely,pixelx,pixely,pixelx,pixely,pixelx,pixely
23.865,564.8,575.6,630.2,799.8,306.1,873.8,1.099E3,454.6
23.932,566.0,574.7,630.3,799.8,305.2,873.3,1.099E3,455.8
23.998,565.2,573.2,629.9,799.0,304.8,873.5,1.101E3,457.5
24.065,564.3,573.7,631.5,799.7,305.8,872.7,1.100E3,459.4
24.132,564.5,574.7,634.6,799.4,305.2,871.7,1.100E3,457.8
24.198,563.7,576.5,634.8,799.2,304.6,870.5,1.100E3,457.0
24.265,563.4,577.0,636.0,800.5,303.1,871.1,1.100E3,455.6
24.332,563.2,575.8,634.4,799.6,304.0,872.5,1.099E3,455.9
24.398,562.3,575.4,633.7,801.2,303.9,872.6,1.097E3,454.9
24.465,561.5,577.4,634.4,802.3,303.0,872.4,1.098E3,455.1
24.532,562.1,577.1,631.0,805.0,302.8,872.7,1.097E3,456.6
24.598,561.3,578.3,630.2,802.2,302.7,872.5,1.097E3,456.8
24.665,560.8,580.1,630.2,803.8,302.5,871.7,1.100E3,456.6
24.732,561.0,581.1,630.3,805.1,300.7,873.5,1.099E3,457.2
24.798,561.7,582.6,628.1,806.7,300.8,874.1,1.102E3,456.6
24.865,561.2,580.8,627.7,807.2,300.7,874.4,1.101E3,456.0
24.932,562.8,579.1,627.9,809.1,299.9,876.3,1.101E3,457.0
24.998,563.2,578.6,628.1,809.5,299.7,877.9,1.102E3,456.0
25.065,563.6,577.8,627.9,809.6,300.1,877.7,1.102E3,456.5
25.132,564.8,578.5,627.9,810.0,299.4,877.0,1.098E3,452.5
25.198,565.9,579.5,628.1,810.5,299.9,874.9,1.098E3,453.2
25.265,564.9,579.6,626.6,808.6,301.7,872.6,1.098E3,456.0
25.332,565.1,578.6,628.1,808.8,302.1,873.0,1.098E3,456.5
25.398,565.1,579.0,627.2,807.6,301.5,871.3,1.099E3,457.0
25.465,567.3,579.4,627.4,809.2,301.6,871.0,1.100E3,458.4
25.532,567.1,579.9,626.4,808.9,301.3,872.3,1.101E3,458.1
25.598,566.7,579.9,627.2,808.7,299.9,871.3,1.102E3,459.2
25.665,566.0,578.8,628.3,809.7,299.3,870.4,1.100E3,460.2
25.732,565.7,578.3,628.3,810.0,298.9,869.0,1.098E3,461.9
25.798,567.3,578.9,627.8,809.7,299.6,870.4,1.097E3,463.1
25.865,567.8,579.2,631.3,808.5,298.7,872.2,1.096E3,465.1
25.932,566.6,578.7,633.2,809.6,298.7,871.8,1.096E3,465.2
25.998,567.3,576.5,634.3,807.9,298.2,871.8,1.094E3,463.3
26.065,566.9,576.9,633.9,807.2,297.0,871.3,1.095E3,463.5
26.132,565.2,575.3,634.5,806.8,295.6,873.5,1.095E3,464.0
26.198,566.2,576.4,635.8,808.3,296.4,874.7,1.094E3,463.0
26.265,566.8,577.6,637.3,809.2,297.5,875.9,1.093E3,460.7
26.332,565.6,577.5,636.6,808.8,295.8,874.6,1.094E3,460.8
26.398,565.0,576.6,638.2,808.9,294.4,876.7,1.094E3,460.6
26.465,567.4,576.8,637.5,808.7,294.1,875.9,1.095E3,461.3
26.532,567.4,576.3,638.0,808.2,295.2,874.6,1.094E3,460.8
26.598,567.6,576.9,637.3,808.4,295.0,874.1,1.093E3,459.9
26.665,568.2,578.4,637.4,808.7,295.9,875.2,1.093E3,461.0
26.732,569.3,579.1,636.7,808.6,296.1,875.8,1.092E3,461.0
26.798,568.6,578.8,635.7,807.8,295.2,876.6,1.092E3,460.1
26.865,570.2,577.5,635.7,807.3,294.8,878.0,1.094E3,460.1
26.932,570.3,578.5,634.3,806.7,294.4,879.3,1.094E3,459.5
26.998,569.1,578.7,635.0,806.2,294.2,879.5,1.095E3,460.7
27.065,570.0,577.8,634.4,807.4,294.5,879.6,1.095E3,463.3
27.132,570.6,578.2,633.6,807.0,294.2,879.4,1.096E3,462.6
27.198,572.2,578.1,634.0,806.9,293.4,879.2,1.096E3,462.4
27.265,572.1,578.1,634.5,807.6,291.7,879.5,1.096E3,460.9
27.332,571.0,579.8,634.6,808.6,291.6,879.6,1.098E3,460.9
27.398,570.8,581.8,634.8,809.1,291.6,880.6,1.098E3,460.5
27.465,571.1,581.3,635.1,810.6,293.1,880.0,1.096E3,462.3
27.531,571.1,580.8,634.8,811.8,293.0,880.4,1.094E3,461.5
27.598,571.6,579.6,635.0,809.9,293.2,881.3,1.095E3,460.2
27.665,571.9,580.1,635.1,810.5,294.2,880.8,1.096E3,460.2
27.731,571.9,579.3,635.7,811.8,293.1,880.6,1.095E3,458.8
27.798,572.2,580.4,636.7,811.2,292.9,880.3,1.095E3,459.5
27.865,573.5,580.9,637.0,811.2,292.2,881.7,1.096E3,458.0
27.931,574.1,581.4,636.4,811.5,292.3,884.5,1.095E3,457.7
27.998,573.9,581.5,634.3,811.3,292.0,885.4,1.096E3,459.3
28.065,574.1,581.6,634.4,809.3,292.3,885.4,1.097E3,459.9
28.131,573.4,580.3,634.5,811.2,291.7,885.1,1.099E3,460.0
28.198,571.0,579.0,632.8,810.4,292.9,884.5,1.098E3,460.6
28.265,571.8,577.5,632.1,809.3,292.4,884.0,1.097E3,462.7
28.331,572.7,578.4,631.8,808.2,292.4,883.7,1.098E3,464.0
28.398,572.2,579.6,631.3,810.7,291.2,883.5,1.096E3,462.4
28.465,571.2,579.8,631.5,807.5,290.7,883.7,1.097E3,463.2
28.531,570.2,576.8,631.4,807.3,289.9,885.1,1.094E3,462.9
28.598,570.0,578.2,632.4,808.4,290.3,886.2,1.096E3,462.5
28.665,569.8,579.7,632.3,809.3,288.9,888.3,1.096E3,461.3
28.731,570.1,579.0,632.0,807.9,288.9,890.5,1.096E3,461.9
28.798,570.2,581.1,631.5,807.3,290.3,890.3,1.098E3,461.6
28.865,570.5,581.4,632.9,808.6,289.3,890.0,1.098E3,463.0
28.931,568.8,582.6,631.9,808.1,289.2,891.7,1.100E3,464.3
28.998,570.9,582.3,631.4,808.6,290.0,892.6,1.101E3,466.6
29.065,570.6,582.6,633.2,810.1,290.7,892.4,1.102E3,467.7
29.131,570.1,583.2,635.0,811.8,291.5,893.0,1.102E3,467.2
29.198,570.8,582.6,633.8,811.2,291.2,892.6,1.105E3,467.1
29.265,568.2,582.2,635.4,809.9,291.6,892.5,1.104E3,468.3
29.331,567.5,581.2,637.0,811.0,292.2,893.2,1.105E3,467.8
29.398,568.9,582.1,636.7,810.1,292.2,894.4,1.104E3,468.8
29.465,568.8,580.9,637.0,807.6,292.9,894.6,1.105E3,468.5
29.531,568.9,580.6,637.4,808.3,293.0,894.4,1.106E3,468.0
29.598,567.9,578.8,638.2,810.3,292.7,894.3,1.106E3,468.0
29.665,567.0,578.9,637.2,810.9,292.3,895.3,1.106E3,468.9
29.731,567.8,579.2,637.4,811.1,292.1,896.2,1.106E3,469.4
29.798,567.7,575.9,638.7,811.0,292.0,896.5,1.104E3,467.5
29.865,568.3,574.6,639.5,811.0,292.0,898.8,1.104E3,467.9
29.931,565.8,574.7,639.5,809.3,291.7,896.5,1.103E3,468.9
29.998,565.5,575.2,642.0,807.0,291.9,896.1,1.102E3,469.2
30.065,563.3,575.6,642.0,806.6,292.8,894.4,1.102E3,467.8
30.131,562.9,576.3,641.5,806.9,292.3,896.1,1.102E3,467.5
30.198,564.0,576.3,643.2,806.7,293.7,896.4,1.103E3,465.0
30.265,563.3,576.7,643.7,807.2,294.6,896.1,1.104E3,463.3
30.331,564.4,576.7,643.7,805.0,295.1,896.4,1.104E3,462.9
30.398,563.5,575.5,645.3,806.1,294.5,897.4,1.103E3,463.6
30.465,562.7,574.4,644.2,804.7,295.1,897.7,1.103E3,463.7
30.531,564.4,574.5,645.5,804.7,294.9,899.3,1.104E3,465.1
30.598,563.2,573.8,644.9,804.9,294.8,899.4,1.103E3,463.8
30.665,562.7,573.4,643.7,804.4,295.2,899.9,1.101E3,463.8
30.731,564.0,572.4,644.6,804.0,297.1,898.1,1.101E3,463.3
30.798,562.8,573.2,645.2,803.6,296.3,898.5,1.100E3,464.4
30.865,562.9,574.7,646.1,803.2,295.8,898.1,1.101E3,464.2
30.931,564.5,574.6,646.9,803.2,295.7,898.0,1.102E3,462.8
30.998,566.3,575.2,647.6,804.3,293.7,898.4,1.102E3,463.5
31.065,565.1,575.3,648.3,805.0,294.2,898.8,1.102E3,464.6
31.131,564.4,576.4,647.3,806.4,293.7,898.5,1.102E3,465.2
31.198,564.6,579.5,648.6,805.9,294.6,898.7,1.094E3,465.0
31.265,564.6,578.8,648.5,804.3,295.6,897.4,1.094E3,464.0
31.331,562.8,578.5,649.8,805.5,294.6,897.3,1.094E3,464.2
31.398,561.0,580.9,650.7,804.2,294.3,896.9,1.095E3,464.8
31.465,563.0,580.6,652.0,804.1,294.2,895.6,1.094E3,464.2
31.531,563.0,582.2,653.3,803.8,294.8,895.5,1.095E3,464.6
31.598,563.3,582.2,651.4,805.8,294.0,894.6,1.095E3,464.6
31.665,563.4,582.7,650.5,807.9,293.8,894.7,1.096E3,466.8
31.731,561.9,581.2,651.0,806.8,293.7,895.3,1.095E3,468.6
31.798,563.1,579.1,651.7,805.8,294.2,895.4,1.094E3,468.0
31.865,563.3,580.6,653.4,804.4,294.0,895.6,1.095E3,467.9
31.931,562.9,581.6,652.9,803.4,294.7,896.0,1.096E3,469.2
31.998,562.0,579.7,653.6,802.3,294.6,896.0,1.093E3,469.3
32.065,562.2,579.5,653.1,802.2,293.3,897.6,1.093E3,468.2
32.131,563.2,580.4,653.2,801.9,292.1,897.5,1.091E3,466.0
32.198,564.8,580.6,653.0,803.1,291.2,898.1,1.090E3,466.0
32.265,563.7,580.0,654.1,802.5,291.1,900.2,1.091E3,465.7
32.331,565.4,578.5,654.0,801.5,291.3,900.6,1.092E3,466.5
32.398,564.3,577.2,653.6,802.2,290.8,900.5,1.092E3,467.7
32.465,565.0,578.2,653.5,801.9,292.3,900.9,1.093E3,468.9
32.531,565.0,577.8,654.4,801.8,292.0,899.7,1.090E3,468.6
32.598,565.6,576.7,654.0,801.7,292.5,901.3,1.089E3,470.2
32.664,564.5,576.6,653.9,802.7,291.2,902.5,1.089E3,470.8
32.731,563.8,574.8,653.7,802.3,290.8,901.5,1.089E3,471.8
32.798,564.8,573.5,653.7,800.9,289.7,901.1,1.090E3,472.6
32.864,563.3,574.2,653.9,800.4,290.8,902.2,1.088E3,472.8
32.931,564.0,575.2,654.0,801.7,290.7,901.1,1.094E3,473.0
32.998,563.0,575.7,652.2,801.7,290.5,902.6,1.093E3,471.9
33.064,563.3,575.3,652.3,802.2,290.6,902.1,1.094E3,472.2
33.131,563.8,576.3,653.4,801.6,291.2,903.9,1.094E3,470.4
33.198,562.4,576.1,651.4,802.5,292.2,902.7,1.095E3,469.1
33.264,565.3,577.2,651.4,802.9,292.8,901.7,1.095E3,467.7
33.331,566.0,576.9,651.2,801.7,292.7,902.7,1.094E3,466.9
33.398,568.0,576.4,649.2,802.3,293.8,903.1,1.096E3,467.5
33.464,567.3,575.5,648.7,801.9,293.7,902.9,1.096E3,466.0
33.531,565.9,576.2,647.5,801.3,293.3,903.6,1.098E3,467.8
33.598,567.9,578.1,644.5,801.6,293.9,903.0,1.097E3,467.3
33.664,567.9,578.4,644.0,801.1,294.2,903.4,1.097E3,468.0
33.731,569.6,578.7,643.8,800.9,293.8,903.5,1.097E3,466.7
33.798,569.0,577.9,643.9,799.4,294.0,903.3,1.098E3,465.9
33.864,569.1,579.2,643.9,800.4,293.4,902.6,1.095E3,462.7
33.931,569.2,580.5,644.5,802.1,294.2,901.9,1.097E3,463.6
33.998,568.8,579.8,643.6,800.5,294.0,902.4,1.096E3,465.2
34.064,569.0,579.7,643.7,801.8,293.8,902.4,1.096E3,465.3
34.131,567.8,579.1,643.5,801.9,293.8,902.7,1.097E3,465.6
34.198,568.4,579.4,642.5,802.0,292.7,902.3,1.094E3,465.4
34.264,568.3,580.4,643.2,802.3,293.8,902.5,1.094E3,466.1
34.331,567.0,581.3,645.5,802.5,293.9,903.1,1.092E3,466.1
34.398,565.3,581.5,646.1,802.5,293.6,903.8,1.091E3,465.2
34.464,564.9,581.0,646.9,803.6,294.8,904.4,1.092E3,466.2
34.531,564.5,582.7,647.6,805.0,294.8,906.2,1.092E3,465.1
34.598,565.0,582.0,647.0,803.8,294.6,905.8,1.091E3,466.0
34.664,565.4,583.2,649.4,805.3,295.6,904.7,1.091E3,465.0
34.731,564.8,585.1,651.0,803.6,295.6,905.2,1.091E3,465.0
34.798,565.9,584.9,651.1,803.8,294.3,905.8,1.091E3,464.2
34.864,567.3,583.0,651.1,804.1,294.8,905.4,1.090E3,464.0
34.931,567.4,582.6,651.1,803.6,295.6,905.6,1.092E3,463.3
34.998,568.1,583.5,652.7,804.3,295.0,904.6,1.093E3,464.1
35.064,569.6,583.8,651.4,804.6,294.8,905.3,1.094E3,464.4
35.131,569.2,583.4,650.1,806.4,294.2,904.5,1.094E3,465.5
35.198,569.5,583.4,651.1,805.3,293.9,904.8,1.095E3,465.8
35.264,569.3,582.4,650.3,806.5,293.5,905.9,1.096E3,465.9
35.331,569.1,583.1,650.9,805.5,293.3,907.0,1.095E3,465.9
35.398,569.0,582.5,650.6,805.3,293.4,908.6,1.096E3,467.1
35.464,568.8,582.6,648.9,805.6,293.0,908.4,1.097E3,467.3
35.531,569.1,581.9,648.8,807.0,293.2,907.3,1.094E3,467.3
35.598,568.3,580.1,649.9,806.6,293.0,909.2,1.094E3,467.5
35.664,568.0,579.1,649.3,806.0,293.3,907.9,1.096E3,466.0
35.731,569.2,578.8,648.7,804.8,291.3,907.9,1.095E3,465.3
35.798,568.7,578.3,649.2,805.3,291.0,907.5,1.096E3,465.1
35.864,568.3,578.2,649.9,805.9,290.1,908.1,1.097E3,462.9
35.931,567.9,578.3,648.6,805.0,290.0,908.1,1.095E3,462.3
35.998,567.2,578.4,649.1,805.2,289.2,909.1,1.097E3,462.9
36.064,567.0,578.9,648.9,804.6,288.9,909.5,1.096E3,462.4
36.131,566.3,577.1,647.6,805.2,289.4,909.3,1.095E3,462.2
36.198,565.8,577.5,647.9,807.1,289.0,909.2,1.093E3,462.7
36.264,566.3,577.3,646.1,806.5,289.5,908.7,1.093E3,464.3
36.331,567.2,579.1,646.3,807.3,290.3,907.6,1.094E3,463.5
36.398,565.8,580.3,646.2,805.0,290.8,907.4,1.094E3,464.3
36.464,565.7,579.3,647.1,804.7,291.4,907.6,1.095E3,464.8
36.531,564.6,578.6,646.8,805.2,290.8,907.9,1.093E3,463.2
36.598,564.4,577.6,646.9,804.7,289.1,907.7,1.093E3,462.1
36.664,564.0,575.6,648.7,805.0,288.0,907.6,1.093E3,461.9
36.731,563.9,576.9,649.5,805.1,289.3,905.9,1.094E3,461.6
36.798,563.4,576.7,647.6,804.0,287.6,906.3,1.093E3,463.3
36.864,562.5,575.2,648.9,803.5,288.3,905.6,1.093E3,463.2
36.931,561.5,576.4,648.1,804.1,287.4,904.3,1.092E3,462.8
36.998,562.9,575.7,647.6,804.6,287.9,905.3,1.091E3,463.9
37.064,563.7,576.3,648.2,805.6,289.9,904.7,1.091E3,464.1
37.131,564.3,576.3,647.5,807.4,291.7,903.1,1.090E3,464.3
37.198,563.6,575.4,647.3,806.8,293.0,904.2,1.089E3,464.8
37.264,561.1,574.6,649.5,805.5,293.4,904.5,1.089E3,464.8
37.331,561.9,573.3,648.4,804.8,292.5,905.4,1.088E3,466.6
37.398,561.6,573.0,648.1,804.5,292.2,905.7,1.088E3,467.5
37.464,562.1,572.0,648.4,806.8,292.4,905.6,1.087E3,468.9
37.531,561.7,571.7,648.5,808.0,292.9,906.3,1.087E3,468.1
37.597,562.7,571.3,650.1,806.6,291.6,908.4,1.088E3,468.0
37.664,563.3,572.5,651.0,806.8,291.0,908.5,1.087E3,467.6
37.731,563.9,570.7,649.7,806.3,290.3,910.8,1.087E3,468.3
37.797,563.8,569.3,652.2,806.2,290.0,908.9,1.088E3,468.2
37.864,563.9,569.8,652.1,805.7,289.8,909.0,1.088E3,466.7
37.931,562.8,571.3,652.1,806.8,290.3,909.4,1.088E3,467.1
37.997,561.5,571.7,651.8,807.6,290.7,909.9,1.085E3,467.4
38.064,562.9,570.8,651.8,808.5,291.0,909.8,1.085E3,466.0
38.131,561.6,569.9,651.0,806.6,291.3,909.8,1.086E3,464.8
38.197,560.5,569.9,649.9,806.7,290.8,909.8,1.086E3,465.8
38.264,560.2,570.6,651.2,804.8,290.0,910.1,1.086E3,466.5
38.331,559.5,570.8,652.8,805.8,291.0,910.0,1.085E3,465.0
38.397,558.2,570.7,653.4,806.1,290.4,909.7,1.087E3,464.2
38.464,558.5,570.0,652.6,805.5,289.7,908.9,1.086E3,463.0
38.531,558.9,571.4,653.6,806.2,289.6,909.2,1.086E3,462.5
38.597,558.6,570.7,654.9,805.9,289.6,910.9,1.085E3,461.5
38.664,559.3,569.6,653.0,807.2,291.0,909.4,1.086E3,461.7
38.731,560.7,568.5,652.5,807.1,291.6,909.1,1.087E3,463.0
38.797,562.9,569.0,652.6,806.6,293.7,908.4,1.085E3,462.7
38.864,563.4,569.8,654.2,807.9,291.5,910.0,1.085E3,463.8
38.931,563.3,572.3,657.2,809.3,291.1,909.7,1.083E3,464.5
38.997,562.2,572.2,658.3,809.2,290.6,910.6,1.084E3,465.0
39.064,560.9,571.9,658.1,808.7,290.1,911.2,1.085E3,464.4
39.131,559.4,571.4,659.3,808.7,290.1,912.6,1.086E3,464.5
39.197,558.3,570.1,661.5,808.5,290.6,912.1,1.086E3,465.1
39.264,558.1,570.6,660.8,809.1,291.3,913.4,1.087E3,465.3
39.331,559.2,571.8,662.7,808.6,291.4,915.4,1.086E3,464.3
39.397,559.8,572.5,662.5,810.1,290.2,916.8,1.085E3,463.0
39.464,558.7,570.7,662.4,809.6,290.8,917.0,1.085E3,463.8
39.531,558.8,570.2,662.0,809.7,290.8,917.8,1.083E3,464.5
39.597,558.2,569.5,661.2,811.1,291.2,917.1,1.083E3,464.1
39.664,557.7,567.3,662.5,812.1,289.4,917.6,1.084E3,461.9
39.731,558.4,566.3,664.4,810.3,289.5,916.2,1.084E3,461.5
39.797,558.8,565.1,664.8,809.1,289.8,915.3,1.084E3,461.0
39.864,559.7,566.1,665.3,809.0,290.1,915.5,1.083E3,460.0
39.931,558.4,565.5,664.8,808.3,291.2,915.4,1.083E3,459.1
39.997,557.5,565.2,664.4,807.6,290.3,916.7,1.083E3,458.8
40.064,557.5,565.3,665.8,810.0,289.0,917.9,1.082E3,459.4
40.131,558.2,563.8,665.4,809.7,288.3,917.1,1.083E3,458.0
40.197,559.3,561.2,664.0,809.9,289.5,918.3,1.084E3,458.0
40.264,559.0,560.8,663.5,810.9,289.5,918.0,1.085E3,459.4
40.331,558.5,559.4,660.2,810.9,288.7,917.8,1.084E3,459.4
40.397,558.8,558.1,660.2,809.2,290.1,917.4,1.084E3,459.9
40.464,559.3,558.1,663.1,808.4,290.9,916.9,1.081E3,462.1
40.531,560.3,559.5,662.3,808.3,292.2,916.9,1.081E3,462.9
40.597,559.7,561.4,663.2,808.5,293.0,916.1,1.081E3,461.7
40.664,560.0,561.2,663.9,810.2,291.3,916.8,1.082E3,462.7
40.731,559.3,562.0,662.3,809.7,289.1,914.9,1.082E3,462.0
40.797,558.2,563.6,661.0,809.9,288.8,916.2,1.081E3,464.0
40.864,555.7,565.6,660.1,809.5,289.4,916.3,1.080E3,463.9
40.931,555.7,565.5,662.2,807.3,289.9,915.7,1.081E3,463.6
40.997,558.0,564.1,661.3,807.6,289.6,915.5,1.082E3,463.3
41.064,558.6,566.2,661.4,806.9,288.8,914.1,1.083E3,462.4
41.131,560.1,567.3,661.8,809.0,288.0,915.1,1.083E3,461.1
41.197,560.1,569.1,661.2,809.1,288.1,916.0,1.083E3,462.4
41.264,560.4,568.9,660.6,809.1,287.8,918.0,1.081E3,460.7
41.331,560.1,568.9,659.9,808.2,286.8,916.2,1.080E3,461.4
41.397,558.1,567.8,659.8,808.0,287.4,915.9,1.082E3,461.8
41.464,558.5,567.9,660.2,809.8,286.3,917.4,1.080E3,462.9
41.531,557.2,567.1,660.0,811.2,287.1,916.4,1.080E3,462.6
41.597,556.6,566.8,661.2,811.7,285.9,915.0,1.082E3,461.2
41.664,557.0,566.5,658.4,814.2,287.0,914.7,1.082E3,459.7
41.731,557.8,566.6,659.2,813.4,287.3,915.3,1.081E3,459.7
41.797,557.8,566.9,659.2,812.4,286.3,915.6,1.081E3,461.1
41.864,557.6,566.8,658.8,812.9,286.9,915.3,1.083E3,459.8
41.931,557.0,567.9,656.7,813.6,288.3,914.8,1.082E3,460.8
41.997,556.8,565.9,656.6,814.1,287.9,914.5,1.084E3,461.3
42.064,555.5,565.8,657.4,814.8,288.1,914.9,1.083E3,461.7
42.131,554.5,565.6,657.1,815.7,287.4,914.9,1.083E3,461.2
42.197,554.8,565.5,657.8,815.7,286.1,914.6,1.083E3,462.2
42.264,555.6,566.1,657.4,816.7,286.0,915.4,1.084E3,461.7
42.331,554.7,567.1,654.4,816.1,285.2,914.7,1.087E3,460.6
42.397,554.0,568.8,654.5,816.1,284.7,914.3,1.089E3,461.7
42.464,551.6,568.0,654.2,817.6,286.5,914.2,1.090E3,462.4
42.530,550.7,568.8,654.4,817.8,285.0,914.5,1.090E3,462.1
42.597,550.0,569.1,653.2,817.8,285.3,914.8,1.089E3,463.5
42.664,550.4,570.6,652.3,816.5,285.5,914.3,1.090E3,464.7
42.730,549.5,573.0,650.9,816.6,284.5,913.6,1.089E3,463.8
42.797,548.0,572.4,650.6,816.7,282.1,915.1,1.089E3,464.4
42.864,548.4,573.0,650.8,818.2,281.9,915.3,1.092E3,462.0
42.930,547.1,573.6,649.3,817.8,281.3,915.4,1.092E3,462.6
42.997,546.9,572.8,649.4,817.1,282.2,915.6,1.090E3,461.6
43.064,545.9,571.4,650.1,816.1,281.6,916.2,1.090E3,465.2
43.130,544.6,573.1,652.2,815.4,281.6,916.6,1.090E3,466.0
43.197,545.9,574.7,650.7,814.1,280.9,915.1,1.088E3,465.2
43.264,544.9,571.8,650.2,813.4,280.8,915.1,1.088E3,464.7
43.330,544.3,571.4,649.3,812.8,281.0,915.6,1.086E3,466.7
43.397,543.8,571.3,649.1,812.2,281.3,915.9,1.085E3,468.0
43.464,543.2,572.6,646.7,812.1,281.3,914.9,1.086E3,468.0
43.530,543.3,572.5,646.2,812.0,280.8,913.2,1.084E3,466.8
43.597,544.2,572.4,647.0,811.9,281.6,913.6,1.083E3,467.0
43.664,542.0,572.6,648.7,811.7,281.7,913.7,1.084E3,466.2
43.730,540.0,572.2,647.7,811.5,284.2,911.7,1.086E3,466.4
43.797,540.9,572.4,649.4,812.3,283.8,911.6,1.086E3,465.3
43.864,540.2,572.2,650.7,812.2,284.2,910.5,1.086E3,465.1
43.930,539.5,571.9,652.2,810.3,283.0,911.2,1.086E3,464.8
43.997,540.8,570.7,651.1,810.0,284.6,910.4,1.087E3,464.2
44.064,542.7,572.2,653.1,809.1,284.2,910.4,1.087E3,463.4
44.130,540.2,572.2,653.2,808.9,284.0,910.3,1.088E3,462.1
44.197,539.5,573.0,653.3,809.0,283.8,909.7,1.085E3,463.3
44.264,537.7,572.3,655.5,810.5,284.6,909.8,1.085E3,463.7
44.330,538.1,572.1,653.7,810.5,285.9,909.7,1.084E3,463.8
44.397,539.0,572.7,654.7,812.5,286.1,909.6,1.088E3,463.2
44.464,538.1,572.1,654.9,812.3,286.2,909.3,1.088E3,463.4
44.530,539.2,571.8,653.2,811.2,285.8,909.3,1.088E3,462.1
44.597,540.1,572.9,652.1,811.6,286.6,907.6,1.088E3,460.8
44.664,540.5,572.6,650.3,812.2,286.6,906.9,1.088E3,460.9
44.730,540.7,573.2,650.2,812.1,286.7,906.9,1.089E3,462.3
44.797,538.8,571.8,652.0,812.6,287.5,907.2,1.089E3,462.5
44.864,539.3,570.6,652.8,813.0,287.9,907.5,1.087E3,461.7
44.930,538.4,570.2,651.8,812.2,288.2,908.9,1.086E3,461.0
44.997,539.9,569.4,650.3,811.8,288.0,909.4,1.086E3,459.8
